Year,party_detailed,candidatevotes,party_simplified
1980,REPUBLICAN,439687,REPUBLICAN
1980,DEMOCRAT,124266,DEMOCRAT
1980,INDEPENDENT,30284,OTHER
1980,LIBERTARIAN,7156,OTHER
1980,CITIZENS,1009,OTHER
1980,AMERICAN,965,OTHER
1980,AMERICAN INDEPENDENT PARTY,522,OTHER
1980,COMMUNIST PARTY USE,139,OTHER
1980,SOCIALIST WORKERS,124,OTHER
1980,REPUBLICAN,94628,REPUBLICAN
1980,DEMOCRAT,81952,DEMOCRAT
1980,INDEPENDENT,31761,OTHER
1980,CITIZENS,2316,OTHER
1980,LIBERTARIAN,1900,OTHER
1980,,413,OTHER
1980,SOCIALIST,136,OTHER
1980,COMMUNIST PARTY USE,118,OTHER
1980,SOCIALIST WORKERS,75,OTHER
1980,REPUBLICAN,989609,REPUBLICAN
1980,DEMOCRAT,752174,DEMOCRAT
1980,INDEPENDENT,95418,OTHER
1980,CITIZENS,14024,OTHER
1980,LIBERTARIAN,12821,OTHER
1980,SOCIALIST WORKERS,1986,OTHER
1980,REPUBLICAN,865244,REPUBLICAN
1980,DEMOCRAT,650193,DEMOCRAT
1980,INDEPENDENT,185073,OTHER
1980,LIBERTARIAN,29213,OTHER
1980,CITIZENS,9403,OTHER
1980,SOCIALIST WORKERS,1137,OTHER
1980,SOCIALIST,956,OTHER
1980,COMMUNIST PARTY USE,834,OTHER
1980,WORKERS WORLD,341,OTHER
1980,DEMOCRAT,367462,DEMOCRAT
1980,REPUBLICAN,334206,REPUBLICAN
1980,INDEPENDENT,31691,OTHER
1980,LIBERTARIAN,4356,OTHER
1980,REPUBLICAN,1088845,REPUBLICAN
1980,DEMOCRAT,981584,DEMOCRAT
1980,INDEPENDENT,160657,OTHER
1980,LIBERTARIAN,29135,OTHER
1980,CITIZENS,7767,OTHER
1980,AMERICAN INDEPENDENT PARTY,1519,OTHER
1980,,1337,OTHER
1980,SOCIALIST,808,OTHER
1980,COMMUNIST PARTY USE,772,OTHER
1980,WORKERS WORLD,414,OTHER
1980,SOCIALIST WORKERS,383,OTHER
1980,REPUBLICAN,110700,REPUBLICAN
1980,DEMOCRAT,49427,DEMOCRAT
1980,INDEPENDENT,12072,OTHER
1980,LIBERTARIAN,4514,OTHER
1984,REPUBLICAN,872849,REPUBLICAN
1984,DEMOCRAT,551899,DEMOCRAT
1984,LIBERTARIAN,9504,OTHER
1984,COMMUNIST PARTY USE,4671,OTHER
1984,POPULIST,1401,OTHER
1984,SOCIALIST WORKERS,730,OTHER
1984,ALLIANCE,659,OTHER
1984,REPUBLICAN,138377,REPUBLICAN
1984,DEMOCRAT,62007,DEMOCRAT
1984,LIBERTARIAN,6378,OTHER
1984,,843,OTHER
1984,REPUBLICAN,681416,REPUBLICAN
1984,DEMOCRAT,333854,DEMOCRAT
1984,LIBERTARIAN,10585,OTHER
1984,,42,OTHER
1984,REPUBLICAN,534774,REPUBLICAN
1984,DEMOCRAT,338646,DEMOCRAT
1984,LIBERTARIAN,2221,OTHER
1984,INDEPENDENT,1890,OTHER
1984,COMMUNIST PARTY USE,1499,OTHER
1984,POPULIST,1461,OTHER
1984,ALLIANCE,1291,OTHER
1984,CITIZENS,960,OTHER
1984,PROHIBITION,842,OTHER
1984,UNITED SOVEREIGN CITIZENS,822,OTHER
1984,REPUBLICAN,5467009,REPUBLICAN
1984,DEMOCRAT,3922519,DEMOCRAT
1984,LIBERTARIAN,49951,OTHER
1984,POPULIST,39265,OTHER
1984,CITIZENS,26297,OTHER
1984,REPUBLICAN,821817,REPUBLICAN
1984,DEMOCRAT,454975,DEMOCRAT
1984,LIBERTARIAN,11257,OTHER
1984,INDEPENDENT,4662,OTHER
1984,ALLIANCE,978,OTHER
1984,PROHIBITION,858,OTHER
1984,SOCIALIST WORKERS,810,OTHER
1984,,23,OTHER
1984,REPUBLICAN,890877,REPUBLICAN
1984,DEMOCRAT,569597,DEMOCRAT
1984,COMMUNIST PARTY USE,4826,OTHER
1984,ALLIANCE,1374,OTHER
1984,,226,OTHER
1984,REPUBLICAN,152190,REPUBLICAN
1984,DEMOCRAT,101656,DEMOCRAT
1984,AMERICAN,269,OTHER
1984,LIBERTARIAN,268,OTHER
1984,CITIZENS,121,OTHER
1984,ALLIANCE,68,OTHER
1984,DEMOCRAT,180408,DEMOCRAT
1984,REPUBLICAN,29009,REPUBLICAN
1984,,809,OTHER
1984,LIBERTARIAN,279,OTHER
1984,COMMUNIST PARTY USE,257,OTHER
1984,ALLIANCE,165,OTHER
1984,INDEPENDENT,127,OTHER
1984,SOCIALIST WORKERS,127,OTHER
1984,WORKERS WORLD,107,OTHER
1984,REPUBLICAN,2730350,REPUBLICAN
1984,DEMOCRAT,1448816,DEMOCRAT
1984,,885,OTHER
1984,REPUBLICAN,1068722,REPUBLICAN
1984,DEMOCRAT,706628,DEMOCRAT
1984,,753,OTHER
1984,REPUBLICAN,185050,REPUBLICAN
1984,DEMOCRAT,147154,DEMOCRAT
1984,LIBERTARIAN,2167,OTHER
1984,COMMUNIST PARTY USE,821,OTHER
1984,INDEPENDENT,654,OTHER
1984,REPUBLICAN,297523,REPUBLICAN
1984,DEMOCRAT,108510,DEMOCRAT
1984,LIBERTARIAN,2823,OTHER
1984,POPULIST,2288,OTHER
1984,REPUBLICAN,2707103,REPUBLICAN
1984,DEMOCRAT,2086499,DEMOCRAT
1984,LIBERTARIAN,10086,OTHER
1984,COMMUNIST PARTY USE,4672,OTHER
1984,CITIZENS,2716,OTHER
1984,WORKERS LEAGUE,2632,OTHER
1984,ALLIANCE,2386,OTHER
1984,SOCIALIST WORKERS,2132,OTHER
1984,,862,OTHER
1984,REPUBLICAN,1377230,REPUBLICAN
1984,DEMOCRAT,841481,DEMOCRAT
1984,AMERICAN,7617,OTHER
1984,LIBERTARIAN,6741,OTHER
1984,REPUBLICAN,703088,REPUBLICAN
1984,DEMOCRAT,605620,DEMOCRAT
1984,INDEPENDENT,6248,OTHER
1984,LIBERTARIAN,1844,OTHER
1984,,1051,OTHER
1984,BIG DEAL PARTY,892,OTHER
1984,ALLIANCE,463,OTHER
1984,SOCIALIST WORKERS,313,OTHER
1984,COMMUNIST PARTY USE,286,OTHER
1984,REPUBLICAN,677296,REPUBLICAN
1984,DEMOCRAT,333149,DEMOCRAT
1984,POPULIST,3564,OTHER
1984,LIBERTARIAN,3329,OTHER
1984,ALLIANCE,2544,OTHER
1984,PROHIBITION,2109,OTHER
1984,REPUBLICAN,821702,REPUBLICAN
1984,DEMOCRAT,539539,DEMOCRAT
1984,SOCIALIST WORKERS,3129,OTHER
1984,INDEPENDENT,1776,OTHER
1984,NATIONAL UNITY,1479,OTHER
1984,CITIZENS,599,OTHER
1984,AMERICAN,428,OTHER
1984,ALLIANCE,365,OTHER
1984,COMMUNIST PARTY USE,328,OTHER
1984,REPUBLICAN,1037299,REPUBLICAN
1984,DEMOCRAT,651586,DEMOCRAT
1984,CITIZENS,9502,OTHER
1984,INDEPENDENT,3552,OTHER
1984,LIBERTARIAN,1876,OTHER
1984,POPULIST,1310,OTHER
1984,SOCIALIST WORKERS,1164,OTHER
1984,ALLIANCE,533,OTHER
1984,REPUBLICAN,336500,REPUBLICAN
1984,DEMOCRAT,214515,DEMOCRAT
1984,COMMUNIST PARTY USE,1292,OTHER
1984,ALLIANCE,755,OTHER
1984,,82,OTHER
1984,REPUBLICAN,879918,REPUBLICAN
1984,DEMOCRAT,787935,DEMOCRAT
1984,LIBERTARIAN,5721,OTHER
1984,COMMUNIST PARTY USE,898,OTHER
1984,WORKERS WORLD,745,OTHER
1984,ALLIANCE,656,OTHER
1984,REPUBLICAN,1310936,REPUBLICAN
1984,DEMOCRAT,1239606,DEMOCRAT
1984,ALLIANCE,7998,OTHER
1984,,843,OTHER
1984,REPUBLICAN,2251571,REPUBLICAN
1984,DEMOCRAT,1529638,DEMOCRAT
1984,LIBERTARIAN,10055,OTHER
1984,INDEPENDENT,3862,OTHER
1984,WORKERS WORLD,1416,OTHER
1984,CITIZENS,1191,OTHER
1984,SOCIALIST WORKERS,1049,OTHER
1984,COMMUNIST PARTY USE,1048,OTHER
1984,ALLIANCE,665,OTHER
1984,,602,OTHER
1984,WORKERS LEAGUE,561,OTHER
1984,DEMOCRAT,1036364,DEMOCRAT
1984,REPUBLICAN,1032603,REPUBLICAN
1984,INDEPENDENT,3865,OTHER
1984,SOCIALIST WORKERS,3180,OTHER
1984,LIBERTARIAN,2996,OTHER
1984,POPULIST,2377,OTHER
1984,CITIZENS,1219,OTHER
1984,,723,OTHER
1984,COMMUNIST PARTY USE,630,OTHER
1984,WORKERS LEAGUE,260,OTHER
1984,ALLIANCE,232,OTHER
1984,REPUBLICAN,582377,REPUBLICAN
1984,DEMOCRAT,352192,DEMOCRAT
1984,LIBERTARIAN,2336,OTHER
1984,WORKERS WORLD,1169,OTHER
1984,SOCIALIST WORKERS,1032,OTHER
1984,INDEPENDENT,1001,OTHER
1984,POPULIST,641,OTHER
1984,ALLIANCE,356,OTHER
1984,REPUBLICAN,1274188,REPUBLICAN
1984,DEMOCRAT,848583,DEMOCRAT
1984,REPUBLICAN,232450,REPUBLICAN
1984,DEMOCRAT,146742,DEMOCRAT
1984,LIBERTARIAN,5185,OTHER
1984,REPUBLICAN,460054,REPUBLICAN
1984,DEMOCRAT,187866,DEMOCRAT
1984,LIBERTARIAN,2079,OTHER
1984,SOCIALIST WORKERS,1066,OTHER
1984,ALLIANCE,1025,OTHER
1984,REPUBLICAN,188770,REPUBLICAN
1984,DEMOCRAT,91655,DEMOCRAT
1984,LIBERTARIAN,2292,OTHER
1984,REPUBLICAN,267050,REPUBLICAN
1984,DEMOCRAT,120347,DEMOCRAT
1984,LIBERTARIAN,735,OTHER
1984,INDEPENDENT,467,OTHER
1984,ALLIANCE,305,OTHER
1984,REPUBLICAN,1933630,REPUBLICAN
1984,DEMOCRAT,1261323,DEMOCRAT
1984,WORKERS WORLD,8404,OTHER
1984,LIBERTARIAN,6416,OTHER
1984,ALLIANCE,2293,OTHER
1984,WORKERS LEAGUE,1721,OTHER
1984,COMMUNIST PARTY USE,1564,OTHER
1984,SOCIALIST WORKERS,1264,OTHER
1984,CITIZENS,1247,OTHER
1984,REPUBLICAN,307101,REPUBLICAN
1984,DEMOCRAT,201769,DEMOCRAT
1984,LIBERTARIAN,4459,OTHER
1984,CITIZENS,455,OTHER
1984,SOCIALIST WORKERS,224,OTHER
1984,PROHIBITION,206,OTHER
1984,ALLIANCE,155,OTHER
1984,,1,OTHER
1984,REPUBLICAN,3376519,REPUBLICAN
1984,DEMOCRAT,3001285,DEMOCRAT
1984,CONSERVATIVE,288244,OTHER
1984,LIBERAL PARTY,118324,OTHER
1984,LIBERTARIAN,11949,OTHER
1984,COMMUNIST PARTY USE,4226,OTHER
1984,ALLIANCE,3200,OTHER
1984,WORKERS WORLD,2226,OTHER
1984,,837,OTHER
1984,REPUBLICAN,1346481,REPUBLICAN
1984,DEMOCRAT,824287,DEMOCRAT
1984,LIBERTARIAN,3794,OTHER
1984,SOCIALIST WORKERS,799,OTHER
1984,REPUBLICAN,200336,REPUBLICAN
1984,DEMOCRAT,104429,DEMOCRAT
1984,INDEPENDENT,1278,OTHER
1984,POPULIST,1077,OTHER
1984,LIBERTARIAN,703,OTHER
1984,CITIZENS,368,OTHER
1984,SOCIALIST WORKERS,239,OTHER
1984,PROHIBITION,220,OTHER
1984,COMMUNIST PARTY USE,169,OTHER
1984,ALLIANCE,152,OTHER
1984,REPUBLICAN,2678559,REPUBLICAN
1984,DEMOCRAT,1825440,DEMOCRAT
1984,ALLIANCE,24180,OTHER
1984,INDEPENDENT,10693,OTHER
1984,WORKERS LEAGUE,7130,OTHER
1984,LIBERTARIAN,5886,OTHER
1984,COMMUNIST PARTY USE,4438,OTHER
1984,SOCIALIST WORKERS,4344,OTHER
1984,WORKERS WORLD,2565,OTHER
1984,REPUBLICAN,861530,REPUBLICAN
1984,DEMOCRAT,385080,DEMOCRAT
1984,LIBERTARIAN,9066,OTHER
1984,REPUBLICAN,685700,REPUBLICAN
1984,DEMOCRAT,536479,DEMOCRAT
1984,,4348,OTHER
1984,REPUBLICAN,2584323,REPUBLICAN
1984,DEMOCRAT,2228131,DEMOCRAT
1984,CITIZENS,21628,OTHER
1984,LIBERTARIAN,6982,OTHER
1984,WORKERS LEAGUE,2059,OTHER
1984,COMMUNIST PARTY USE,1780,OTHER
1984,REPUBLICAN,212080,REPUBLICAN
1984,DEMOCRAT,197106,DEMOCRAT
1984,POPULIST,510,OTHER
1984,LIBERTARIAN,277,OTHER
1984,CITIZENS,240,OTHER
1984,WORKERS WORLD,91,OTHER
1984,COMMUNIST PARTY USE,75,OTHER
1984,SOCIALIST WORKERS,61,OTHER
1984,ALLIANCE,49,OTHER
1984,REPUBLICAN,615539,REPUBLICAN
1984,DEMOCRAT,344459,DEMOCRAT
1984,LIBERTARIAN,4359,OTHER
1984,AMERICAN,3490,OTHER
1984,ALLIANCE,682,OTHER
1984,REPUBLICAN,200267,REPUBLICAN
1984,DEMOCRAT,116113,DEMOCRAT
1984,ALLIANCE,1150,OTHER
1984,SOCIALIST WORKERS,337,OTHER
1984,REPUBLICAN,990212,REPUBLICAN
1984,DEMOCRAT,711714,DEMOCRAT
1984,LIBERTARIAN,3072,OTHER
1984,INDEPENDENT,1852,OTHER
1984,POPULIST,1763,OTHER
1984,COMMUNIST PARTY USE,1036,OTHER
1984,CITIZENS,978,OTHER
1984,SOCIALIST WORKERS,715,OTHER
1984,ALLIANCE,524,OTHER
1984,,127,OTHER
1984,REPUBLICAN,3433428,REPUBLICAN
1984,DEMOCRAT,1949276,DEMOCRAT
1984,INDEPENDENT,14613,OTHER
1984,,254,OTHER
1984,REPUBLICAN,469105,REPUBLICAN
1984,DEMOCRAT,155369,DEMOCRAT
1984,LIBERTARIAN,2447,OTHER
1984,AMERICAN,1345,OTHER
1984,CITIZENS,844,OTHER
1984,ALLIANCE,220,OTHER
1984,COMMUNIST PARTY USE,184,OTHER
1984,SOCIALIST WORKERS,142,OTHER
1984,REPUBLICAN,135865,REPUBLICAN
1984,DEMOCRAT,95730,DEMOCRAT
1984,LIBERTARIAN,1002,OTHER
1984,,712,OTHER
1984,INDEPENDENT,423,OTHER
1984,ALLIANCE,323,OTHER
1984,CITIZENS,264,OTHER
1984,SOCIALIST WORKERS,127,OTHER
1984,COMMUNIST PARTY USE,115,OTHER
1984,REPUBLICAN,1337078,REPUBLICAN
1984,DEMOCRAT,796250,DEMOCRAT
1984,INDEPENDENT,13307,OTHER
1984,REPUBLICAN,1051670,REPUBLICAN
1984,DEMOCRAT,798352,DEMOCRAT
1984,LIBERTARIAN,8844,OTHER
1984,POPULIST,5724,OTHER
1984,INDEPENDENT,4712,OTHER
1984,CITIZENS,1891,OTHER
1984,ALLIANCE,1654,OTHER
1984,COMMUNIST PARTY USE,814,OTHER
1984,WORKERS WORLD,641,OTHER
1984,SOCIALIST WORKERS,608,OTHER
1984,REPUBLICAN,405483,REPUBLICAN
1984,DEMOCRAT,328125,DEMOCRAT
1984,POPULIST,996,OTHER
1984,SOCIALIST WORKERS,645,OTHER
1984,ALLIANCE,493,OTHER
1984,REPUBLICAN,1198584,REPUBLICAN
1984,DEMOCRAT,995740,DEMOCRAT
1984,LIBERTARIAN,4883,OTHER
1984,POPULIST,3864,OTHER
1984,INDEPENDENT,3791,OTHER
1984,CITIZENS,1456,OTHER
1984,ALLIANCE,1006,OTHER
1984,,706,OTHER
1984,WORKERS WORLD,619,OTHER
1984,COMMUNIST PARTY USE,596,OTHER
1984,SOCIALIST WORKERS,444,OTHER
1984,REPUBLICAN,133241,REPUBLICAN
1984,DEMOCRAT,53370,DEMOCRAT
1984,LIBERTARIAN,2357,OTHER
1988,REPUBLICAN,815576,REPUBLICAN
1988,DEMOCRAT,549506,DEMOCRAT
1988,LIBERTARIAN,8460,OTHER
1988,INDEPENDENT,4428,OTHER
1988,,506,OTHER
1988,REPUBLICAN,119251,REPUBLICAN
1988,DEMOCRAT,72584,DEMOCRAT
1988,LIBERTARIAN,5484,OTHER
1988,NEW ALLIANCE,1024,OTHER
1988,,957,OTHER
1988,NATIONAL ECONOMIC RECOVERY,816,OTHER
1988,REPUBLICAN,702541,REPUBLICAN
1988,DEMOCRAT,454029,DEMOCRAT
1988,LIBERTARIAN,13351,OTHER
1988,NEW ALLIANCE,1662,OTHER
1988,,290,OTHER
1988,REPUBLICAN,466578,REPUBLICAN
1988,DEMOCRAT,349237,DEMOCRAT
1988,POPULIST,5146,OTHER
1988,LIBERTARIAN,3297,OTHER
1988,NEW ALLIANCE,2161,OTHER
1988,PROHIBITION,1319,OTHER
1988,REPUBLICAN,5054917,REPUBLICAN
1988,DEMOCRAT,4702233,DEMOCRAT
1988,LIBERTARIAN,70105,OTHER
1988,INDEPENDENT,58999,OTHER
1988,,811,OTHER
1988,REPUBLICAN,728177,REPUBLICAN
1988,DEMOCRAT,621453,DEMOCRAT
1988,LIBERTARIAN,15482,OTHER
1988,PROHIBITION,4604,OTHER
1988,NEW ALLIANCE,2539,OTHER
1988,,139,OTHER
1988,REPUBLICAN,750241,REPUBLICAN
1988,DEMOCRAT,676584,DEMOCRAT
1988,LIBERTARIAN,14071,OTHER
1988,NEW ALLIANCE,2491,OTHER
1988,,7,OTHER
1988,REPUBLICAN,139639,REPUBLICAN
1988,DEMOCRAT,108647,DEMOCRAT
1988,LIBERTARIAN,1162,OTHER
1988,NEW ALLIANCE,443,OTHER
1988,DEMOCRAT,159407,DEMOCRAT
1988,REPUBLICAN,27590,REPUBLICAN
1988,INDEPENDENT,3064,OTHER
1988,,1553,OTHER
1988,LIBERTARIAN,554,OTHER
1988,THIRD WORLD ASSEMBLY,236,OTHER
1988,WORKERS LEAGUE,208,OTHER
1988,SOCIALIST,142,OTHER
1988,SOCIALIST WORKERS,123,OTHER
1988,REPUBLICAN,2618885,REPUBLICAN
1988,DEMOCRAT,1656701,DEMOCRAT
1988,LIBERTARIAN,19796,OTHER
1988,NEW ALLIANCE,6655,OTHER
1988,,276,OTHER
1988,REPUBLICAN,1081331,REPUBLICAN
1988,DEMOCRAT,714792,DEMOCRAT
1988,LIBERTARIAN,8435,OTHER
1988,NEW ALLIANCE,5099,OTHER
1988,,15,OTHER
1988,DEMOCRAT,192364,DEMOCRAT
1988,REPUBLICAN,158625,REPUBLICAN
1988,LIBERTARIAN,1999,OTHER
1988,NO PARTY AFFILIATION,1003,OTHER
1988,NATIONAL ECONOMIC RECOVERY,470,OTHER
1988,REPUBLICAN,253881,REPUBLICAN
1988,DEMOCRAT,147272,DEMOCRAT
1988,LIBERTARIAN,5313,OTHER
1988,INDEPENDENT,2502,OTHER
1988,REPUBLICAN,2310939,REPUBLICAN
1988,DEMOCRAT,2215940,DEMOCRAT
1988,LIBERTARIAN,14944,OTHER
1988,SOLIDARITY,10276,OTHER
1988,INDEPENDENT,7021,OTHER
1988,REPUBLICAN,1297763,REPUBLICAN
1988,DEMOCRAT,860643,DEMOCRAT
1988,NEW ALLIANCE,10215,OTHER
1988,DEMOCRAT,670557,DEMOCRAT
1988,REPUBLICAN,545355,REPUBLICAN
1988,NOMINATED BY PETITION,3526,OTHER
1988,LIBERTARIAN,2494,OTHER
1988,,1613,OTHER
1988,PATRIOTIC PARTY,755,OTHER
1988,NEW ALLIANCE,540,OTHER
1988,SOCIALIST,334,OTHER
1988,WORKERS LEAGUE,235,OTHER
1988,SOCIALIST WORKERS,205,OTHER
1988,REPUBLICAN,554049,REPUBLICAN
1988,DEMOCRAT,422636,DEMOCRAT
1988,INDEPENDENT,16359,OTHER
1988,REPUBLICAN,734281,REPUBLICAN
1988,DEMOCRAT,580368,DEMOCRAT
1988,POPULIST,4494,OTHER
1988,LIBERTARIAN,2118,OTHER
1988,NEW ALLIANCE,1256,OTHER
1988,REPUBLICAN,883702,REPUBLICAN
1988,DEMOCRAT,717460,DEMOCRAT
1988,POPULIST,18612,OTHER
1988,LIBERTARIAN,4115,OTHER
1988,NEW ALLIANCE,2355,OTHER
1988,NATIONAL ECONOMIC RECOVERY,1958,OTHER
1988,REPUBLICAN,307131,REPUBLICAN
1988,DEMOCRAT,243569,DEMOCRAT
1988,LIBERTARIAN,2700,OTHER
1988,NEW ALLIANCE,1405,OTHER
1988,OTHER,230,OTHER
1988,REPUBLICAN,876167,REPUBLICAN
1988,DEMOCRAT,826304,DEMOCRAT
1988,LIBERTARIAN,6748,OTHER
1988,NEW ALLIANCE,5115,OTHER
1988,,24,OTHER
1988,DEMOCRAT,1401415,DEMOCRAT
1988,REPUBLICAN,1194635,REPUBLICAN
1988,LIBERTARIAN,24251,OTHER
1988,NEW ALLIANCE,9561,OTHER
1988,OTHER,2939,OTHER
1988,REPUBLICAN,1965486,REPUBLICAN
1988,DEMOCRAT,1675783,DEMOCRAT
1988,LIBERTARIAN,18336,OTHER
1988,OTHER,7600,OTHER
1988,WORKERS LEAGUE,1958,OTHER
1988,DEMOCRAT,1109471,DEMOCRAT
1988,REPUBLICAN,962337,REPUBLICAN
1988,PROGRESSIVE,5403,OTHER
1988,LIBERTARIAN,5109,OTHER
1988,,3614,OTHER
1988,SOCIALIST WORKERS,2155,OTHER
1988,GRASSROOTS,1949,OTHER
1988,NEW ALLIANCE,1734,OTHER
1988,NATIONAL ECONOMIC RECOVERY,1702,OTHER
1988,POPULIST,1529,OTHER
1988,AMERICAN,1298,OTHER
1988,WORKERS LEAGUE,489,OTHER
1988,REPUBLICAN,557890,REPUBLICAN
1988,DEMOCRAT,363921,DEMOCRAT
1988,INDEPENDENT,6387,OTHER
1988,LIBERTARIAN,3329,OTHER
1988,REPUBLICAN,1084953,REPUBLICAN
1988,DEMOCRAT,1001619,DEMOCRAT
1988,NEW ALLIANCE,6656,OTHER
1988,REPUBLICAN,190412,REPUBLICAN
1988,DEMOCRAT,168936,DEMOCRAT
1988,LIBERTARIAN,5047,OTHER
1988,NEW ALLIANCE,1279,OTHER
1988,REPUBLICAN,397956,REPUBLICAN
1988,DEMOCRAT,259235,DEMOCRAT
1988,LIBERTARIAN,2534,OTHER
1988,NEW ALLIANCE,1740,OTHER
1988,REPUBLICAN,206040,REPUBLICAN
1988,DEMOCRAT,132738,DEMOCRAT
1988,LIBERTARIAN,3520,OTHER
1988,NEW ALLIANCE,835,OTHER
1988,REPUBLICAN,281537,REPUBLICAN
1988,DEMOCRAT,163696,DEMOCRAT
1988,LIBERTARIAN,4502,OTHER
1988,NEW ALLIANCE,790,OTHER
1988,REPUBLICAN,1743192,REPUBLICAN
1988,DEMOCRAT,1320352,DEMOCRAT
1988,PEACE & FREEDOM,9953,OTHER
1988,LIBERTARIAN,8421,OTHER
1988,NEW ALLIANCE,5139,OTHER
1988,CONSUMER,3454,OTHER
1988,SOCIALIST,2587,OTHER
1988,POPULIST,2446,OTHER
1988,SOCIALIST WORKERS,2298,OTHER
1988,WORKERS WORLD,1020,OTHER
1988,WORKERS LEAGUE,691,OTHER
1988,REPUBLICAN,270341,REPUBLICAN
1988,DEMOCRAT,244497,DEMOCRAT
1988,LIBERTARIAN,3368,OTHER
1988,NEW ALLIANCE,2237,OTHER
1988,SOCIALIST WORKERS,344,OTHER
1988,WORKERS WORLD,258,OTHER
1988,PROHIBITION,249,OTHER
1988,WRITE-IN,93,OTHER
1988,DEMOCRAT,3255487,DEMOCRAT
1988,REPUBLICAN,2838414,REPUBLICAN
1988,CONSERVATIVE,243457,OTHER
1988,LIBERAL PARTY,92395,OTHER
1988,RIGHT-TO-LIFE,20497,OTHER
1988,NEW ALLIANCE,15845,OTHER
1988,LIBERTARIAN,12109,OTHER
1988,WORKERS WORLD,4179,OTHER
1988,SOCIALIST WORKERS,3287,OTHER
1988,OTHER,13,OTHER
1988,REPUBLICAN,1237258,REPUBLICAN
1988,DEMOCRAT,890167,DEMOCRAT
1988,NEW ALLIANCE,5682,OTHER
1988,,1263,OTHER
1988,REPUBLICAN,166559,REPUBLICAN
1988,DEMOCRAT,127739,DEMOCRAT
1988,LIBERTARIAN,1315,OTHER
1988,NATIONAL ECONOMIC RECOVERY,905,OTHER
1988,NEW ALLIANCE,396,OTHER
1988,SOCIALIST WORKERS,347,OTHER
1988,REPUBLICAN,2416549,REPUBLICAN
1988,DEMOCRAT,1939629,DEMOCRAT
1988,NEW ALLIANCE,12017,OTHER
1988,LIBERTARIAN,11926,OTHER
1988,INDEPENDENT,7713,OTHER
1988,WORKERS LEAGUE,5401,OTHER
1988,,350,OTHER
1988,REPUBLICAN,678367,REPUBLICAN
1988,DEMOCRAT,483423,DEMOCRAT
1988,LIBERTARIAN,6261,OTHER
1988,NEW ALLIANCE,2985,OTHER
1988,DEMOCRAT,616206,DEMOCRAT
1988,REPUBLICAN,560126,REPUBLICAN
1988,LIBERTARIAN,14811,OTHER
1988,INDEPENDENT,6487,OTHER
1988,OTHER,4064,OTHER
1988,REPUBLICAN,2300087,REPUBLICAN
1988,DEMOCRAT,2194944,DEMOCRAT
1988,CONSUMER,19158,OTHER
1988,LIBERTARIAN,12051,OTHER
1988,NEW ALLIANCE,4379,OTHER
1988,POPULIST,3444,OTHER
1988,WORKERS LEAGUE,2188,OTHER
1988,DEMOCRAT,225123,DEMOCRAT
1988,REPUBLICAN,177761,REPUBLICAN
1988,LIBERTARIAN,825,OTHER
1988,NEW ALLIANCE,280,OTHER
1988,PEACE & FREEDOM,195,OTHER
1988,POPULIST,159,OTHER
1988,SOCIALIST WORKERS,130,OTHER
1988,SOCIALIST,96,OTHER
1988,,53,OTHER
1988,REPUBLICAN,606443,REPUBLICAN
1988,DEMOCRAT,370554,DEMOCRAT
1988,LIBERTARIAN,4935,OTHER
1988,UNITED CITIZENS,4077,OTHER
1988,REPUBLICAN,165415,REPUBLICAN
1988,DEMOCRAT,145560,DEMOCRAT
1988,INDEPENDENT,2016,OTHER
1988,REPUBLICAN,947233,REPUBLICAN
1988,DEMOCRAT,679794,DEMOCRAT
1988,INDEPENDENT,8938,OTHER
1988,,285,OTHER
1988,REPUBLICAN,3036829,REPUBLICAN
1988,DEMOCRAT,2352748,DEMOCRAT
1988,LIBERTARIAN,30355,OTHER
1988,NEW ALLIANCE,7208,OTHER
1988,,270,OTHER
1988,REPUBLICAN,428442,REPUBLICAN
1988,DEMOCRAT,207343,DEMOCRAT
1988,LIBERTARIAN,7473,OTHER
1988,AMERICAN,2158,OTHER
1988,NEW ALLIANCE,455,OTHER
1988,NATIONAL ECONOMIC RECOVERY,427,OTHER
1988,INDEPENDENT,372,OTHER
1988,SOCIALIST WORKERS,209,OTHER
1988,SOCIALIST,129,OTHER
1988,REPUBLICAN,124331,REPUBLICAN
1988,DEMOCRAT,115775,DEMOCRAT
1988,,1134,OTHER
1988,LIBERTARIAN,1000,OTHER
1988,INDEPENDENT,275,OTHER
1988,NEW ALLIANCE,205,OTHER
1988,POPULIST,189,OTHER
1988,PEACE & FREEDOM,164,OTHER
1988,LIBERTY UNION PARTY,142,OTHER
1988,SOCIALIST WORKERS,113,OTHER
1988,REPUBLICAN,1309162,REPUBLICAN
1988,DEMOCRAT,859799,DEMOCRAT
1988,INDEPENDENT,14312,OTHER
1988,LIBERTARIAN,8336,OTHER
1988,DEMOCRAT,933516,DEMOCRAT
1988,REPUBLICAN,903835,REPUBLICAN
1988,LIBERTARIAN,17240,OTHER
1988,INDEPENDENT,4412,OTHER
1988,NEW ALLIANCE,3520,OTHER
1988,WORKERS WORLD,1440,OTHER
1988,SOCIALIST WORKERS,1290,OTHER
1988,DEMOCRAT,341016,DEMOCRAT
1988,REPUBLICAN,310065,REPUBLICAN
1988,NEW ALLIANCE,2230,OTHER
1988,DEMOCRAT,1126794,DEMOCRAT
1988,REPUBLICAN,1047499,REPUBLICAN
