source,target,rank,gender
10,26,Full,M
10,27,Assoc,M
10,27,Full,M
10,28,Full,M
10,105,Full,M
10,32,Asst,M
10,32,Assoc,M
10,32,Full,M
10,33,Asst,F
10,33,Asst,M
10,33,Full,M
10,34,Full,M
10,79,Full,M
10,144,Full,M
10,144,Full,M
10,81,Full,M
10,38,Full,M
10,84,Assoc,M
10,84,Assoc,M
10,108,Asst,M
10,41,Full,M
10,45,Full,M
10,169,Full,M
10,47,Assoc,M
10,85,Full,M
10,85,Full,F
10,109,Asst,M
10,131,Assoc,M
10,131,Full,M
10,51,Full,M
10,54,Full,M
10,87,Full,M
10,56,Full,M
10,88,Assoc,F
10,88,Full,M
10,57,Assoc,M
10,90,Asst,M
10,59,Full,M
10,92,Assoc,M
10,151,Full,M
10,93,Asst,M
10,93,Assoc,F
10,163,Asst,M
10,146,Full,M
10,65,Full,F
10,65,Full,M
10,138,Assoc,M
10,66,Asst,M
10,170,Full,M
10,171,Full,M
10,164,Full,M
10,100,Full,F
10,165,Full,M
10,118,Full,M
10,172,Asst,M
10,140,Full,M
10,102,Assoc,M
10,125,Assoc,M
10,103,Assoc,M
10,173,Full,M
11,3,Full,M
11,4,Asst,M
11,4,Asst,F
11,8,Full,M
11,9,Assoc,M
11,11,Full,M
11,13,Asst,F
11,74,Full,M
11,17,Assoc,M
11,17,Full,M
11,17,Full,M
11,17,Full,F
11,17,Full,F
11,20,Asst,M
11,21,Assoc,M
11,21,Full,M
11,21,Full,M
11,21,Full,M
11,22,Asst,M
11,23,Assoc,M
11,23,Full,F
11,24,Assoc,M
11,24,Assoc,M
11,25,Full,F
11,28,Assoc,M
11,30,Full,M
11,31,Assoc,M
11,31,Assoc,M
11,31,Full,M
11,33,Assoc,M
11,33,Assoc,M
11,77,Assoc,M
11,106,Asst,M
11,80,Assoc,M
11,81,Asst,M
11,83,Full,M
11,38,Full,F
11,38,Full,F
11,150,Assoc,M
11,45,Assoc,M
11,45,Full,M
11,46,Assoc,F
11,47,Assoc,F
11,47,Full,F
11,85,Full,M
11,109,Full,M
11,145,Assoc,M
11,145,Assoc,M
11,52,Asst,F
11,86,Full,M
11,87,Full,F
11,87,Full,M
11,127,Assoc,F
11,88,Full,M
11,89,Asst,F
11,89,Assoc,F
11,89,Full,M
11,135,Full,M
11,174,Full,F
11,92,Asst,M
11,92,Assoc,F
11,64,Asst,M
11,147,Full,M
11,97,Assoc,M
11,170,Full,M
11,170,Full,M
11,153,Assoc,F
11,116,Assoc,M
11,117,Full,M
11,68,Assoc,M
11,140,Assoc,M
11,121,Assoc,M
11,130,Assoc,M
11,71,Assoc,M
11,71,Assoc,M
11,71,Full,M
11,71,Full,M
11,160,Full,M
11,175,Assoc,M
11,175,Assoc,M
11,124,Full,M
11,176,Full,M
11,177,Full,M
11,143,Full,M
12,2,Full,M
12,6,Assoc,M
12,7,Full,M
12,11,Asst,M
12,12,Full,M
12,12,Full,M
12,15,Full,M
12,16,Full,F
12,74,Assoc,M
12,18,Assoc,M
12,19,Full,F
12,24,Assoc,M
12,24,Assoc,M
12,33,Full,M
12,34,Assoc,M
12,34,Assoc,M
12,106,Assoc,M
12,144,Full,M
12,37,Assoc,M
12,37,Assoc,F
12,82,Asst,M
12,83,Full,M
12,39,Full,M
12,40,Asst,M
12,43,Full,F
12,150,Asst,M
12,47,Full,M
12,47,Full,M
12,48,Asst,M
12,127,Assoc,M
12,89,Asst,F
12,59,Assoc,M
12,63,Asst,M
12,63,Full,M
12,115,Asst,F
12,100,Full,M
12,178,Asst,M
12,179,Full,M
12,123,Asst,M
12,180,Full,M
12,181,Assoc,F
12,182,Asst,M
13,0,Assoc,M
13,0,Assoc,M
13,1,Full,M
13,5,Asst,M
13,10,Full,F
13,11,Full,M
13,13,Full,M
13,13,Full,M
13,13,Full,M
13,13,Full,M
13,16,Full,M
13,16,Full,M
13,17,Full,M
13,20,Full,M
13,20,Full,F
13,21,Asst,M
13,21,Assoc,M
13,22,Assoc,M
13,23,Full,M
13,25,Assoc,M
13,26,Full,F
13,28,Asst,F
13,29,Assoc,F
13,29,Full,F
13,75,Full,M
13,33,Full,M
13,76,Asst,M
13,34,Assoc,M
13,34,Assoc,F
13,106,Full,M
13,107,Assoc,M
13,36,Assoc,M
13,36,Full,M
13,81,Full,M
13,84,Assoc,M
13,84,Full,M
13,41,Asst,M
13,41,Full,M
13,133,Assoc,M
13,47,Full,M
13,47,Full,M
13,50,Full,M
13,87,Assoc,M
13,56,Assoc,M
13,89,Full,M
13,110,Assoc,F
13,62,Asst,M
13,93,Assoc,F
13,63,Assoc,M
13,183,Assoc,M
13,152,Assoc,M
13,170,Full,M
13,171,Asst,M
13,164,Assoc,F
13,164,Full,M
13,172,Full,M
13,140,Full,F
13,121,Assoc,F
13,102,Asst,M
13,72,Assoc,M
13,124,Full,M
13,103,Assoc,M
13,103,Assoc,F
13,154,Assoc,F
14,13,Full,M
14,14,Full,M
14,74,Assoc,F
14,17,Full,M
14,18,Assoc,M
14,24,Assoc,M
14,24,Assoc,M
14,26,Assoc,M
14,28,Full,M
14,105,Assoc,M
14,105,Full,M
14,77,Full,M
14,81,Full,M
14,82,Assoc,M
14,39,Full,M
14,184,Asst,F
14,133,Full,M
14,46,Assoc,M
14,46,Full,M
14,85,Full,M
14,145,Asst,M
14,54,Full,F
14,135,Full,M
14,60,Full,M
14,185,Full,M
14,139,Full,M
14,101,Full,M
14,143,Full,M
15,1,Full,M
15,4,Full,M
15,5,Assoc,M
15,5,Full,F
15,5,Full,M
15,10,Assoc,M
15,16,Assoc,F
15,19,Asst,M
15,19,Full,M
15,105,Full,M
15,33,Full,M
15,78,Assoc,M
15,109,Asst,M
15,52,Full,M
15,87,Asst,M
15,61,Asst,F
15,162,Assoc,M
15,94,Asst,M
15,117,Full,M
15,117,Full,M
15,139,Assoc,M
15,132,Full,M
15,186,Assoc,M
15,103,Assoc,M
15,103,Assoc,M
15,103,Assoc,M
15,103,Assoc,M
15,142,Asst,F
16,5,Asst,M
16,7,Assoc,M
16,8,Asst,M
16,10,Asst,M
16,12,Assoc,M
16,12,Full,M
16,16,Full,M
16,16,Full,M
16,17,Asst,M
16,22,Assoc,M
16,22,Assoc,M
16,22,Assoc,M
16,22,Full,M
16,22,Full,M
16,22,Full,M
16,24,Full,M
16,25,Asst,M
16,25,Full,M
16,26,Assoc,F
16,26,Full,M
16,26,Full,M
16,28,Asst,M
16,28,Full,M
16,29,Full,M
16,29,Full,F
16,75,Assoc,M
16,75,Full,M
16,105,Assoc,M
16,31,Assoc,M
16,31,Full,M
16,31,Full,M
16,32,Asst,F
16,78,Asst,M
16,78,Full,M
16,34,Assoc,M
16,36,Asst,M
16,36,Full,M
16,36,Full,M
16,37,Full,M
16,81,Assoc,M
16,82,Assoc,M
16,83,Assoc,M
16,83,Full,M
16,83,Full,M
16,38,Asst,M
16,84,Assoc,M
16,40,Full,M
16,47,Full,M
16,49,Assoc,M
16,49,Full,M
16,50,Full,M
16,50,Full,M
16,131,Assoc,M
16,145,Full,M
16,134,Asst,M
16,52,Full,M
16,53,Full,M
16,54,Assoc,M
16,55,Full,M
16,88,Full,M
16,90,Asst,M
16,90,Asst,M
16,59,Assoc,M
16,59,Full,M
16,59,Full,M
16,92,Asst,M
16,151,Assoc,M
16,93,Assoc,M
16,162,Assoc,M
16,63,Full,M
16,63,Full,M
16,112,Assoc,M
16,64,Assoc,M
16,65,Full,M
16,95,Assoc,M
16,95,Assoc,M
16,114,Full,M
16,171,Full,M
16,68,Full,M
16,118,Assoc,M
16,69,Asst,M
16,70,Asst,M
16,148,Assoc,M
16,123,Asst,M
16,123,Assoc,M
16,123,Full,M
16,187,Asst,M
16,124,Assoc,M
16,176,Full,M
16,188,Assoc,M
16,125,Full,M
16,103,Assoc,M
16,189,Full,M
16,182,Asst,M
17,2,Assoc,F
17,5,Assoc,F
17,5,Assoc,M
17,5,Full,M
17,11,Asst,F
17,11,Full,M
17,13,Assoc,M
17,14,Full,M
17,15,Asst,M
17,16,Full,M
17,17,Full,M
17,22,Full,M
17,24,Assoc,M
17,25,Full,M
17,26,Assoc,M
17,28,Assoc,M
17,29,Full,F
17,29,Full,M
17,31,Asst,M
17,32,Assoc,M
17,32,Full,M
17,33,Asst,F
17,77,Full,M
17,78,Full,M
17,78,Full,M
17,36,Assoc,M
17,81,Full,M
17,81,Full,M
17,82,Full,M
17,41,Full,M
17,85,Assoc,M
17,89,Asst,F
17,89,Asst,M
17,58,Asst,M
17,90,Assoc,F
17,59,Full,M
17,92,Assoc,M
17,95,Assoc,M
17,95,Full,M
17,97,Asst,M
17,170,Assoc,M
17,117,Assoc,M
17,123,Full,F
17,176,Full,M
17,149,Full,F
17,141,Assoc,M
17,143,Full,F
18,2,Full,M
18,4,Full,M
18,5,Full,M
18,5,Full,M
18,5,Full,M
18,6,Asst,M
18,8,Full,M
18,8,Full,M
18,8,Full,M
18,8,Full,M
18,11,Full,M
18,13,Asst,M
18,16,Full,M
18,18,Asst,M
18,18,Asst,M
18,18,Asst,M
18,18,Assoc,F
18,18,Full,M
18,18,Full,M
18,18,Full,M
18,18,Full,M
18,18,Full,M
18,18,Full,M
18,18,Full,M
18,18,Full,M
18,18,Full,M
18,18,Full,M
18,18,Full,M
18,18,Full,F
18,18,Full,M
18,19,Full,M
18,19,Full,M
18,24,Full,M
18,28,Full,M
18,29,Assoc,M
18,33,Full,M
18,33,Full,M
18,80,Asst,M
18,35,Assoc,F
18,35,Assoc,M
18,35,Full,M
18,35,Full,M
18,35,Full,M
18,107,Assoc,M
18,81,Asst,M
18,84,Assoc,M
18,84,Assoc,M
18,84,Assoc,F
18,84,Assoc,M
18,84,Assoc,M
18,84,Assoc,M
18,84,Assoc,F
18,84,Assoc,M
18,84,Assoc,M
18,84,Full,M
18,84,Full,F
18,84,Full,F
18,84,Full,M
18,84,Full,M
18,40,Asst,M
18,40,Assoc,M
18,40,Full,M
18,108,Asst,M
18,41,Full,M
18,44,Asst,M
18,44,Full,M
18,44,Full,M
18,45,Assoc,M
18,45,Assoc,M
18,45,Assoc,F
18,45,Assoc,M
18,45,Full,M
18,45,Full,M
18,46,Full,F
18,47,Full,M
18,49,Assoc,M
18,131,Full,M
18,134,Asst,M
18,51,Assoc,M
18,51,Assoc,M
18,51,Assoc,M
18,51,Assoc,M
18,51,Full,M
18,53,Assoc,M
18,53,Assoc,M
18,53,Assoc,M
18,53,Assoc,M
18,53,Assoc,M
18,53,Full,M
18,53,Full,M
18,53,Full,F
18,58,Asst,F
18,58,Assoc,M
18,58,Full,M
18,135,Full,M
18,135,Full,M
18,136,Asst,M
18,136,Assoc,M
18,136,Assoc,M
18,137,Assoc,M
18,137,Full,M
18,137,Full,M
18,137,Full,M
18,137,Full,F
18,137,Full,F
18,90,Full,F
18,174,Assoc,F
18,174,Assoc,M
18,174,Assoc,M
18,174,Assoc,F
18,174,Full,M
18,92,Full,M
18,63,Assoc,M
18,95,Assoc,M
18,97,Full,M
18,114,Full,M
18,114,Full,M
18,114,Full,M
18,114,Full,M
18,100,Full,M
18,100,Full,M
18,100,Full,M
18,165,Full,M
18,116,Full,M
18,119,Asst,M
18,119,Assoc,M
18,119,Assoc,F
18,119,Assoc,M
18,119,Assoc,M
18,119,Assoc,M
18,119,Assoc,F
18,119,Assoc,M
18,119,Assoc,M
18,119,Assoc,M
18,119,Full,F
18,119,Full,M
18,119,Full,M
18,119,Full,M
18,119,Full,M
18,190,Asst,M
18,72,Full,M
18,123,Assoc,F
18,191,Asst,F
18,191,Assoc,M
18,191,Assoc,M
19,8,Assoc,M
19,12,Assoc,M
19,12,Full,M
19,19,Assoc,M
19,19,Full,M
19,20,Full,M
19,22,Full,M
19,23,Full,M
19,24,Full,M
19,24,Full,M
19,32,Full,M
19,33,Full,M
19,78,Asst,M
19,78,Full,M
19,79,Full,F
19,80,Full,M
19,37,Assoc,M
19,43,Asst,M
19,150,Asst,M
19,45,Asst,M
19,85,Full,M
19,53,Assoc,M
19,88,Asst,M
19,111,Assoc,M
19,61,Asst,M
19,129,Assoc,F
19,101,Assoc,M
19,140,Assoc,M
19,121,Full,M
19,124,Assoc,M
19,149,Assoc,M
19,142,Assoc,M
19,142,Full,M
20,4,Full,M
20,74,Assoc,M
20,20,Full,M
20,20,Full,M
20,20,Full,M
20,23,Full,M
20,24,Asst,M
20,25,Assoc,M
20,29,Full,M
20,31,Assoc,M
20,31,Assoc,M
20,78,Full,M
20,78,Full,M
20,107,Assoc,M
20,36,Full,M
20,37,Full,M
20,82,Asst,M
20,82,Assoc,M
20,83,Asst,M
20,83,Asst,M
20,38,Asst,M
20,38,Full,M
20,39,Full,M
20,41,Full,M
20,42,Full,M
20,48,Asst,F
20,49,Asst,F
20,145,Asst,M
20,86,Asst,M
20,86,Asst,M
20,88,Assoc,M
20,88,Assoc,M
20,88,Full,M
20,89,Asst,M
20,92,Full,M
20,92,Full,M
20,162,Full,M
20,163,Assoc,M
20,163,Assoc,M
20,64,Assoc,M
20,95,Assoc,F
20,95,Assoc,M
20,138,Asst,M
20,115,Full,M
20,168,Full,M
20,168,Full,M
20,124,Assoc,M
20,182,Assoc,M
20,182,Assoc,F
21,5,Asst,M
21,12,Full,M
21,16,Full,M
21,24,Asst,M
21,24,Assoc,M
21,105,Assoc,F
21,105,Full,M
21,32,Full,M
21,76,Assoc,M
21,106,Asst,M
21,36,Full,M
21,131,Asst,M
21,90,Assoc,F
21,64,Asst,M
21,183,Asst,M
21,68,Asst,M
21,69,Full,M
21,179,Full,M
21,160,Assoc,M
22,3,Full,M
22,4,Full,M
22,4,Full,F
22,5,Full,M
22,5,Full,M
22,17,Assoc,M
22,17,Assoc,M
22,17,Full,M
22,19,Full,M
22,22,Asst,M
22,22,Assoc,M
22,25,Full,M
22,25,Full,M
22,25,Full,M
22,75,Assoc,M
22,105,Asst,F
22,105,Assoc,M
22,31,Assoc,M
22,31,Full,M
22,32,Full,M
22,33,Full,M
22,77,Assoc,M
22,77,Assoc,F
22,77,Assoc,M
22,79,Full,M
22,37,Assoc,M
22,37,Assoc,F
22,38,Full,F
22,39,Assoc,M
22,40,Assoc,F
22,108,Full,M
22,42,Assoc,M
22,46,Assoc,M
22,169,Assoc,M
22,49,Assoc,M
22,109,Assoc,M
22,109,Assoc,M
22,50,Assoc,M
22,52,Full,M
22,53,Full,M
22,86,Asst,M
22,86,Full,M
22,87,Asst,M
22,87,Asst,M
22,87,Assoc,M
22,88,Full,M
22,137,Full,M
22,59,Assoc,M
22,59,Assoc,M
22,59,Assoc,M
22,110,Asst,F
22,93,Full,M
22,93,Full,M
22,93,Full,M
22,163,Assoc,F
22,183,Full,M
22,152,Full,M
22,152,Full,M
22,152,Full,M
22,152,Full,F
22,113,Full,M
22,98,Assoc,M
22,98,Assoc,M
22,117,Asst,M
22,117,Assoc,M
22,119,Asst,M
22,190,Assoc,M
22,69,Full,F
22,166,Assoc,M
22,120,Full,M
22,121,Assoc,M
22,121,Assoc,M
22,102,Full,M
22,102,Full,M
22,179,Assoc,M
22,123,Asst,M
22,180,Asst,M
22,176,Assoc,M
22,189,Asst,M
22,181,Assoc,M
23,1,Full,M
23,8,Asst,M
23,9,Assoc,M
23,10,Asst,M
23,13,Assoc,M
23,74,Asst,M
23,23,Full,M
23,23,Full,M
23,25,Asst,M
23,29,Assoc,M
23,105,Asst,M
23,105,Asst,M
23,32,Assoc,F
23,36,Assoc,F
23,36,Assoc,M
23,36,Full,M
23,39,Full,M
23,41,Assoc,M
23,41,Full,M
23,150,Assoc,F
23,46,Assoc,M
23,47,Full,M
23,47,Full,M
23,85,Assoc,M
23,49,Asst,M
23,86,Assoc,M
23,162,Asst,M
23,163,Full,M
23,63,Full,M
23,152,Assoc,F
23,115,Asst,M
23,100,Full,M
23,68,Assoc,M
23,68,Assoc,M
23,172,Full,M
23,140,Assoc,M
23,167,Assoc,M
23,167,Assoc,F
24,10,Assoc,M
24,10,Full,M
24,16,Full,M
24,74,Assoc,M
24,18,Full,F
24,18,Full,M
24,18,Full,F
24,19,Assoc,M
24,22,Full,M
24,24,Full,M
24,24,Full,M
24,25,Assoc,F
24,27,Full,F
24,29,Full,M
24,75,Full,M
24,105,Assoc,M
24,105,Full,M
24,105,Full,M
24,31,Full,M
24,32,Full,M
24,33,Assoc,M
24,33,Full,M
24,76,Full,M
24,78,Full,M
24,106,Assoc,M
24,79,Assoc,M
24,79,Full,M
24,80,Assoc,M
24,35,Full,M
24,144,Asst,M
24,36,Assoc,F
24,36,Full,M
24,84,Assoc,F
24,41,Asst,M
24,150,Assoc,M
24,150,Full,M
24,45,Full,M
24,85,Assoc,M
24,85,Full,M
24,48,Full,M
24,145,Assoc,M
24,53,Full,M
24,86,Full,F
24,55,Asst,M
24,56,Full,M
24,89,Assoc,M
24,89,Assoc,M
24,89,Assoc,F
24,89,Full,M
24,135,Assoc,M
24,59,Asst,M
24,59,Full,M
24,60,Assoc,M
24,92,Assoc,M
24,92,Full,M
24,92,Full,M
24,92,Full,M
24,62,Assoc,M
24,62,Full,M
24,93,Full,M
24,94,Asst,M
24,65,Full,M
24,147,Assoc,M
24,97,Full,M
24,98,Full,M
24,98,Full,M
24,164,Assoc,M
24,117,Assoc,F
24,117,Full,M
24,139,Asst,M
24,119,Assoc,M
24,119,Assoc,M
24,119,Full,M
24,71,Asst,M
24,71,Assoc,M
24,123,Asst,F
24,192,Asst,M
24,141,Assoc,M
24,142,Full,M
24,154,Asst,M
25,0,Full,M
25,4,Full,M
25,5,Full,M
25,5,Full,M
25,6,Full,F
25,9,Asst,M
25,9,Assoc,M
25,9,Full,M
25,9,Full,M
25,16,Full,M
25,18,Full,M
25,21,Full,M
25,22,Assoc,M
25,22,Full,M
25,22,Full,M
25,25,Full,M
25,25,Full,M
25,25,Full,M
25,27,Asst,M
25,28,Full,M
25,32,Full,M
25,32,Full,M
25,32,Full,M
25,32,Full,M
25,77,Assoc,M
25,77,Full,M
25,34,Assoc,M
25,107,Assoc,M
25,82,Full,M
25,38,Full,M
25,39,Full,M
25,133,Full,M
25,43,Assoc,M
25,46,Asst,F
25,46,Assoc,M
25,49,Assoc,F
25,109,Full,F
25,54,Full,M
25,89,Full,M
25,128,Asst,M
25,128,Assoc,F
25,128,Full,M
25,110,Full,M
25,60,Full,M
25,92,Full,M
25,62,Full,M
25,62,Full,M
25,93,Assoc,M
25,93,Full,F
25,93,Full,M
25,93,Full,F
25,162,Assoc,M
25,63,Assoc,F
25,101,Asst,M
25,148,Full,F
25,179,Assoc,M
25,160,Full,M
25,175,Assoc,M
25,123,Assoc,F
25,123,Assoc,M
25,180,Full,M
25,103,Assoc,M
25,103,Assoc,M
25,173,Assoc,M
26,0,Full,M
26,17,Full,M
26,20,Full,M
26,24,Full,M
26,26,Assoc,M
26,26,Full,M
26,29,Assoc,F
26,29,Assoc,M
26,105,Assoc,M
26,105,Assoc,M
26,31,Assoc,F
26,32,Full,M
26,37,Asst,M
26,37,Assoc,M
26,82,Assoc,M
26,108,Asst,M
26,42,Assoc,M
26,50,Full,M
26,50,Full,M
26,88,Assoc,M
26,128,Asst,M
26,62,Full,M
26,162,Full,F
26,63,Full,M
26,65,Asst,F
26,65,Assoc,M
26,95,Full,M
26,113,Full,M
26,98,Assoc,M
26,98,Full,F
26,139,Asst,F
26,172,Assoc,F
26,120,Assoc,M
26,120,Assoc,M
26,120,Full,M
26,102,Assoc,M
26,103,Assoc,M
26,103,Assoc,M
26,189,Full,M
26,189,Full,F
27,24,Full,M
27,26,Full,M
27,27,Full,M
27,30,Full,M
27,78,Assoc,F
27,37,Asst,M
27,38,Assoc,F
27,41,Full,M
27,55,Assoc,M
27,127,Full,M
27,110,Assoc,F
27,162,Full,M
27,63,Assoc,M
27,112,Full,M
27,171,Full,F
27,165,Assoc,M
27,193,Assoc,M
27,117,Full,M
27,148,Full,M
27,102,Asst,M
27,189,Full,M
28,0,Full,M
28,3,Full,M
28,4,Full,M
28,7,Full,M
28,7,Full,M
28,9,Assoc,M
28,9,Full,M
28,24,Full,M
28,28,Assoc,M
28,28,Full,M
28,32,Full,M
28,33,Full,M
28,76,Full,M
28,78,Full,M
28,34,Full,M
28,36,Full,M
28,37,Assoc,M
28,81,Assoc,M
28,83,Full,M
28,133,Asst,M
28,133,Assoc,M
28,46,Assoc,M
28,134,Asst,M
28,54,Full,F
28,56,Assoc,M
28,128,Assoc,M
28,128,Assoc,M
28,161,Asst,F
28,92,Assoc,M
28,92,Assoc,M
28,151,Full,M
28,62,Assoc,M
28,162,Assoc,M
28,146,Asst,M
28,183,Asst,F
28,183,Assoc,M
28,95,Asst,M
28,98,Full,M
28,164,Assoc,M
28,153,Assoc,M
28,118,Asst,M
28,140,Asst,M
28,168,Full,M
28,125,Asst,M
28,103,Assoc,M
28,181,Full,M
29,5,Asst,F
29,8,Assoc,M
29,16,Full,M
29,16,Full,M
29,20,Full,M
29,23,Full,M
29,24,Full,M
29,29,Full,M
29,31,Full,M
29,32,Assoc,F
29,107,Assoc,M
29,107,Full,M
29,107,Full,M
29,39,Assoc,M
29,39,Assoc,F
29,41,Full,M
29,41,Full,M
29,47,Full,M
29,127,Assoc,M
29,127,Full,M
29,88,Assoc,M
29,89,Full,M
29,57,Asst,F
29,92,Asst,M
29,62,Assoc,F
29,152,Asst,M
29,95,Asst,M
29,113,Asst,F
29,115,Asst,M
29,153,Asst,M
29,117,Full,F
29,70,Assoc,M
29,130,Asst,M
29,194,Asst,M
29,195,Assoc,F
29,188,Full,M
29,103,Assoc,M
30,5,Assoc,M
30,17,Full,M
30,18,Asst,M
30,38,Assoc,M
30,43,Assoc,M
30,59,Asst,M
30,111,Asst,M
30,140,Assoc,M
30,121,Assoc,M
31,2,Full,M
31,4,Asst,M
31,9,Assoc,M
31,25,Assoc,M
31,75,Assoc,M
31,105,Full,M
31,31,Full,M
31,31,Full,M
31,32,Assoc,M
31,33,Full,M
31,78,Full,M
31,79,Assoc,M
31,35,Full,M
31,36,Full,M
31,83,Assoc,M
31,83,Assoc,M
31,83,Full,M
31,38,Assoc,M
31,38,Assoc,M
31,41,Full,M
31,133,Assoc,M
31,46,Assoc,M
31,46,Assoc,M
31,50,Full,M
31,131,Assoc,M
31,86,Assoc,F
31,55,Full,M
31,56,Assoc,F
31,88,Assoc,M
31,88,Assoc,F
31,88,Full,M
31,89,Asst,M
31,89,Assoc,M
31,136,Assoc,M
31,136,Full,M
31,92,Assoc,M
31,92,Full,M
31,151,Asst,M
31,62,Assoc,M
31,162,Assoc,M
31,157,Assoc,F
31,163,Assoc,M
31,94,Full,M
31,64,Assoc,M
31,183,Asst,M
31,152,Assoc,M
31,95,Assoc,F
31,138,Assoc,M
31,113,Asst,M
31,170,Assoc,F
31,170,Assoc,M
31,171,Full,M
31,165,Assoc,F
31,165,Full,M
31,117,Full,M
31,68,Full,F
31,159,Asst,M
31,102,Assoc,F
31,156,Assoc,M
31,104,Full,M
31,189,Full,M
31,154,Asst,F
31,197,Assoc,F
32,1,Assoc,M
32,5,Assoc,M
32,5,Assoc,F
32,8,Asst,M
32,9,Assoc,F
32,12,Assoc,M
32,18,Assoc,M
32,20,Asst,M
32,24,Full,M
32,26,Asst,M
32,28,Full,M
32,105,Full,M
32,32,Assoc,M
32,32,Assoc,F
32,32,Assoc,M
32,32,Assoc,F
32,32,Full,M
32,32,Full,F
32,33,Full,M
32,77,Asst,M
32,77,Full,M
32,34,Assoc,M
32,34,Assoc,M
32,80,Assoc,M
32,36,Full,M
32,37,Asst,M
32,82,Asst,M
32,82,Asst,M
32,82,Full,F
32,83,Asst,M
32,83,Asst,M
32,84,Assoc,M
32,41,Assoc,M
32,45,Full,M
32,85,Full,M
32,50,Assoc,M
32,50,Full,F
32,50,Full,M
32,53,Full,M
32,53,Full,F
32,89,Full,M
32,57,Asst,M
32,57,Assoc,M
32,91,Assoc,M
32,59,Asst,M
32,110,Assoc,M
32,92,Assoc,M
32,62,Asst,M
32,62,Assoc,M
32,62,Assoc,M
32,63,Assoc,F
32,94,Assoc,M
32,112,Full,M
32,65,Assoc,M
32,97,Asst,F
32,66,Asst,M
32,66,Asst,M
32,66,Assoc,M
32,66,Assoc,M
32,113,Asst,M
32,67,Assoc,M
32,68,Assoc,M
32,172,Assoc,F
32,172,Assoc,M
32,172,Full,F
32,172,Full,M
32,140,Asst,M
32,148,Assoc,M
32,168,Asst,M
32,195,Asst,M
32,156,Asst,M
32,154,Assoc,M
33,18,Assoc,M
33,22,Assoc,F
33,22,Full,M
33,25,Assoc,M
33,78,Assoc,M
33,36,Full,M
33,81,Full,M
33,84,Assoc,F
33,40,Assoc,F
33,108,Assoc,M
33,150,Asst,F
33,150,Assoc,M
33,150,Assoc,M
33,44,Asst,M
33,85,Assoc,F
33,85,Full,F
33,131,Assoc,M
33,145,Asst,M
33,54,Assoc,M
33,88,Assoc,M
33,90,Assoc,M
33,91,Asst,M
33,59,Asst,M
33,174,Full,F
33,62,Full,M
33,162,Asst,F
33,162,Assoc,M
33,64,Assoc,M
33,97,Full,M
33,66,Full,M
33,115,Full,M
33,172,Assoc,M
33,173,Asst,M
34,21,Full,M
34,32,Assoc,M
34,77,Full,M
34,34,Full,M
34,106,Full,M
34,79,Asst,M
34,38,Assoc,M
34,46,Full,M
34,46,Full,M
34,48,Full,M
34,49,Full,M
34,145,Assoc,M
34,134,Full,M
34,86,Full,F
34,56,Full,M
34,59,Assoc,M
34,59,Full,F
34,110,Assoc,M
34,92,Full,M
34,163,Full,M
34,94,Assoc,M
34,95,Full,M
34,100,Asst,F
34,71,Full,M
34,175,Assoc,M
34,123,Assoc,F
34,103,Assoc,M
34,103,Assoc,M
34,103,Assoc,M
34,103,Full,M
34,103,Full,M
34,103,Full,M
34,104,Assoc,M
34,197,Full,M
35,4,Assoc,M
35,35,Assoc,M
35,35,Full,M
35,37,Asst,M
35,84,Asst,M
35,84,Assoc,F
35,84,Full,M
35,40,Asst,M
35,40,Assoc,M
35,44,Full,M
35,45,Full,M
35,45,Full,M
35,45,Full,M
35,45,Full,M
35,50,Assoc,M
35,145,Asst,F
35,134,Assoc,M
35,134,Assoc,M
35,53,Full,M
35,58,Asst,M
35,58,Asst,M
35,58,Assoc,M
35,58,Assoc,M
35,58,Full,F
35,135,Assoc,M
35,135,Full,M
35,137,Assoc,F
35,137,Assoc,M
35,174,Assoc,M
35,202,Assoc,F
35,95,Assoc,F
35,203,Asst,F
35,203,Asst,M
35,203,Assoc,M
35,114,Asst,M
35,114,Assoc,M
35,114,Assoc,M
35,114,Full,M
35,114,Full,M
35,114,Full,M
35,100,Assoc,F
35,129,Full,M
35,129,Full,M
35,116,Assoc,M
35,193,Assoc,M
35,188,Assoc,M
35,191,Assoc,M
35,191,Full,M
35,104,Asst,F
36,5,Assoc,F
36,19,Assoc,M
36,105,Full,M
36,36,Full,F
36,133,Assoc,M
36,134,Assoc,M
36,88,Assoc,M
36,151,Assoc,M
36,62,Asst,M
36,63,Assoc,M
36,95,Assoc,M
36,95,Full,M
36,95,Full,M
36,68,Asst,M
36,68,Assoc,M
36,140,Assoc,M
36,167,Assoc,F
36,160,Asst,M
36,123,Asst,M
36,123,Assoc,M
36,194,Assoc,M
36,192,Assoc,M
37,1,Full,M
37,7,Full,M
37,15,Asst,M
37,22,Full,M
37,26,Full,M
37,78,Assoc,M
37,37,Asst,F
37,37,Full,M
37,37,Full,M
37,37,Full,M
37,37,Full,M
37,37,Full,M
37,81,Full,M
37,109,Asst,M
37,50,Full,F
37,131,Full,M
37,53,Full,M
37,55,Assoc,M
37,61,Asst,M
37,61,Assoc,M
37,62,Assoc,M
37,152,Assoc,M
37,113,Full,M
37,100,Assoc,M
37,179,Asst,M
37,124,Assoc,M
37,124,Assoc,M
37,124,Full,M
