ActorId,NameData,NameOrig,NameOrigFull,NameOrigFullEng,NameChange,NewName,NewNameFullMotherTongue,NewNameFullEng,Org,ConflictId,DyadId,PrimaryParty,OSID,OSCoalition,OSCoalitionID,NSID,NSCoalition,NSCoalitionID,Splinter,NamePrev,ActorIdPrev,SplitTemp,NameSplitTemp,ActorIdSplitTemp,Alliance,NameAlliance,ActorIdAlliance,JoinGroup,GroupName,ActorIdGroup,Location,GWNOLoc,Region,Version
3963,Tripura Non-Tribal Communities,Tripura Non-Tribal Communities,Tripura Non-Tribal Communities,Tripura Non-Tribal Communities,0,,,,3,,,0,,0,,12004,0,,0,,,0,,,0,,,0,,,India,750,3,23.1
3967,Kata Katanga,Kata Katanga,Kata Katanga,Kata Katanga,0,,,,1,265,12009,1,12046,0,,,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4,23.1
3968,BNLF,BNLF,Bru National Liberation Front,Bru National Liberation Front,0,,,,1,,,1,,0,,12090,0,,0,,,0,,,0,,,0,,,Bangladesh,771,3,23.1
3981,NURTW-Auxiliary,NURTW-Auxiliary,National Union of Road Transport Workers-Auxiliary faction,National Union of Road Transport Workers-Auxiliary faction,0,,,,1,,,0,,0,,12070,0,,0,,,0,,,0,,,0,,,Nigeria,475,4,23.1
3986,Government of Zambia,Government of Zambia,n/a,n/a,0,,,,4,"11347, 14113, 14845, 15283, 337, 416","12380, 12391, 15108, 15259, 15593, 16022, 16562, 750",1,,0,,,0,,0,,,0,,,0,,,0,,,"Somalia, Central African Republic, Mali, Mozambique","520, 482, 432, 541",4,23.1
3998,Toubou ,Toubou ,Toubou ,Toubou ,0,,,,3,,,0,,0,,"14789, 15635, 14053, 14721, 14787, 16051",0,,0,,,0,,,0,,,0,,,"Libya, Chad, Niger","620, 483, 436",4,23.1
4000,Yan Gora,Yan Gora,Yan Gora,Yan Gora,0,,,,1,,,0,,0,,"12132, 14671",0,,0,,,0,,,0,,,0,,,Nigeria,475,4,23.1
4004,Muslims (Sri Lanka),Muslims (Sri Lanka),Muslims (Sri Lanka),Muslims (Sri Lanka),0,,,,3,,,0,,0,,12136,0,,0,,,0,,,0,,,0,,,Sri Lanka,780,3,23.1
4006,Sultanate of Sulu,Sultanate of Sulu,Sultanate of Sulu,Sultanate of Sulu,0,,,,1,11487,12139,1,,0,,,0,,0,,,0,,,0,,,0,,,Malaysia,820,3,23.1
4007,FPRC,ex-Seleka,ex-Seleka,ex-Seleka,1,FPRC,Front populaire pour la renaissance de centrafrique,Popular Front for the Rebirth of the Central African Republic,1,15283,12391,1,4007,1,"6699, 6968, 7306","12378, 14833, 15228, 15617, 16034, 16406, 16404, 15432",1,6968,1,Seleka,554,0,,,1,CPC,7870,0,,,Central African Republic,482,4,23.1
4022,Atakar,Atakar,Atakar,Atakar,0,,,,3,,,0,,0,,12152,0,,0,,,0,,,0,,,0,,,Nigeria,475,4,23.1
4044,Bihari,Bihari,Bihari,Bihari,0,,,,3,,,0,,0,,12175,0,,0,,,0,,,0,,,0,,,India,750,3,23.1
4120,Agatu,Agatu,Agatu,Agatu,0,,,,3,,,0,,0,,"12341, 12284",0,,0,,,0,,,0,,,0,,,Nigeria,475,4,23.1
4130,M23-R,M23-R,Mouvement du 23-Mars - Runiga faction,March 23 Movement - Runiga faction,0,,,,1,,,0,,0,,12306,0,,1,M23,1160,0,,,0,,,0,,,DR Congo (Zaire),490,4,23.1
4148,Mayi Mayi Kifuafua,Mayi Mayi Kifuafua,Maï Maï Kifuafua,Mayi Mayi Kifuafua,0,,,,1,,,0,4148,1,4149,,0,,1,Mayi Mayi,648,0,,,0,,,0,,,DR Congo (Zaire),490,4,23.1
4163,PYD,PYD,Partiya Yekîtiya Demokrat,Democratic Union Party,0,,,,1,13042,13821,1,14377,0,,"16330, 12346, 16325, 13767, 13793, 13796, 13798, 16331, 13801, 16248, 13792, 14754, 14756, 15675, 14813",1,"5558, 6367, 6370, 7150, 6419",0,,,0,,,1,SDF,6288,0,,,"Syria, Turkey","652, 640",2,23.1
4167,Ghuraba al-Sham,Ghuraba al-Sham,Jabhat Ghurab?’ ash-Sh?m,Strangers of the Levant,0,,,,1,,,0,,0,,"12346, 16325",1,"4168, 7672",0,,,0,,,0,,,0,,,Syria,652,2,23.1
4171,Arab Brabich ,Arab Brabich ,Arab Brabich ,Arab Brabich ,0,,,,3,,,0,,0,,15462,0,,0,,,0,,,0,,,0,,,Algeria,615,4,23.1
4183,Brigades of Aisha,Brigades of Aisha,Aisha Umm-al Mouemeneen,Brigades of Aisha,0,,,,1,,,0,,0,,12362,0,,0,,,0,,,0,,,0,,,Lebanon,660,2,23.1
4201,anti-Balaka,anti-Balaka,anti-Balaka,anti-Balaka,0,,,,1,416,12380,1,12379,0,,"12378, 14318, 15227, 15177, 15453, 15228",1,7000,0,,,0,,,1,CPC,7870,0,,,Central African Republic,482,4,23.1
4203,Awlad Heiban clan (Misseriya) ,Awlad Heiban clan (Misseriya) ,Awlad Heiban clan (Misseriya) ,Awlad Heiban clan (Misseriya) ,0,,,,3,,,0,,0,,12385,0,,0,,,0,,,0,,,0,,,Sudan,625,4,23.1
4204,Awlad Serur clan (Misseriya) ,Awlad Serur clan (Misseriya) ,Awlad Serur clan (Misseriya) ,Awlad Serur clan (Misseriya) ,0,,,,3,,,0,,0,,"14957, 12385",1,4532,0,,,0,,,0,,,0,,,Sudan,625,4,23.1
4226,SPLM/A - IO,SPLM/A - IO,Sudan People´s Liberation Army/Movement in Opposition,Sudan People´s Liberation Army/Movement in Opposition,0,,,,1,11345,12413,1,12414,0,,15344,0,,0,,,0,,,0,,,0,,,South Sudan,626,4,23.1
4233,ADP,ADP,Al-Hizb al-Arabi al-Dimuqrati ,Arab Democratic Party,0,,,,1,,,0,12420,0,,,0,,0,,,0,,,0,,,0,,,Lebanon,660,2,23.1
4274,Waja,Waja,Waja,Waja,0,,,,3,,,0,,0,,15945,0,,0,,,0,,,0,,,0,,,Nigeria,475,4,23.1
4286,Forces of Paul Joseph Mukungubila,Forces of Paul Joseph Mukungubila,Forces of Paul Joseph Mukungubila,Forces of Paul Joseph Mukungubila,0,,,,1,283,12463,1,,0,,,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4,23.1
4290,Ikpanya (Ibibio),Ikpanya (Ibibio),Ikpanya (Ibibio),Ikpanya (Ibibio),0,,,,3,,,0,,0,,12467,0,,0,,,0,,,0,,,0,,,Nigeria,475,4,23.1
4314,Groupe de Sécurité (Nyatura Kasongo),FDDH,Forces de défense des droits humains , Forces for the Defense of Human Rights ,1,Groupe de Sécurité (Nyatura Kasongo),Groupe de Sécurité,Security Group,1,,,0,,0,,"14041, 15361",0,,1,Nyatura,3040,0,,,0,,,0,,,DR Congo (Zaire),490,4,23.1
4319,Ansar Bayt al-Maqdis,Ansar Bayt al-Maqdis,n/a,Ansar Bayt al-Maqdis,0,,,,1,391,12487,1,,0,,,0,,0,,,0,,,0,,,1,IS,234,Egypt,651,2,23.1
4322,Aaro Aaro,Al-Shabaab - Sheikh Mukhtar Robow (Abu Mansur),n/a,Al-Shabaab - Sheikh Mukhtar Robow (Abu Mansur),1,Aaro Aaro,Aaro Aaro,Spiders,1,,,0,,0,,15202,0,,1,Al-Shabaab,717,0,,,0,,,0,,,Somalia,520,4,23.1
4340,UDA,UDA,Ulster Defence Association,Ulster Defence Association,0,,,,1,,,0,12515,0,,,0,,0,,,0,,,0,,,0,,,United Kingdom,200,1,23.1
4357,Jaysh al-Mukhtar,Jaysh al-Mukhtar,Jaysh al-Mukhtar,Jaysh al-Mukhtar,0,,,,1,,,0,,0,,14805,0,,0,,,0,,,0,,,0,,,Iraq,645,2,23.1
4359,JRTN,JRTN,Jaysh Rij?l at-Tar?qa an-Naqshabandiya,Army of the Men of the Naqshbandi Order,0,,,,1,,,1,,0,,14152,0,,0,,,0,,,0,,,0,,,Iraq,645,2,23.1
4364,Jaish al-Adl,Jaish al-Adl,Jaish al-Adl,Army of Justice,0,,,,1,338,12556,1,,0,,,0,,1,Jondullah,310,0,,,0,,,0,,,Iran,630,2,23.1
4369,Benghazi Revolutionaries Shura Council,Benghazi Revolutionaries Shura Council,Majlis Shura Thuwar Benghazi,Benghazi Revolutionaries Shura Council,0,,,,1,,,0,,0,,"15564, 14061",0,,0,,,0,,,0,,,0,,,Libya,620,4,23.1
4370,Qadhadhfa,Qadhadhfa,n/a,Qadhadhfa,0,,,,3,,,0,,0,,12573,0,,0,,,0,,,0,,,0,,,Libya,620,4,23.1
4371,Awlad Suleiman ,Awlad Suleiman ,Awlad Suleiman ,Awlad Suleiman ,0,,,,3,,,0,,0,,"12573, 14053, 15635",1,7124,0,,,0,,,0,,,0,,,Libya,620,4,23.1
4376,al-Murabitun,al-Murabitun,al-Murabitun,The Sentinel,0,,,,1,11347,12582,1,,0,,,0,,0,,,0,,,0,,,1,AQIM,539,Mali,432,4,23.1
4380,MAA,MAA,Mouvement Arabe de l’Azawad,Arab Movement of Azawad ,0,,,,1,,,0,,0,,"12589, 14733",1,6349,0,,,0,,,0,,,0,,,Mali,432,4,23.1
4383,Luba,Luba,Baluba,Luba,0,,,,3,,,0,,0,,"14092, 15125",1,7088,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4,23.1
4416,Amigos dos Amigos,Amigos dos Amigos,Amigos dos Amigos/Friends of Friends,Amigos dos Amigos,0,,,,1,,,0,,0,,12635,0,,0,,,0,,,0,,,0,,,Brazil,140,5,23.1
4431,Barriga gang,Barriga gang,Barriga gang,Barriga gang,0,,,,1,,,0,,0,,12654,0,,0,,,0,,,0,,,0,,,Brazil,140,5,23.1
4432,Sujeirinha gang,Sujeirinha gang,Sujeirinha gang,Sujeirinha gang,0,,,,1,,,0,,0,,12654,0,,0,,,0,,,0,,,0,,,Brazil,140,5,23.1
4456,Syrian insurgents,Syrian insurgents,Syrian insurgents,Syrian insurgents,0,,,,1,299,11973,1,4456,1,7669,,0,,0,,,0,,,0,,,0,,,Syria,652,2,23.1
4462,Terceiro Comando Puro,Terceiro Comando Puro,Terceiro Comando Puro,Terceiro Comando Puro,0,,,,1,,,0,,0,,12693,0,,1,Terceiro Comando,781,0,,,0,,,0,,,Brazil,140,5,23.1
4465,La Union de Tepito,La Union de Tepito,La Union de Tepito,La Union de Tepito,0,,,,1,,,0,,0,,15788,0,,0,,,0,,,0,,,0,,,Mexico,70,5,23.1
4467,Akibu,Akibu,Akibu,Akibu,0,,,,3,,,0,,0,,5514,0,,0,,,0,,,0,,,0,,,Papua New Guinea,910,3,23.1
4468,Tonakau,Tonakau,Tonakau,Tonakau,0,,,,3,,,0,,0,,5514,0,,0,,,0,,,0,,,0,,,Papua New Guinea,910,3,23.1
4475,Autodefensas Unidas de Michoacán,Autodefensas Unidas de Michoacán,Autodefensas Unidas de Michoacán,Autodefensas Unidas de Michoacán,0,,,,1,,,0,,0,,12701,0,,0,,,0,,,0,,,0,,,Mexico,70,5,23.1
4477,Al-Saida,Al-Saida,Al-Saida,Al-Saida,0,,,,3,,,0,,0,,12703,0,,0,,,0,,,0,,,0,,,Yemen (North Yemen),678,2,23.1
4478,Al-Maraziq,Al-Maraziq,Al-Maraziq,Al-Maraziq,0,,,,3,,,0,,0,,12703,0,,0,,,0,,,0,,,0,,,Yemen (North Yemen),678,2,23.1
4486,Gulf Cartel - Ramirez Treviño faction,Gulf Cartel - Ramirez Treviño faction,Cártel del Golfo - Ramirez Treviño faction,Gulf Cartel - Ramirez Treviño faction,0,,,,1,,,0,,0,,12712,0,,0,,,1,Gulf Cartel,782,0,,,0,,,Mexico,70,5,23.1
4487,Gulf Cartel - Villareal faction,Gulf Cartel - Villareal faction,Cártel del Golfo - Villareal faction,Gulf Cartel - Villareal faction,0,,,,1,,,0,,0,,12712,0,,0,,,1,Gulf Cartel,782,0,,,0,,,Mexico,70,5,23.1
4492,La Mochomera,La Mochomera,La Mochomera,La Mochomera,0,,,,1,,,0,,0,,12718,0,,0,,,0,,,0,,,0,,,Mexico,70,5,23.1
4531,Awlad Metanin clan (Misseriya),Awlad Metanin clan (Misseriya),Awlad Metanin clan (Misseriya),Awlad Metanin clan (Misseriya),0,,,,3,,,0,,0,,12385,1,4532,0,,,0,,,0,,,0,,,Sudan,625,4,23.1
4536,Estados Unidos,Estados Unidos,Estados Unidos,Estados Unidos,0,,,,1,,,0,,0,,12766,0,,0,,,0,,,0,,,0,,,Brazil,140,5,23.1
4537,Okaida,Okaida,Okaida,Okaida,0,,,,1,,,0,,0,,12766,0,,0,,,0,,,0,,,0,,,Brazil,140,5,23.1
5541,Jabhat al-Akrad,Jabhat al-Akrad,Cebhet El-Ekrad,Kurdish Front,0,,,,1,,,0,,0,,"16319, 13792, 16021, 16071, 16295, 16300, 16302, 16312, 16313",1,"5558, 7437, 7468, 7646, 7649, 7650, 7662, 7663",1,Liwa Ahrar Souriya,6560,0,,,1,Jaysh al-Thuwar,6411,0,,,Syria,652,2,23.1
5544,RJ,RJ,Justice Revolution,Revolution and Justice,0,,,,1,,,1,,0,,15402,0,,0,,,0,,,0,,,0,,,Central African Republic,482,4,23.1
5546,Al-Umma,Al-Umma,Al-Umma,The Nation,0,,,,1,,,0,13782,0,,,0,,0,,,0,,,0,,,0,,,India,750,3,23.1
5554,Ahrar al-Sham,Ahrar al-Sham,Ahrar al-Sham,Ahrar al-Sham,1,Ahrar al-Sham,Harakat Ahrar al-Sham al-Islamiyya,The Islamic Movement of Ahrar al-Sham,1,,,0,,0,,"14770, 14896, 15239, 15246, 13798, 13796, 14817, 14778, 14764, 15105, 14876, 14908, 14814, 14815, 14816, 14902, 15529, 15542, 16112, 16140, 16325, 16331",1,"5567, 5565, 6389, 6390, 6380, 6410, 6532, 6572, 6436, 6495, 7042, 7056, 7498, 7520, 7672, 7676",1,Islamic Front,5575,0,,,1,Islamic Front,5575,1,Syrian Liberation Front,7105,"Syria, Turkey","652, 640",2,23.1
5563,Ahfad al Rasoul Brigade,Ahfad al Rasoul Brigade,Ahfad al Rasoul Brigade,Ahfad al Rasoul Brigade,0,,,,1,,,0,,0,,"13812, 13796, 16325",1,"5565, 7672",0,,,0,,,0,,,1,SRF,6011,Syria,652,2,23.1
5564,Islamic Kurdish Front,Islamic Kurdish Front, Islamic Kurdish Front, Islamic Kurdish Front,0,,,,1,,,0,,0,,"13796, 16331",1,"5565, 7676",0,,,0,,,1,Islamic Front,5575,0,,,Syria,652,2,23.1
5575,Islamic Front,Islamic Front,al-Jabhat al-Isl?miyyah,Islamic Front,0,,,,1,,,0,,0,,"14341, 14393, 16006, 16021, 16071, 16220, 14348, 14374, 16259, 16031, 16295, 16300, 16309, 16312, 16313, 16315, 16223, 16749",1,"6069, 7426, 7437, 7468, 7579, 6014, 6040, 7612, 7443, 7646, 7649, 7656, 7662, 7663, 7666, 7584, 8050",0,,,0,,,0,,,1,"Ahrar al-Sham, al-Tawhid Brigade, Suqour al-Sham, Jaysh al-Islam, Islamic Kurdish Front, Liwa al-Haqq, Ansar al-Sham","5554, 3232, 7103, 6377, 5564, 7610, 7611",Syria,652,2,23.1
5659,al-Mahdi Army,al-Mahdi Army,Jaish al-Mahdi,al-Mahdi Army,0,,,,1,259,13891,1,13943,0,,,0,,0,,,0,,,0,,,0,,,Iraq,645,2,23.1
5667,Jund Ansar Allah ,Jund Ansar Allah ,Jund Ansar Allah ,Jund Ansar Allah ,0,,,,1,,,0,,0,,13899,0,,0,,,0,,,0,,,0,,,Israel,666,2,23.1
5787,Supporters of APC,Supporters of APC,Supporters of All Progressives Congress,Supporters of All Progressives Congress,0,,,,2,,,0,,0,,14036,0,,0,,,0,,,0,,,0,,,Nigeria,475,4,23.1
5792,Bani Hilal,Bani Hilal,Bani Hilal,Bani Hilal,0,,,,3,,,0,,0,,14044,0,,0,,,0,,,0,,,0,,,Egypt,651,2,23.1
5793,Nubian Dabudiya,Nubian Dabudiya,Nubian Dabudiya,Nubian Dabudiya ,0,,,,3,,,0,,0,,14044,0,,0,,,0,,,0,,,0,,,Egypt,651,2,23.1
5801,FDLR-RUD,FDLR-RUD,Forces Démocratiques pour la Libération du Rwanda - Rassemblement Uni Pour la Démocratie,Democratic Forces for the Liberation of Rwanda - Rally for Unity and Democracy,0,,,,1,374,15547,1,,0,,,0,,1,FDLR-FOCA,528,0,,,0,,,0,,,Rwanda,517,4,23.1
5802,Forces of the House of Representatives,Forces of the House of Representatives,Forces of the House of Representatives,Forces of the House of Representatives,0,,,,1,11346,14059,1,,0,,"14061, 14746, 14785, 14786, 15076, 15611",0,,0,,,0,,,0,,,0,,,Libya,620,4,23.1
5817,Maidan,Maidan,"??????? ??'??????? ""??????"" / Narodne ob'yednannya ""Maydan""",Maidan People's Council,0,,,,1,13219,14085,1,,0,,,0,,0,,,0,,,0,,,0,,,Ukraine,369,1,23.1
5821,Raia Mutomboki - Bravo,Raia Mutomboki - Bravo,Raïa Mutomboki - Bravo,Raia Mutomboki - Bravo,0,,,,1,,,0,,0,,14088,0,,1,Raia Mutomboki - Makombo,5822,0,,,0,,,0,,,DR Congo (Zaire),490,4,23.1
5822,Raia Mutomboki - Makombo,Raia Mutomboki - Makombo,Raia Mutomboki - Makombo,Raia Mutomboki - Makombo,0,,,,1,,,0,,0,,14088,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4,23.1
5826,NDFB-S,NDFB-S, National Democratic Front of Bodoland-Songbijit, National Democratic Front of Bodoland-Songbijit,0,,,,1,421,14102,1,14097,0,,,0,,1,NDFB - RD,1066,0,,,0,,,1,UNLFW,6320,India,750,3,23.1
5836,Supporters of Ukrainian unity,Supporters of Ukrainian unity,Supporters of Ukrainian unity,Supporters of Ukrainian unity,0,,,,2,,,0,,0,,14113,0,,0,,,0,,,0,,,0,,,Ukraine,369,1,23.1
5837,Supporters of independence for Eastern Ukraine,Supporters of independence for Eastern Ukraine,Supporters of independence for Eastern Ukraine,Supporters of independence for Eastern Ukraine,0,,,,2,,,0,,0,,14113,0,,0,,,0,,,0,,,0,,,Ukraine,369,1,23.1
5839,LPR,LPR,????????? ???????? ?????????? / Luganskaya narodnaya respublika,Lugansk People's Republic,0,,,,1,13247,14184,1,,0,,,0,,0,,,0,,,1,United Armed Forces of Novorossiya,5914,0,,,Ukraine,369,1,23.1
5840,DPR,DPR,???????? ???????? ?????????? / Donetskaya narodnaya respublika,Donetsk People's Republic,0,,,,1,13246,14124,1,,0,,,0,,0,,,0,,,1,United Armed Forces of Novorossiya,5914,0,,,Ukraine,369,1,23.1
5849,SARC,SARC,n/a,Sudanese Awakening Revolutionary Council,0,,,,1,309,14134,1,,0,,,0,,0,,,0,,,0,,,0,,,Sudan,625,4,23.1
5861,Libya Dawn,Libya Dawn,Fajr Libya,Libya Dawn,0,,,,1,,,0,,0,,14251,0,,0,,,0,,,0,,,1,Government of Libya,111,Libya,620,4,23.1
5864,TTP-KM,TTP-KM,Tehrik-i-Taliban Pakistan - Khalid Mehsud faction,Taleban Movement of Pakistan - Khalid Mehsud faction,0,,,,1,,,0,,0,,14147,0,,1,TTP,356,0,,,0,,,0,,,"Pakistan, Afghanistan","770, 700",3,23.1
5865,TTP-SM,TTP-SM,Tehrik-i-Taliban Pakistan - Shehryar Mehsud faction,Taleban Movement of Pakistan - Shehryar Mehsud faction,0,,,,1,,,0,,0,,14147,0,,1,TTP,356,0,,,0,,,0,,,"Pakistan, Afghanistan","770, 700",3,23.1
5866,Darfur Joint Resistance Forces,Darfur Joint Resistance Forces,n/a,Darfur Joint Resistance Forces,0,,,,1,309,14150,1,,0,,,0,,0,,,0,,,0,,,0,,,Sudan,625,4,23.1
5880,GATIA,GATIA,The Self-defence Group of Imghad Touareg and its Allies,Groupe autodéfense touareg Imghad et alliés,0,,,,1,,,0,5880,1,6837,"14730, 15292, 14733, 15255",1,"6349, 6837",0,,,0,,,0,,,0,,,"Mali, Niger","432, 436",4,23.1
5885,MDF,MDF,Mabanese Defense Forces,Mabanese Defense Forces,0,,,,1,,,0,,0,,16407,0,,0,,,0,,,0,,,0,,,South Sudan,626,4,23.1
5895,Jaish-ul-Islam,Jaish-ul-Islam,Jaish-ul-Islam,Army of Islam,0,,,,1,,,0,14189,0,,,0,,0,,,0,,,0,,,0,,,Pakistan,770,3,23.1
5904,Bakonzo,Bakonzo,Bakonzo,Bakonzo,0,,,,3,,,0,,0,,14819,0,,0,,,0,,,0,,,0,,,Uganda,500,4,23.1
5914,United Armed Forces of Novorossiya,United Armed Forces of Novorossiya,???????????? ??????????? ??? ??????????,United Armed Forces of Novorossiya,0,,,,1,13306,14210,1,,0,,,0,,0,,,0,,,0,,,0,,,Ukraine,369,1,23.1
5928,Jamaat-ul-Ahrar,Ahrar-ul-Hind,Ahrar-ul-Hind,The Freedom Fighters of India,1,Jamaat-ul-Ahrar,Jamaat-ul-Ahrar,Freedom fighters group,1,404,14227,1,,0,,,0,,1,TTP,356,0,,,0,,,1,TTP,356,Pakistan,770,3,23.1
5940,Zintan Military Council,Zintan Military Council,Zintan Military Council,Zintan Military Council,0,,,,1,11346,14249,1,,0,,14251,0,,0,,,0,,,0,,,0,,,Libya,620,4,23.1
5965,PSLF,PSLF,Palaung State Liberation Front,Palaung State Liberation Front,0,,,,1,222,14273,1,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3,23.1
3060,Barundi,Barundi,Barundi,Barundi,0,,,,3,,,0,,0,,14288,1,5976,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4,23.1
5997,Mayi Mayi - Makabe,Mayi Mayi - Makabe,Maï Maï - Makabe Kalenga Ngwele,Mayi Mayi - Makabe Kalenga Ngwele,0,,,,1,,,0,14315,0,,,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4,23.1
5999,UPC,UPC,Union pour la Paix en Centrafrique ,Union for Peace in the Central African Republic,0,,,,1,416,15593,1,14329,0,,"14318, 15432, 14833",0,,1,"FPRC, CPC","4007, 7870",0,,,1,CPC,7870,0,,,Central African Republic,482,4,23.1
6001,Gwandere,Gwandere,Gwandere,Gwandere,0,,,,3,,,0,,0,,14331,0,,0,,,0,,,0,,,0,,,Nigeria,475,4,23.1
6002,Gulf Cartel - Los Fresitas faction,Gulf Cartel - Los Fresitas faction,Cártel del Golfo - Los Fresitas faction,Gulf Cartel - Los Fresitas faction,0,,,,1,,,0,,0,,14333,0,,0,,,1,Gulf Cartel,782,0,,,0,,,Mexico,70,5,23.1
6003,Gulf Cartel - Dragones de Sheyla faction,Gulf Cartel - Dragones de Sheyla faction,Cártel del Golfo - Dragones de Sheyla faction,Gulf Cartel - Dragones de Sheyla faction,0,,,,1,,,0,,0,,14333,0,,0,,,1,Gulf Cartel,782,0,,,0,,,Mexico,70,5,23.1
6007,Sinaloa Cartel - Los Salgueiro faction,Sinaloa Cartel - Los Salgueiro faction,Cártel de Sinaloa - Los Salgueiro faction,Sinaloa Cartel - Los Salgueiro faction,0,,,,1,,,0,,0,,14336,0,,0,,,1,Sinaloa Cartel,775,0,,,0,,,Mexico,70,5,23.1
6008,Sinaloa Cartel - Los Chavez Matamoros faction,Sinaloa Cartel - Los Chavez Matamoros faction,Cártel de Sinaloa - Los Chavez Matamoros faction,Sinaloa Cartel - Los Chavez Matamoros faction,0,,,,1,,,0,,0,,14336,0,,0,,,1,Sinaloa Cartel,775,0,,,0,,,Mexico,70,5,23.1
6009,Los Ardillos,Los Ardillos,Los Ardillos,Los Ardillos,0,,,,1,,,0,14791,0,,"14337, 16298, 16953",0,,0,,,0,,,0,,,0,,,Mexico,70,5,23.1
6011,SRF,SRF,Jabhat Thuwwar Surya,Syria Revolutionaries’ Front,0,,,,1,,,0,,0,,"14347, 14342, 14372, 14348, 16021, 16071, 16220",1,"6014, 7437, 7468, 7579",0,,,0,,,0,,,1,Southern Front,6333,Syria,652,2,23.1
6012,Mujahideen Army,Mujahideen Army,Jaysh al-Mujahideen,Mujahideen Army,0,,,,1,,,0,,0,,"14344, 14348, 14393, 14814, 14815, 14816, 14902, 16021, 16071, 16313",1,"6014, 6069, 6436, 6495, 7437, 7468, 7663",0,,,0,,,0,,,0,,,Syria,652,2,23.1
6015,Harkat Hazm,Harkat Hazm,Harkat Hazm,Hazm Movement,0,,,,1,,,0,,0,,"14349, 16313",1,7663,0,,,0,,,1,Levant Front,6372,0,,,Syria,652,2,23.1
6037,Liwa al-Aqsa,Jund al-Aqsa,Jund al-Aqsa,Soldiers of al-Aqsa,1,Liwa al-Aqsa,Liwa al-Aqsa,Banner of al-Aqsa,1,,,0,,0,,"14896, 15279, 14372, 14764",1,"6038, 6380",1,Jabhat Fateh al-Sham,1170,0,,,0,,,1,IS,234,Syria,652,2,23.1
6122,Los Aztecas,Los Aztecas,Los Aztecas,Los Aztecas,0,,,,1,,,0,,0,,15897,0,,0,,,1,Juarez Cartel,793,0,,,0,,,Mexico,70,5,23.1
6137,Military faction (forces of Nicolae Ceausescu),Military faction (forces of Nicolae Ceausescu),n/a,Military faction (forces of Nicolae Ceausescu),0,,,,1,370,14471,1,,0,,,0,,1,Government of Romania,56,0,,,0,,,0,,,Romania,360,1,23.1
6166,El Dorado long-term inmates,El Dorado long-term inmates,El Dorado long-term  inmates,El Dorado long-term inmates,0,,,,3,,,0,,0,,14507,0,,0,,,0,,,0,,,0,,,Venezuela,101,5,23.1
6167,Former Sabaneta inmates,Former Sabaneta inmates,Former Sabaneta inmates,Former Sabaneta inmates,0,,,,3,,,0,,0,,14507,0,,0,,,0,,,0,,,0,,,Venezuela,101,5,23.1
6185,Elements (Luba militia),Elements (Luba militia),Elements,Elements,0,,,,1,,,0,14525,0,,,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4,23.1
6186,Perci (Batwa militia),Perci (Batwa militia),Perci,Perci,0,,,,1,,,0,14527,0,,,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4,23.1
6187,Military faction (forces of Godefroid Niyombare),Military faction (forces of Godefroid Niyombare),Military faction (forces of Godefroid Niyombare),Military faction (forces of Godefroid Niyombare),0,,,,1,287,14528,1,,0,,,0,,0,,,0,,,0,,,0,,,Burundi,516,4,23.1
6194,Forces of Mullah Abdol Rauf Khadim,Forces of Mullah Abdol Rauf Khadim,Forces of Mullah Abdol Rauf Khadim,Forces of Mullah Abdol Rauf Khadim,0,,,,1,,,0,,0,,14531,0,,1,Taleban,303,0,,,0,,,1,IS,234,Afghanistan,700,3,23.1
6225,Apuk Giir,Apuk Giir,Apuk Giir,Apuk Giir,0,,,,3,,,0,,0,,14568,0,,0,,,0,,,0,,,0,,,South Sudan,626,4,23.1
6252,High Council of Afghanistan Islamic Emirate,Taleban - Mohamed Rasool faction,Taleban - Mohamed Rasool faction,Taleban - Mohamed Rasool faction,1,High Council of Afghanistan Islamic Emirate,,High Council of Afghanistan Islamic Emirate,1,333,16210,1,,0,,"14593, 14681",1,6318,1,Taleban,303,0,,,0,,,0,,,"Afghanistan, Pakistan","700, 770",3,23.1
6254,Forces of the Presidential Leadership Council,Forces of Hadi,n/a,Forces of Hadi,1,Forces of the Presidential Leadership Council,???? ??????? ???????,Forces of the Presidential Leadership Council,1,230,14595,1,,0,,"14596, 14611, 15915, 16160",0,,0,,,0,,,0,,,0,,,"Yemen (North Yemen), United States of America","678, 2","2, 5",23.1
6267,FLM,FLM,Front de Libération du Macina,Macina Liberation Front ,0,,,,1,13611,14610,1,,0,,,0,,1,Ansar Dine,1157,0,,,0,,,1,"Ansar Dine, JNIM","1157, 6716",Mali,432,4,23.1
6275,Sabaneta - Re-education sector gang,Sabaneta - Re-education sector gang,Sabaneta - Re-education sector gang,Sabaneta - Re-education sector gang,0,,,,1,,,0,,0,,14625,0,,0,,,0,,,0,,,0,,,Venezuela,101,5,23.1
