conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,version
308,Philippines,Government of Philippines,154,,MIM,274,,1,Mindanao,1970,1,0,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,23.1
317,Oman,Government of Oman,129,Government of United Kingdom,PFLO,284,,2,,1970,1,0,4,1968-10-31,3,1969-12-31,5,0,,,698,200,,,698,2,23.1
11343,"Egypt, Israel",Government of Egypt,117,,Government of Israel,121,,1,Suez/Sinai,1970,1,1,2,1967-06-05,1,1969-03-06,1,1,1970-08-07,,651,,666,,"651, 666",2,23.1
209,Philippines,Government of Philippines,154,,CPP,169,,2,,1971,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,23.1
218,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1971,2,1,2,1948-12-31,5,1971-12-03,1,1,1971-12-17,,750,,770,,"750, 770",3,23.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,,"KNU, KNUP","180, 890",,1,Karen,1971,2,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,23.1
222,Myanmar (Burma),Government of Myanmar (Burma),144,,CPB,182,,2,,1971,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,23.1
223,Myanmar (Burma),Government of Myanmar (Burma),144,,"ANLP, CPA","1049, 1052",,1,Arakan,1971,1,1,3,1948-01-31,4,1964-12-31,6,0,,,775,,,,775,3,23.1
227,India,Government of India,141,,CPI-ML,192,,2,,1971,1,1,3,1948-05-01,1,1969-12-31,5,1,1971-12-31,,750,,,,750,3,23.1
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1971,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,23.1
233,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,,1971,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,23.1
234,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,Palestine,1971,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,23.1
262,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,1971,2,1,4,1959-11-12,1,1963-12-31,5,0,,,812,"2, 817",,816,812,3,23.1
263,Angola,Government of Portugal,36,,"FNLA, MPLA","405, 566",,1,Angola,1971,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,23.1
275,Ethiopia,Government of Ethiopia,97,,ELF,415,,1,Eritrea,1971,1,0,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,23.1
279,Guinea-Bissau,Government of Portugal,36,,PAIGC,417,,1,Guinea-Bissau,1971,1,1,1,1963-02-28,3,1963-02-28,3,0,,,235,,,,404,4,23.1
282,Sudan,Government of Sudan,112,,SSLM,418,,1,Southern Sudan,1971,2,1,3,1963-12-31,5,1963-12-31,5,0,,,625,,,,625,4,23.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1971,1,1,1,1964-11-19,1,1964-11-19,1,0,,,235,,,,541,4,23.1
288,Chad,Government of Chad,87,Government of France,"First Liberation Army, Second Liberation Army","436, 437",,2,,1971,1,1,4,1966-07-31,4,1966-07-31,4,0,,,483,220,,,483,4,23.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1971,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,23.1
293,"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,151,"Government of Australia, Government of New Zealand, Government of South Korea, Government of Thailand, Government of United States of America",Government of Vietnam (North Vietnam),150,Government of North Korea,1,South Vietnam,1971,2,1,2,1965-12-31,5,1965-12-31,5,0,,,817,"2, 732, 800, 900, 920",816,731,"816, 817",3,23.1
298,South Africa,Government of South Africa,102,,SWAPO,461,,1,Namibia,1971,1,0,3,1966-08-26,1,1966-12-31,5,0,,,560,,,,560,4,23.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of South Vietnam, Government of United States of America",KR,270,Government of Vietnam (North Vietnam),2,,1971,2,1,4,1967-04-30,3,1967-05-31,3,0,,,811,"2, 817",,816,811,3,23.1
308,Philippines,Government of Philippines,154,,MIM,274,,1,Mindanao,1971,1,0,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,23.1
309,Sudan,Government of Sudan,112,,Sudanese Communist Party,464,,2,,1971,1,0,3,1971-07-22,1,1971-07-22,1,1,1971-07-22,,625,,,,625,4,23.1
310,Madagascar (Malagasy),Government of Madagascar,106,,Monima ,473,,2,,1971,1,0,3,1971-04-30,3,1971-04-30,3,1,1971-04-30,,580,,,,580,4,23.1
311,Morocco,Government of Morocco,108,,Military faction (forces of Mohamed Madbouh),474,,2,,1971,1,0,3,1971-07-10,1,1971-07-10,1,1,1971-07-11,,600,,,,600,4,23.1
312,Pakistan,Government of Pakistan,142,,Mukti Bahini,280,,1,East Pakistan,1971,2,1,3,1971-03-26,1,1971-03-26,1,1,1971-12-16,,770,,,,770,3,23.1
313,Sri Lanka,Government of Sri Lanka,145,,JVP,281,,2,,1971,2,1,3,1971-04-05,1,1971-04-30,2,1,1971-06-09,,780,,,,780,3,23.1
314,Uganda,Government of Uganda,90,,Military faction (forces of Idi Amin),475,,2,,1971,1,0,3,1971-01-25,1,1971-01-29,2,0,,,500,,,,500,4,23.1
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,Northern Ireland,1971,1,0,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,23.1
317,Oman,Government of Oman,129,Government of United Kingdom,PFLO,284,,2,,1971,1,0,4,1968-10-31,3,1969-12-31,5,0,,,698,200,,,698,2,23.1
209,Philippines,Government of Philippines,154,,CPP,169,,2,,1972,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,23.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,,"KNU, KNUP","180, 890",,1,Karen,1972,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,23.1
222,Myanmar (Burma),Government of Myanmar (Burma),144,,CPB,182,,2,,1972,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,23.1
223,Myanmar (Burma),Government of Myanmar (Burma),144,,"ANLP, CPA","1049, 1052",,1,Arakan,1972,1,1,3,1948-01-31,4,1964-12-31,6,0,,,775,,,,775,3,23.1
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1972,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,23.1
233,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,,1972,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,23.1
234,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,Palestine,1972,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,23.1
262,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,1972,2,1,4,1959-11-12,1,1963-12-31,5,0,,,812,"2, 817",,816,812,3,23.1
263,Angola,Government of Portugal,36,,"FNLA, MPLA","405, 566",,1,Angola,1972,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,23.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,1972,1,1,3,1959-11-22,1,1972-12-31,5,0,,,775,,,,775,3,23.1
275,Ethiopia,Government of Ethiopia,97,,ELF,415,,1,Eritrea,1972,1,0,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,23.1
279,Guinea-Bissau,Government of Portugal,36,,PAIGC,417,,1,Guinea-Bissau,1972,1,1,1,1963-02-28,3,1963-02-28,3,0,,,235,,,,404,4,23.1
282,Sudan,Government of Sudan,112,,SSLM,418,,1,Southern Sudan,1972,2,1,3,1963-12-31,5,1963-12-31,5,1,1972-01-31,,625,,,,625,4,23.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1972,2,1,1,1964-11-19,1,1964-11-19,1,0,,,235,,,,541,4,23.1
288,Chad,Government of Chad,87,Government of France,First Liberation Army,436,,2,,1972,1,1,4,1966-07-31,4,1966-07-31,4,1,1972-11-24,,483,220,,,483,4,23.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1972,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,23.1
293,"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,151,"Government of Australia, Government of New Zealand, Government of South Korea, Government of Thailand, Government of United States of America",Government of Vietnam (North Vietnam),150,Government of North Korea,1,South Vietnam,1972,2,1,2,1965-12-31,5,1965-12-31,5,0,,,817,"2, 732, 800, 900, 920",816,731,"816, 817",3,23.1
298,South Africa,Government of South Africa,102,,SWAPO,461,,1,Namibia,1972,1,0,3,1966-08-26,1,1966-12-31,5,0,,,560,,,,560,4,23.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of South Vietnam, Government of United States of America",KR,270,Government of Vietnam (North Vietnam),2,,1972,2,1,4,1967-04-30,3,1967-05-31,3,0,,,811,"2, 817",,816,811,3,23.1
308,Philippines,Government of Philippines,154,,MNLF,275,,1,Mindanao,1972,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,23.1
314,Uganda,Government of Uganda,90,,Kikosi Maalum,476,,2,,1972,1,0,3,1971-01-25,1,1971-01-29,2,1,1972-09-20,,500,,,,500,4,23.1
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,Northern Ireland,1972,1,0,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,23.1
316,El Salvador,Government of El Salvador,13,,Military faction (forces of Benjamin Mejia),752,,2,,1972,1,0,3,1972-03-25,1,1972-03-25,1,1,1972-03-25,,92,,,,92,5,23.1
317,Oman,Government of Oman,129,Government of United Kingdom,PFLO,284,,2,,1972,1,0,4,1968-10-31,3,1969-12-31,5,0,,,698,200,,,698,2,23.1
319,Uruguay,Government of Uruguay,27,,MLN/Tupamaros,756,,2,,1972,1,0,3,1970-04-13,1,1972-04-30,3,1,1972-12-31,,165,,,,165,5,23.1
320,"South Yemen, Yemen (North Yemen)",Government of South Yemen,124,,Government of Yemen (North Yemen),123,,3,Common border,1972,1,0,2,1972-02-21,1,1972-02-21,1,1,1972-10-19,,680,,678,,"678, 680",2,23.1
209,Philippines,Government of Philippines,154,,CPP,169,,2,,1973,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,23.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,,"KNU, KNUP","180, 890",,1,Karen,1973,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,23.1
222,Myanmar (Burma),Government of Myanmar (Burma),144,,CPB,182,,2,,1973,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,23.1
223,Myanmar (Burma),Government of Myanmar (Burma),144,,"CPA, RPF","1052, 1068",,1,Arakan,1973,1,1,3,1948-01-31,4,1964-12-31,6,0,,,775,,,,775,3,23.1
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1973,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,23.1
233,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,,1973,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,23.1
234,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,Palestine,1973,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,23.1
262,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,1973,2,1,4,1959-11-12,1,1963-12-31,5,1,1973-09-14,,812,"2, 817",,816,812,3,23.1
263,Angola,Government of Portugal,36,,"FNLA, MPLA","405, 566",,1,Angola,1973,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,23.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,1973,1,1,3,1959-11-22,1,1972-12-31,5,1,1973-12-31,,775,,,,775,3,23.1
271,Iraq,Government of Iraq,116,,KDP,260,,1,Kurdistan,1973,1,1,3,1945-08-30,3,1973-07-31,3,0,,,645,,,,645,2,23.1
275,Ethiopia,Government of Ethiopia,97,,"ELF, EPLF","415, 416",,1,Eritrea,1973,1,0,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,23.1
279,Guinea-Bissau,Government of Portugal,36,,PAIGC,417,,1,Guinea-Bissau,1973,1,1,1,1963-02-28,3,1963-02-28,3,1,1973-12-31,,235,,,,404,4,23.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1973,2,1,1,1964-11-19,1,1964-11-19,1,0,,,235,,,,541,4,23.1
289,Colombia,Government of Colombia,17,,ELN,744,,2,,1973,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,23.1
293,"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,151,"Government of South Korea, Government of United States of America",Government of Vietnam (North Vietnam),150,Government of North Korea,1,South Vietnam,1973,2,1,2,1965-12-31,5,1965-12-31,5,0,,,817,"2, 732",816,731,"816, 817",3,23.1
298,South Africa,Government of South Africa,102,,SWAPO,461,,1,Namibia,1973,1,0,3,1966-08-26,1,1966-12-31,5,0,,,560,,,,560,4,23.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of South Vietnam, Government of United States of America",KR,270,Government of Vietnam (North Vietnam),2,,1973,2,1,4,1967-04-30,3,1967-05-31,3,0,,,811,"2, 817",,816,811,3,23.1
302,"Israel, Syria",Government of Israel,121,,Government of Syria,118,,1,Golan Heights,1973,2,1,2,1967-06-05,1,1973-10-06,1,1,1973-10-24,,666,,652,,"652, 666",2,23.1
308,Philippines,Government of Philippines,154,,MNLF,275,,1,Mindanao,1973,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,23.1
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,Northern Ireland,1973,1,0,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,23.1
317,Oman,Government of Oman,129,"Government of Iran, Government of United Kingdom",PFLO,284,Government of South Yemen,2,,1973,1,0,4,1968-10-31,3,1969-12-31,5,0,,,698,"200, 630",,680,698,2,23.1
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),101,,"ZANU, ZAPU","492, 493",,2,,1973,1,0,3,1966-04-29,1,1973-04-04,1,0,,,552,,,,552,4,23.1
321,Chile,Government of Chile,25,,"Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ",757,,2,,1973,1,0,3,1973-09-11,1,1973-09-11,1,1,1973-09-11,,155,,,,155,5,23.1
440,Myanmar (Burma),Government of Myanmar (Burma),144,,LNUP,889,,1,Lahu,1973,1,0,3,1973-01-11,2,1973-02-28,4,0,,,775,,,,775,3,23.1
11343,"Egypt, Israel",Government of Egypt,117,,Government of Israel,121,,1,Suez/Sinai,1973,2,1,2,1967-06-05,1,1973-10-06,1,1,1973-10-24,,651,,666,,"651, 666",2,23.1
209,Philippines,Government of Philippines,154,,CPP,169,,2,,1974,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,23.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,,"KNU, KNUP","180, 890",,1,Karen,1974,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,23.1
222,Myanmar (Burma),Government of Myanmar (Burma),144,,CPB,182,,2,,1974,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,23.1
223,Myanmar (Burma),Government of Myanmar (Burma),144,,RPF,1068,,1,Arakan,1974,1,1,3,1948-01-31,4,1964-12-31,6,0,,,775,,,,775,3,23.1
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1974,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,23.1
233,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,,1974,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,23.1
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,Palestine,1974,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,23.1
240,Thailand,Government of Thailand,147,,CPT,216,,2,,1974,1,1,3,1951-06-30,1,1974-10-31,4,0,,,800,,,,800,3,23.1
247,Argentina,Government of Argentina,26,,ERP,738,,2,,1974,1,0,3,1955-06-16,1,1974-08-11,2,0,,,160,,,,160,5,23.1
261,Malaysia,Government of Malaysia,152,,CPM,196,,2,,1974,1,0,3,1957-12-31,5,1974-01-15,2,0,,,820,,,,820,3,23.1
263,Angola,Government of Portugal,36,,"FNLA, MPLA","405, 566",,1,Angola,1974,1,1,1,1961-02-04,1,1961-02-04,1,1,1974-10-21,,235,,,,540,4,23.1
271,Iraq,Government of Iraq,116,,KDP,260,,1,Kurdistan,1974,2,1,3,1945-08-30,3,1973-07-31,3,0,,,645,,,,645,2,23.1
275,Ethiopia,Government of Ethiopia,97,,ELF,415,,1,Eritrea,1974,1,0,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,23.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1974,1,1,1,1964-11-19,1,1964-11-19,1,1,1974-09-07,,235,,,,541,4,23.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1974,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,23.1
293,"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,151,,Government of Vietnam (North Vietnam),150,Government of North Korea,1,South Vietnam,1974,2,1,2,1965-12-31,5,1965-12-31,5,0,,,817,,816,731,"816, 817",3,23.1
298,South Africa,Government of South Africa,102,,SWAPO,461,,1,Namibia,1974,1,0,3,1966-08-26,1,1966-12-31,5,0,,,560,,,,560,4,23.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,Government of Vietnam (North Vietnam),2,,1974,2,1,4,1967-04-30,3,1967-05-31,3,0,,,811,,,816,811,3,23.1
308,Philippines,Government of Philippines,154,,MNLF,275,,1,Mindanao,1974,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,23.1
314,Uganda,Government of Uganda,90,,Military faction (forces of Charles Arube),477,,2,,1974,1,0,3,1971-01-25,1,1974-03-23,1,1,1974-03-23,,500,,,,500,4,23.1
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,Northern Ireland,1974,1,0,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,23.1
317,Oman,Government of Oman,129,"Government of Iran, Government of United Kingdom",PFLO,284,Government of South Yemen,2,,1974,1,0,4,1968-10-31,3,1969-12-31,5,0,,,698,"200, 630",,680,698,2,23.1
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),101,,"ZANU, ZAPU","492, 493",,2,,1974,1,0,3,1966-04-29,1,1973-04-04,1,0,,,552,,,,552,4,23.1
323,"Cyprus, Turkey",Government of Cyprus,53,,Government of Turkey,115,,1,Northern Cyprus,1974,2,1,2,1974-06-20,2,1974-06-20,2,1,1974-08-16,,352,,640,,"352, 640","1, 2",23.1
324,"Iran, Iraq",Government of Iran,114,,Government of Iraq,116,,3,Various,1974,1,0,2,1972-04-11,1,1974-02-10,1,1,1974-12-31,,630,,645,,"630, 645",2,23.1
325,Pakistan,Government of Pakistan,142,,BLF,1166,,1,Balochistan,1974,2,1,3,1973-05-18,1,1974-12-31,5,0,,,770,,,,770,3,23.1
334,"China, Vietnam (North Vietnam)",Government of China,135,,Government of Vietnam (North Vietnam),150,,1,Various,1974,1,0,2,1974-01-19,1,1974-01-20,2,1,1974-12-31,,710,,816,,"710, 816",3,23.1
440,Myanmar (Burma),Government of Myanmar (Burma),144,,LNUP,889,,1,Lahu,1974,1,0,3,1973-01-11,2,1973-02-28,4,0,,,775,,,,775,3,23.1
209,Philippines,Government of Philippines,154,,CPP,169,,2,,1975,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,23.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,,"KNU, KNUP","180, 890",,1,Karen,1975,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,23.1
222,Myanmar (Burma),Government of Myanmar (Burma),144,,CPB,182,,2,,1975,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,23.1
223,Myanmar (Burma),Government of Myanmar (Burma),144,,RPF,1068,,1,Arakan,1975,1,1,3,1948-01-31,4,1964-12-31,6,0,,,775,,,,775,3,23.1
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1975,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,23.1
233,Guatemala,Government of Guatemala,11,,"EGP, FAR II","729, 730",,2,,1975,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,23.1
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,Palestine,1975,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,23.1
240,Thailand,Government of Thailand,147,,CPT,216,,2,,1975,1,1,3,1951-06-30,1,1974-10-31,4,0,,,800,,,,800,3,23.1
247,Argentina,Government of Argentina,26,,"ERP, Montoneros","738, 739",,2,,1975,1,0,3,1955-06-16,1,1974-08-11,2,0,,,160,,,,160,5,23.1
260,Lebanon,Government of Lebanon,119,,NSF,237,,2,,1975,1,1,3,1958-05-15,2,1975-09-09,2,0,,,660,,,,660,2,23.1
261,Malaysia,Government of Malaysia,152,,CPM,196,,2,,1975,1,0,3,1957-12-31,5,1974-01-15,2,1,1975-12-31,,820,,,,820,3,23.1
271,Iraq,Government of Iraq,116,,KDP,260,,1,Kurdistan,1975,2,1,3,1945-08-30,3,1973-07-31,3,0,,,645,,,,645,2,23.1
275,Ethiopia,Government of Ethiopia,97,,"ELF, EPLF","415, 416",,1,Eritrea,1975,2,1,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,23.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1975,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,23.1
293,"South Vietnam, Vietnam (North Vietnam)",Government of South Vietnam,151,,Government of Vietnam (North Vietnam),150,Government of North Korea,1,South Vietnam,1975,2,1,2,1965-12-31,5,1965-12-31,5,1,1975-04-30,,817,,816,731,"816, 817",3,23.1
298,South Africa,Government of South Africa,102,,SWAPO,461,,1,Namibia,1975,1,0,3,1966-08-26,1,1966-12-31,5,0,,,560,,,,560,4,23.1
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,Government of Vietnam (North Vietnam),2,,1975,2,1,4,1967-04-30,3,1967-05-31,3,1,1975-04-17,,811,,,816,811,3,23.1
308,Philippines,Government of Philippines,154,,MNLF,275,,1,Mindanao,1975,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,23.1
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,Northern Ireland,1975,1,0,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,23.1
317,Oman,Government of Oman,129,"Government of Iran, Government of Jordan, Government of United Kingdom",PFLO,284,Government of South Yemen,2,,1975,1,0,4,1968-10-31,3,1969-12-31,5,1,1975-12-11,,698,"200, 630, 663",,680,698,2,23.1
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),101,Government of South Africa,ZANU,493,,2,,1975,1,0,4,1966-04-29,1,1973-04-04,1,0,,,552,560,,,552,4,23.1
322,Bangladesh,Government of Bangladesh,143,,PCJSS,285,,1,Chittagong Hill Tracts,1975,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,23.1
325,Pakistan,Government of Pakistan,142,,BLF,1166,,1,Balochistan,1975,1,1,3,1973-05-18,1,1974-12-31,5,0,,,770,,,,770,3,23.1
327,Angola,Government of Angola,99,Government of Cuba,"FNLA, UNITA","566, 567","Government of DR Congo (Zaire), Government of South Africa",2,,1975,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,"490, 560",540,4,23.1
328,"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),148,,Government of Vietnam (North Vietnam),150,,1,Common Border,1975,1,0,2,1975-05-01,1,1975-12-31,5,0,,,811,,816,,"811, 816",3,23.1
330,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1975,2,1,3,1975-12-07,1,1975-12-07,1,0,,,850,,,,850,3,23.1
331,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1975,1,0,3,1975-09-01,1,1975-11-04,1,0,,,600,,,,600,4,23.1
363,Ethiopia,Government of Ethiopia,97,,ALF,519,,1,Afar,1975,1,0,3,1975-06-30,3,1975-06-30,3,0,,,530,,,,530,4,23.1
428,Mauritania,Government of Mauritania,74,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1975,1,0,3,1975-12-10,1,1975-12-19,2,0,,,435,,,,435,4,23.1
440,Myanmar (Burma),Government of Myanmar (Burma),144,,LNUP,889,,1,Lahu,1975,1,0,3,1973-01-11,2,1973-02-28,4,0,,,775,,,,775,3,23.1
209,Philippines,Government of Philippines,154,,CPP,169,,2,,1976,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,23.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,,KNU,180,,1,Karen,1976,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,23.1
222,Myanmar (Burma),Government of Myanmar (Burma),144,,CPB,182,,2,,1976,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,23.1
223,Myanmar (Burma),Government of Myanmar (Burma),144,,RPF,1068,,1,Arakan,1976,1,1,3,1948-01-31,4,1964-12-31,6,0,,,775,,,,775,3,23.1
231,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1976,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,23.1
233,Guatemala,Government of Guatemala,11,,"EGP, FAR II","729, 730",,2,,1976,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,23.1
234,Israel,Government of Israel,121,,"PLO, Rejectionist Front","1067, 204",,1,Palestine,1976,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,23.1
240,Thailand,Government of Thailand,147,,CPT,216,,2,,1976,1,1,3,1951-06-30,1,1974-10-31,4,0,,,800,,,,800,3,23.1
247,Argentina,Government of Argentina,26,,"ERP, Montoneros","738, 739",,2,,1976,1,1,3,1955-06-16,1,1974-08-11,2,0,,,160,,,,160,5,23.1
260,Lebanon,Government of Lebanon,119,,"LAA, NSF","237, 238",,2,,1976,2,1,3,1958-05-15,2,1975-09-09,2,1,1976-10-21,,660,,,,660,2,23.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,,"SSRA, SURA","252, 253",,1,Shan,1976,1,1,3,1959-11-22,1,1976-08-31,4,0,,,775,,,,775,3,23.1
267,Ethiopia,Government of Ethiopia,97,,"EPRP, TPLF","409, 410",,2,,1976,2,1,3,1960-12-17,2,1976-06-02,2,0,,,530,,,,530,4,23.1
