,address,categories,city,country,latitude,longitude,name,postalCode,province,websites
1317,10382 Highland Rd,Fast Food Restaurant,Hartland,US,42.633676,-83.746238,Burger King,48353,MI,http://www.bk.com
1318,6310 Highway 78,Sandwiches / Fast Food / American,Sachse,US,32.978659,-96.591288,Subway,75048,TX,http://subway.com
1319,6401 New York Ave,Fast Food Restaurants,Arlington,US,32.643919,-97.075422,Subway,76018,TX,"http://subway.com,http://www.subway.com"
1320,4922 Dixie Hwy,Fast Food Restaurant,Waterford,US,42.691102,-83.38723,Burger King,48329,MI,http://www.bk.com
1321,420 S Dewey Ave,Fast Food Restaurants,Wagoner,US,35.956703,-95.395267,McDonald's,74467,OK,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1322,601 E Broadway St,Fast Food Restaurants,Cuero,US,29.091554,-97.284129,Subway,77954,TX,"http://subway.com,http://www.subway.com"
1323,12101 S Memorial Dr,Fast food restaurants,Bixby,US,35.987891,-95.885956,McDonald's,74008,OK,http://mcdonalds.com
1324,5807 SW 45th Ave,Fast Food Restaurants,Amarillo,US,35.161595,-101.90514,Subway,79109,TX,"http://www.subway.com,http://subway.com"
1325,5528 Bosque Blvd,Sandwiches / Fast Food / American,Waco,US,31.53293,-97.19316,Subway,76710,TX,http://subway.com
1326,5153 E Interstate 20 Service Rd N,Fast Food Restaurants,Weatherford,US,32.735363,-97.769207,Subway,76087,TX,http://www.subway.com
1327,3108 N Broadway St,Fast Food Restaurants,Poteau,US,35.072841,-94.628967,McDonald's,74953,OK,http://www.mcdonalds.com
1328,110 W 141st St,Fast Food,Glenpool,US,35.958672,-96.009608,McDonald's,74033,OK,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
1329,1758 E Carl Albert Pkwy,Fast Food Restaurant,McAlester,US,34.927398,-95.743864,McDonald's,74501,OK,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1330,1300 E 2nd St,Fast Food Restaurants,Edmond,US,35.652771,-97.463067,McDonald's,73034,OK,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1331,1527 S Division St,Fast Food Restaurant,Guthrie,US,35.863246,-97.425374,McDonald's,73044,OK,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
1332,8000 E Reno Ave,Fast Food Restaurant,Oklahoma City,US,35.463722,-97.388153,McDonald's,73110,OK,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
1333,925 SW 134th St,Fast Food Restaurants,Oklahoma City,US,35.334207,-97.530398,McDonald's,73170,OK,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1334,630 NW 12th St,Fast Food Restaurants,Oklahoma City,US,35.348769,-97.497641,McDonald's,73160,OK,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1335,7373 Clairemont Mesa Blvd,Fast Food,San Diego,US,32.832368,-117.159573,Subway,92111,CA,"http://www.subway.com,http://subway.com/,http://subway.com"
1336,1501 N Hervey St,Fast Food Restaurant,Hope,US,33.678128,-93.601565,Taco Bell,71801,AR,"http://www.tacobell.com,https://locations.tacobell.com/ar/hope/1501-n-hervey-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=017101andutm_content=website,https://locations.tacobell.com/ar/hope/1501-n-hervey-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=017101&utm_content=website"
1337,1501 N Hervey St,Fast Food Restaurant and Mexican Restaurant,Hope,US,33.678128,-93.601565,Taco Bell,71801,AR,"http://www.tacobell.com,https://locations.tacobell.com/ar/hope/1501-n-hervey-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=017101andutm_content=website,https://locations.tacobell.com/ar/hope/1501-n-hervey-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=017101&utm_content=website"
1338,915 N Greenwood Ave,Fast Food Restaurant and Mexican Restaurant,Fort Smith,US,35.385245,-94.403232,Taco Bell,72901,AR,"https://locations.tacobell.com/ar/fort-smith/915-north-greenwood.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=002893andutm_content=website,http://www.tacobell.com"
1339,915 N Greenwood Ave,Fast Food Restaurants,Fort Smith,US,35.385245,-94.403232,Taco Bell,72901,AR,"https://locations.tacobell.com/ar/fort-smith/915-north-greenwood.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=002893andutm_content=website,http://www.tacobell.com"
1340,2715 Prince St,Fast Food Restaurants,Conway,US,35.092248,-92.468102,Taco Bell,72034,AR,"http://www.tacobell.com,https://locations.tacobell.com/ar/conway/2715-prince-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=019847andutm_content=website"
1341,1403 W Locust St,Fast Food Restaurant,Cabot,US,34.980033,-92.030321,Taco Bell,72023,AR,"http://www.tacobell.com,http://tacobell.com"
1342,102 S Walton Blvd,Fast Food,Bentonville,US,36.372432,-94.221497,Taco Bell,72712,AR,"https://locations.tacobell.com/ar/bentonville/102-s-walton-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=004680andutm_content=website,http://www.tacobell.com"
1343,2525 W Court St,Fast Food Restaurant,Janesville,US,42.679177,-89.050859,Taco Bell,53548,WI,"https://locations.tacobell.com/wi/janesville/2525-w-court-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=031958andutm_content=website,https://locations.tacobell.com/wi/janesville/2525-w-court-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=031958&utm_content=website,http://www.tacobell.com"
1344,349 Southland Mall,Fast Food,Hayward,US,37.651282,-122.105066,Dairy Queen,94545,CA,"http://www.dairyqueen.com,http://dairyqueen.com"
1345,3265 28th St,Fast Food Restaurants,Boulder,US,40.033998,-105.258437,Dairy Queen,80301,CO,"http://www.dairyqueen.com,http://www.dqicecreamboulder.com/"
1346,3301 E Main St,Fast Food Restaurants,Ventura,US,34.266241,-119.24889,Dairy Queen,93003,CA,"http://www.dairyqueen.com,http://dairyqueen.com"
1347,3111 W Chandler Blvd,Fast Food,Chandler,US,33.301721,-111.898723,Dairy Queen,85226,AZ,http://www.dairyqueen.com
1348,3030 Plaza Bonita Rd,Fast Food,National City,US,32.656337,-117.065813,Dairy Queen,91950,CA,http://www.dairyqueen.com
1349,7400 Ritchie Hwy,Fast Food Restaurants,Glen Burnie,US,39.167289,-76.622321,Taco Bell,21061,MD,http://www.tacobell.com
1350,902 Chicago Ave,Fast Food Restaurants,Plattsmouth,US,41.002434,-95.894986,Subway,68048,NE,"http://www.subway.com,http://subway.com"
1351,1018 N Jackson St,Fast Food Restaurants,Tullahoma,US,35.373156,-86.221718,McDonald's,37388,TN,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJkbDny2Jo9NoiWVmAynDqNZg7BQdudbS98abAz9gYnNnkXJnCoEYn4RhiN5IDlAtazzHhtCzJERL3607YEePLMMwFAOXqtElwgiCuFV3df7ob1AHqZ39w-g73h4-sLmkf5atmgqxRN6wfsdwowOf0sxYmhRz3rEBfKsknGqZQ-VlcZcuohZxwcuJwxVWZlKuTVlTFY_JqtqWj8IXicf7X2FgOhsLFqNyMvzqU-cFHQ7tlMvLkOrqooE_96hTntyhMQ8cBhu-SQ4-uoPyHto_uJQY45OyzNPMZBS43nRc6Gq6ohVWfAwIQ3myk2VG9vYtitPyD1M0ov7JSjg81sJRQt4TlO446RHuV&placement=listing_profile&cs_user=unknown&cs_session=cb069c2e60b5d584a6946f1dfa57a9b53947767c"
1352,610 Chestnut St,Fast Food Restaurants,Arapahoe,US,40.306316,-99.896556,Subway,68922,NE,"http://www.subway.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJSaJUwl5VTDbtTMbkVsUeyo0gZ-1I9K5VPFJoLMK3bBDmqmICV0T1vLUaMyG4iom7AQeWb3aI4iHhxUnxrwhcFHSCHX4zdJdHd3h5JIJj0a5O5u7B2Vk9ugnwg8yJU5ojFB2PsmJwVvnEGUNzWTTcuLNd3qotnoKNzyc7iVHq5hPxi1c0mQaAtrTwT2aXT0QeiRYUvmai_eGt7c0hkHIlO3oMtwXo2Col01bD18PJAVxfxAZ66ck5TOxasNRSgcdWKfkJnpTRhpKGApRZzCEPngkJ-WaQXzZhhhptev3kZuMWHmx1x747Z3fHvGJmp8fVgI34GieMCpQrxs6DEhdRMBTGw8OsACv2&placement=listing_profile&cs_user=unknown&cs_session=3688e73f383c82d6b63e864bfc85bc3302b50cec"
1353,3034 Rhea County Hwy,Fast Food,Dayton,US,35.459354,-85.046898,McDonald's,37321,TN,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJCZ-uhqCiqLqUAJ43SfRGyKyfGx-TqhOXWnMukNKhtT-wU-746se0iKrNNCSQ923wVKorEDDAdnyxThr4yGT4Mdum0TlUiftyEznGnicuVh8eqIOiKS6uXyXn1rbilpolpWjLwEnJJsUjt-dy9hS5FlIhNsMu3z5hzSZjhd3NZz2JJFm_DZsLpZ2nmQZMKIDSxLFk3j_Aw9badJINWgoMIbUObmTix7yi-so2Ac2JeaH_-uSSM8kkPiILIGJaWWD_BUkmjOSdY_zyc0GNkDd1sfCRZZ0cdeNKNXSdvLYkA_jEurCsA40Gn7pINUHEU8Tfj4yIKFA_OkPO0H55SWCUfW5WASwPzwK6&placement=listing_profile&cs_user=unknown&cs_session=f0097953fb4aa540df37bfaf6ff954b288345d15"
1354,3335 W Wood River Rd,Fast Food Restaurants,Grand Island,US,40.830827,-98.380752,Subway,68803,NE,http://www.subway.com
1355,1305 Taft Hwy,Fast Food Restaurants,Signal Mountain,US,35.140875,-85.327275,McDonald's,37377,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
1356,1305 Taft Hwy,Fast Food Restaurant,Signal Mountain,US,35.140875,-85.327275,McDonald's,37377,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
1357,1822 N Midland Dr,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Midland,US,32.003568,-102.13702,Arby's,79707,TX,"http://www.arbys.com,https://locations.arbys.com/us/tx/midland/1822-n-midland-dr.html,http://arbys.com"
1358,5440 Highway 153,Fast Food Restaurants,Hixson,US,35.140829,-85.248355,McDonald's,37343,TN,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
1359,178 Highway 64,Fast Food,Ocoee,US,35.127103,-84.720553,McDonald's,37361,TN,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
1360,3215 50th St,Fast Food Restaurant,Lubbock,US,33.548206,-101.885068,Arby's,79413,TX,http://arbys.com
1361,332 Rankin Ave S,Fast Food Restaurants,Dunlap,US,35.378379,-85.384848,McDonald's,37327,TN,http://www.mcdonalds.com
1362,8601 Hixson Pike,Fast Food Restaurant Dallas Bay - Lakesite,Hixson,US,35.201114,-85.158938,McDonald's,37343,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1363,5780 Fm 1960 E,Fast Food Restaurant,Humble,US,29.998212,-95.18681,Arby's,77346,TX,"http://www.arbys.com,http://arbys.com"
1364,5431 Main St,Fast Food Restaurant,Spring Hill,US,35.74481,-86.93916,McDonald's,37174,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1365,5431 Main St,Fast Food,Spring Hill,US,35.74481,-86.93916,McDonald's,37174,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1366,524 Murfreesboro Pike,Fast Food Restaurant,Nashville,US,36.142389,-86.743079,McDonald's,37210,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1367,4500 N Lee Hwy,Fast Food Restaurants,Cleveland,US,35.201159,-84.844775,McDonald's,37312,TN,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ-z-IlFicMZsVecSMToO-OAEHjorcgk87bd0I-nT36ORDw-hQjO6CAIqVmg28FTMEpESt-ghGaCV-Cw2pQfVa7I5OMZfsHIhgSN5yVbC_N9S-gLDy2-KXNRelUpKjCHmfamefNUG_i95dMqtCBiuH_X-af9QXaL5rBAfyZQWSMa3VCVbqsQNT0V4RceIgn-HqKLo6oFZKb51yZEYnxVLiynPxv_G2Ib1HzrNfsqW7qIvjwCC1K549gTr-ou-Vv0_hEAu18w2dl6ZkRKVVATk0Dv-zvX4Mq1xcQloDvUh3XC77Db3tRU0HdPmt_UKxws1w1Z9iNV_KCI8LYlaEgenZmr0Wc-1yF1W-&placement=listing_profile&cs_user=unknown&cs_session=d9a42796aadc568cfb6f5018b25d95e92dc6dcac,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1368,1260 William D Tate,Fast Food Restaurant,Grapevine,US,32.927231,-97.087478,Arby's,76051,TX,"http://www.arbys.com,http://arbys.com"
1369,331 Harding Pl,Fast Food,Nashville,US,36.086234,-86.694938,McDonald's,37211,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com/"
1370,1201 Broadway,Fast Food,Nashville,US,36.156083,-86.787663,McDonald's,37203,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com/"
1371,2700 W End Ave,Fast Food Restaurant,Nashville,US,36.145691,-86.811808,McDonald's,37203,TN,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
1372,856 Highway 76,Fast Food Restaurants,White House,US,36.468971,-86.678718,McDonald's,37188,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1373,1880 N Main St,Fast Food Restaurant,Shelbyville,US,35.513214,-86.452045,McDonald's,37160,TN,"http://www.mcdonalds.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJgVz-P3MthFiGjUYFFYGqmVUKCjEDYKEgywmPwJ-RSKI8y9KvdbzvVhlgRlCN3R-h6tOoWKpSOeYzeRnUW9hJfHXm5Y5G-6NBkWkxrSZw1DXZFpyiX5u0PSkrn3kpiOAcgDmKeGxysqV1exQIBsFI8lqC9DE1iBywR6KQWkOxIPB44yDnV0xZxi76yeO5ueL14wg4wWnAfOzIsNEu6dBei7nBW-lBIViQiSN0joGFmYbqeBlE4n6-gzuHW0k59w4aJO3VdDJJcH1oOzRXDMli9BsnLy3luaYbNYpWd1jYr9qhvz8xo0HiqIoAHmPlZhLlhofh2pquQaD2m1_oWnSDRFgUyc6PSLrV&placement=listing_profile&cs_user=unknown&cs_session=394c204803002370b5c23d3ec19aececdf85aea4"
1374,505 S Congress Blvd,Fast Food Restaurant,Smithville,US,35.95728,-85.81157,McDonald's,37166,TN,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ6-xpUp_RaGP0Y7kMwUTP4QwT-BrlHWp3cWXyn_n8TZcpXi4xro1S6BgrR1SNunlEPSNRfoLZ0_SagRvrX-plUvsQu-ZbtgW7ANJbl0l9ZMK9oJxX_h852tI2dCTE86X4TyiWCMfwZ4Vt4mCqYB_P-cxyq3JgIfhj3fOR97Rr2s7tdIcT1VFJm6F0aZvQ_f9SqWdT-ompnnJIKOIJCvLKtuN0ErA19nv5WRY3IqKmyhQi2xtwTNSlxbUCrJx93CpMvDvVlHOAenIpK09C8Q8TA-ACGzTIc2y4aSKZI798T38lH86ASeo6Avk744sDZqzhN7EQpFCXuaagzcFfkzLfBCHYRr8goy44&placement=listing_profile&cs_user=unknown&cs_session=897ec73a7b094c8cd7a042c6597b48ce0d593ead
1375,1252 Robinson Rd,Fast Food Restaurant,Old Hickory,US,36.25791,-86.65756,McDonald's,37138,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1376,106 SE Broad St,Fast Food Restaurant,Murfreesboro,US,35.841338,-86.391189,McDonald's,37130,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1377,1900 Mcloughlin Blvd,Fast Food Restaurants,Oregon City,US,45.368348,-122.59941,Subway,97045,OR,"http://www.subway.com,http://subway.com"
1378,11279 Lebanon Rd,Fast Food Restaurant,Mount Juliet,US,36.23145,-86.51437,McDonald's,37122,TN,http://mcdonalds.com
1379,800 John Long Rd,Fast Food Restaurant,Oakland,US,43.544354,-123.284679,Subway,97462,OR,"http://www.subway.com,http://subway.com"
1380,1525 Main St,Fast Food Restaurants,Windsor,US,40.478104,-104.927004,Subway,80550,CO,"http://www.subway.com,http://subway.com"
1381,160 NW 25th St,Fast Food Restaurants,Newport,US,44.654551,-124.055182,Subway,97365,OR,http://www.subway.com
1382,2261 Newmark St,Fast Food Restaurants,North Bend,US,43.391444,-124.243445,Subway,97459,OR,http://www.subway.com
1383,270 N Molalla Ave,Fast Food Restaurants,Molalla,US,45.149569,-122.576653,Subway,97038,OR,"http://www.subway.com,http://subway.com"
1384,305 New Shackle Island Rd,Fast Food Restaurants,Hendersonville,US,36.321601,-86.623146,McDonald's,37075,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1385,1420 W Main St,Fast Food Restaurants,Lebanon,US,36.2162,-86.33171,McDonald's,37087,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1386,1420 W Main St,Fast Food Restaurant,Lebanon,US,36.2162,-86.33171,McDonald's,37087,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1387,134 E Tomichi Ave,Fast Food Restaurants,Gunnison,US,38.544396,-106.926458,Subway,81230,CO,http://www.subway.com
1388,101 S State St,Fast Food Restaurants,Lake Oswego,US,45.414873,-122.663907,Subway,97034,OR,http://www.subway.com
1389,402 W Main St,Fast Food Restaurants,Gallatin,US,36.385619,-86.45516,McDonald's,37066,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1390,121 S Canyon Blvd,Fast Food Restaurants,John Day,US,44.415886,-118.952675,Subway,97845,OR,"http://www.subway.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJuycQrEse0Ty_YtKFJWNuZy-MV2kkPGU5i1a9DT_msJ-1y9BgZaNQERSs09IzeDVc2ecD24Rgv6mDzEGoou_MzFqy0l1m9q8Pwh6vhl8caMBPcUtGoq2D0zhsK9f1PVhhfNcgZvmWfBJIUL3I6sRgqePaPwzdr2c5PztJayK1z3Ozc3Pb-CAbwACWDLu9N5Y4nPar5Ay07Km4SiKO5Eyb7kRa30_8FsaSIzCjTiEvVY7PCl3uoDToH0lCEVN15P4Vgaq9TAhwzHoUnAgJDZcGRjMx4YVp0ETIC6ZyR79IfH3uyhoQH3R4U7SbtnHu7ptkXV3GOGSlplk8BZKH5_rtfOICARVFey2H&placement=listing_profile&cs_user=unknown&cs_session=d896ab8139948671be2233cf200a3b3d35d97e2c,http://subway.com"
1391,906 Rivergate Pkwy,Fast Food Restaurant,Goodlettsville,US,36.30015,-86.69999,McDonald's,37072,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1392,103 Mcmurry Blvd,Fast Food,Hartsville,US,36.39974,-86.16198,McDonald's,37074,TN,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1393,6624 Irvine Center Dr,Fast Food Restaurants,Irvine,US,33.668723,-117.763393,Quiznos,92618,CA,http://www.quiznos.com
1394,11670 Carmel Mountain Rd,Fast Food Restaurants,San Diego,US,32.979812,-117.080543,Chick-fil-A,92128,CA,"http://chick-fil-a.com/carmelmountain,http://www.chick-fil-a.com/carmelmountain,http://www.cfarestaurant.com/carmelmountain/home"
1395,11670 Carmel Mountain Rd,Fast Food,San Diego,US,32.979812,-117.080543,Chick-fil-A,92128,CA,"http://chick-fil-a.com/carmelmountain,http://www.chick-fil-a.com/carmelmountain,http://www.cfarestaurant.com/carmelmountain/home"
1396,2428 Us Highway 34,Fast Food Restaurants,Oswego,US,41.704695,-88.306795,Jersey Mike's Subs,60543,IL,http://www.jerseymikes.com
1397,3301 E Calumet St,Fast Food Restaurants,Appleton,US,44.243914,-88.370368,Tom's Drive In,54915,WI,http://tomsdrivein.com
1398,1320 S Lapeer Rd,Fast Food Restaurants,Lake Orion,US,42.762813,-83.242852,Arby's,48360,MI,http://www.arbys.com
1399,570 E Bromley Ln,Fast Food Restaurant,Brighton,US,39.972226,-104.815834,Del Taco,80601,CO,http://deltaco.com
1400,24023 E Prospect Ave,Fast Food Restaurant,Aurora,US,39.600056,-104.709226,Del Taco,80016,CO,"http://www.deltaco.com/,http://www.deltaco.com"
1401,4720 Montgomery Blvd NE,Fast Food Restaurants,Albuquerque,US,35.130573,-106.590193,Del Taco,87109,NM,http://deltaco.com
1402,4810 Golden Pkwy,Fast Food Restaurant,Buford,US,34.143102,-83.952528,McDonald's,30518,GA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1403,1960 E Dublin Granville Rd,Fast Food Restaurants,Columbus,US,40.0875,-82.9655,Chipotle Mexican Grill,43229,OH,http://www.chipotle.com
1404,5642 Allen Way,Fast Food Restaurants,Castle Rock,US,39.41439,-104.86394,Chipotle Mexican Grill,80104,CO,"http://www.chipotle.com,http://chipotle.com/"
1405,3471 Steelyard Dr,Fast Food Restaurant,Cleveland,US,41.459991,-81.690308,Chipotle Mexican Grill,44109,OH,http://www.chipotle.com
1406,4358 Buford Dr,Fast Food Restaurants,Buford,US,34.094968,-84.01159,McDonald's,30518,GA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1407,4358 Buford Dr,Fast Food Restaurant,Buford,US,34.094968,-84.01159,McDonald's,30518,GA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1408,37 Davis Sq,Fast Food Restaurants,Somerville,US,42.396503,-71.122507,Boston Burger Company,2144,MA,http://www.bostonburgerco.com
1409,17719 Costal Hwy,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Lewes,US,38.749052,-75.166667,Arby's,19958,DE,"http://www.arbys.com,http://arbys.com"
1410,6004 S Sheridan Rd,Fast Food Restaurants,Tulsa,US,36.077863,-95.904767,Whataburger,74145,OK,"https://locations.whataburger.com/ok/tulsa/6004-s-sheridan-rd.html/,https://locations.whataburger.com/ok/tulsa/6004-s-sheridan-rd.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages,http://www.whataburger.com"
1411,13838 N Scottsdale Rd,Fast Food Restaurant,Scottsdale,US,33.612761,-111.926225,Burger King,85254,AZ,"http://www.bk.com,http://burgerking.com"
1412,1300 S Thompson St,Fast Food Restaurants,Springdale,US,36.171556,-94.139055,Burger King,72764,AR,"http://www.bk.com,https://locations.bk.com/ar/springdale/1300-south-thompson-st.html"
1413,1292 Boston Post Rd,Fast food restaurants,Milford,US,41.238404,-73.036471,Burger King,6460,CT,http://www.bk.com
1414,12580 W 64th Ave,Fast Food,Arvada,US,39.812335,-105.140035,Burger King,80004,CO,"http://burgerking.com,http://www.bk.com"
1415,12601 W Bell Rd,Fast Food,Surprise,US,33.638127,-112.332204,Burger King,85374,AZ,"http://www.bk.com,http://www.burgerking.com/"
1416,9831 S Parker Rd,Fast Food,Parker,US,39.538827,-104.769641,Arby's,80134,CO,"http://www.arbys.com,http://www.arbys.com/,http://locations.arbys.com/us/co/parker/9831-s-parker-rd.html,http://arbys.com"
1417,3903 E 120th Ave,Fast Food Restaurant,Denver,US,39.914335,-104.94128,Arby's,80233,CO,"http://www.arbys.com,http://www.arbys.com/"
1418,217 Administrative Dr,Fast Food,Martinsburg,US,39.48159,-77.957305,Arby's,25401,WV,"http://www.arbys.com,http://locations.arbys.com/us/wv/martinsburg/217-administrative-dr.html,https://locations.arbys.com/us/wv/martinsburg/217-administrative-dr.html"
1419,1100 W Main St,Fast Food Restaurant and Burger Joint,Cabot,US,34.976966,-92.027031,Burger King,72023,AR,"https://locations.bk.com/ar/cabot/1100-west-main-st.html,http://www.bk.com"
