Entity,Code,Year,Annual CO₂ emissions (per capita)
European Union (27),,1960,5.900023
European Union (27),,1961,6.129346
European Union (27),,1962,6.506926
European Union (27),,1963,6.8881364
European Union (27),,1964,7.1869354
European Union (27),,1965,7.2164516
European Union (27),,1966,7.3784323
European Union (27),,1967,7.4863324
European Union (27),,1968,7.890819
European Union (27),,1969,8.361112
European Union (27),,1970,8.674833
European Union (27),,1971,8.86396
European Union (27),,1972,9.13931
European Union (27),,1973,9.522668
European Union (27),,1974,9.414703
European Union (27),,1975,9.176813
European Union (27),,1976,9.820945
European Union (27),,1977,9.675424
European Union (27),,1978,9.955677
European Union (27),,1979,10.184353
European Union (27),,1980,10.052364
European Union (27),,1981,9.48641
European Union (27),,1982,9.229668
European Union (27),,1983,9.096978
European Union (27),,1984,9.156076
European Union (27),,1985,9.267969
European Union (27),,1986,9.202373
European Union (27),,1987,9.2562
European Union (27),,1988,9.126633
European Union (27),,1989,9.189222
European Union (27),,1990,9.235778
European Union (27),,1991,9.0593
European Union (27),,1992,8.727254
European Union (27),,1993,8.544923
European Union (27),,1994,8.482147
European Union (27),,1995,8.580935
European Union (27),,1996,8.766816
European Union (27),,1997,8.600162
European Union (27),,1998,8.568797
European Union (27),,1999,8.42992
European Union (27),,2000,8.443824
European Union (27),,2001,8.562842
European Union (27),,2002,8.547145
European Union (27),,2003,8.714356
European Union (27),,2004,8.710264
European Union (27),,2005,8.635381
European Union (27),,2006,8.6296835
European Union (27),,2007,8.515368
European Union (27),,2008,8.290419
European Union (27),,2009,7.5930805
European Union (27),,2010,7.803361
European Union (27),,2011,7.5612
European Union (27),,2012,7.3845468
European Union (27),,2013,7.1897154
European Union (27),,2014,6.873941
European Union (27),,2015,6.9859896
European Union (27),,2016,6.994329
European Union (27),,2017,7.038307
European Union (27),,2018,6.86226
European Union (27),,2019,6.530877
European Union (27),,2020,5.8878336
European Union (27),,2021,6.275719
European Union (28),,1750,0.07839957
European Union (28),,1760,0.08074638
European Union (28),,1770,0.09521215
European Union (28),,1780,0.11213475
European Union (28),,1790,0.13687222
European Union (28),,1800,0.195263
European Union (28),,1801,0.19300811
European Union (28),,1802,0.25274196
European Union (28),,1803,0.21464255
European Union (28),,1804,0.23230968
European Union (28),,1805,0.22471601
European Union (28),,1806,0.23429434
European Union (28),,1807,0.24473958
European Union (28),,1808,0.23098582
European Union (28),,1809,0.22956899
European Union (28),,1810,0.24238864
European Union (28),,1811,0.25428084
European Union (28),,1812,0.26063472
European Union (28),,1813,0.25885403
European Union (28),,1814,0.26137394
European Union (28),,1815,0.26653895
European Union (28),,1816,0.2886492
European Union (28),,1817,0.29553193
European Union (28),,1818,0.2927695
European Union (28),,1819,0.2912541
European Union (28),,1820,0.2922242
European Union (28),,1821,0.2933682
European Union (28),,1822,0.3020681
European Union (28),,1823,0.31686166
European Union (28),,1824,0.32467675
European Union (28),,1825,0.33372095
European Union (28),,1826,0.33346614
European Union (28),,1827,0.35452634
European Union (28),,1828,0.35453442
European Union (28),,1829,0.34903327
European Union (28),,1830,0.4662669
European Union (28),,1831,0.4372117
European Union (28),,1832,0.4329774
European Union (28),,1833,0.43596137
European Union (28),,1834,0.44227976
European Union (28),,1835,0.44418937
European Union (28),,1836,0.5120926
European Union (28),,1837,0.50486994
European Union (28),,1838,0.5192518
European Union (28),,1839,0.5311208
European Union (28),,1840,0.5623145
European Union (28),,1841,0.57545024
European Union (28),,1842,0.6026364
European Union (28),,1843,0.6119391
European Union (28),,1844,0.6430815
European Union (28),,1845,0.69729424
European Union (28),,1846,0.6988484
European Union (28),,1847,0.7539853
European Union (28),,1848,0.74851376
European Union (28),,1849,0.78390604
European Union (28),,1850,0.8348064
European Union (28),,1851,0.81700724
European Union (28),,1852,0.8432932
European Union (28),,1853,0.86771965
European Union (28),,1854,1.0239036
European Union (28),,1855,1.0165946
European Union (28),,1856,1.0817976
European Union (28),,1857,1.0827687
European Union (28),,1858,1.0887463
European Union (28),,1859,1.1409657
European Union (28),,1860,1.2528797
European Union (28),,1861,1.3263679
European Union (28),,1862,1.3384657
European Union (28),,1863,1.4005737
European Union (28),,1864,1.5006486
European Union (28),,1865,1.5967851
European Union (28),,1866,1.6324999
European Union (28),,1867,1.6977537
European Union (28),,1868,1.7065454
European Union (28),,1869,1.7728678
European Union (28),,1870,1.7839272
European Union (28),,1871,1.8834062
European Union (28),,1872,2.0201018
European Union (28),,1873,2.1126993
European Union (28),,1874,1.9388814
European Union (28),,1875,2.121994
European Union (28),,1876,2.1500618
European Union (28),,1877,2.1277413
European Union (28),,1878,2.126418
European Union (28),,1879,2.178726
European Union (28),,1880,2.4308045
European Union (28),,1881,2.4763224
European Union (28),,1882,2.5402782
European Union (28),,1883,2.6601562
European Union (28),,1884,2.6220055
European Union (28),,1885,2.6058378
European Union (28),,1886,2.582617
European Union (28),,1887,2.6601422
European Union (28),,1888,2.7983022
European Union (28),,1889,2.9046905
European Union (28),,1890,3.009297
European Union (28),,1891,3.0834267
European Union (28),,1892,3.0058513
European Union (28),,1893,2.8821654
European Union (28),,1894,3.1085794
European Union (28),,1895,3.1521614
European Union (28),,1896,3.2735226
European Union (28),,1897,3.3955998
European Union (28),,1898,3.4632547
European Union (28),,1899,3.6423476
European Union (28),,1900,3.7727582
European Union (28),,1901,3.7034838
European Union (28),,1902,3.681332
European Union (28),,1903,3.812354
European Union (28),,1904,3.831626
European Union (28),,1905,3.940307
European Union (28),,1906,4.0087104
European Union (28),,1907,4.3992867
European Union (28),,1908,4.4327707
European Union (28),,1909,4.393302
European Union (28),,1910,4.4366155
European Union (28),,1911,4.5176325
European Union (28),,1912,4.6509943
European Union (28),,1913,5.030436
European Union (28),,1914,4.478144
European Union (28),,1915,4.2497683
European Union (28),,1916,4.445095
European Union (28),,1917,4.40407
European Union (28),,1918,4.132131
European Union (28),,1919,3.4938731
European Union (28),,1920,4.060148
European Union (28),,1921,3.6846988
European Union (28),,1922,4.0636144
European Union (28),,1923,3.8321116
European Union (28),,1924,4.395212
European Union (28),,1925,4.321197
European Union (28),,1926,3.5952096
European Union (28),,1927,4.5673475
European Union (28),,1928,4.526256
European Union (28),,1929,4.8799
European Union (28),,1930,4.470533
European Union (28),,1931,4.0426917
European Union (28),,1932,3.6395128
European Union (28),,1933,3.684309
European Union (28),,1934,3.9480078
European Union (28),,1935,4.0690002
European Union (28),,1936,4.2328563
European Union (28),,1937,4.6183333
European Union (28),,1938,4.5720434
European Union (28),,1939,4.654011
European Union (28),,1940,4.8321085
European Union (28),,1941,4.749623
European Union (28),,1942,4.787037
European Union (28),,1943,4.769729
European Union (28),,1944,4.2190585
European Union (28),,1945,2.423379
European Union (28),,1946,3.420198
European Union (28),,1947,3.8678215
European Union (28),,1948,4.174722
European Union (28),,1949,4.4923186
European Union (28),,1950,4.689211
European Union (28),,1951,5.1734347
European Union (28),,1952,5.244423
European Union (28),,1953,5.308445
European Union (28),,1954,5.548189
European Union (28),,1955,5.9039493
European Union (28),,1956,6.167195
European Union (28),,1957,6.262023
European Union (28),,1958,6.1388845
European Union (28),,1959,6.1392584
European Union (28),,1960,6.571056
European Union (28),,1961,6.77222
European Union (28),,1962,7.1019135
European Union (28),,1963,7.449618
European Union (28),,1964,7.7105227
European Union (28),,1965,7.759363
European Union (28),,1966,7.8816023
European Union (28),,1967,7.90639
European Union (28),,1968,8.284834
European Union (28),,1969,8.738637
European Union (28),,1970,9.061175
European Union (28),,1971,9.237346
European Union (28),,1972,9.444266
European Union (28),,1973,9.801301
European Union (28),,1974,9.609667
European Union (28),,1975,9.368868
European Union (28),,1976,9.922073
European Union (28),,1977,9.807214
European Union (28),,1978,10.053409
European Union (28),,1979,10.33972
European Union (28),,1980,10.080122
European Union (28),,1981,9.541539
European Union (28),,1982,9.288205
European Union (28),,1983,9.164503
European Union (28),,1984,9.179952
European Union (28),,1985,9.341893
European Union (28),,1986,9.301444
European Union (28),,1987,9.353064
European Union (28),,1988,9.233435
European Union (28),,1989,9.309584
European Union (28),,1990,9.390403
European Union (28),,1991,9.247451
European Union (28),,1992,8.9194
European Union (28),,1993,8.726298
European Union (28),,1994,8.656561
European Union (28),,1995,8.724294
European Union (28),,1996,8.927643
European Union (28),,1997,8.727947
European Union (28),,1998,8.708904
European Union (28),,1999,8.568931
European Union (28),,2000,8.592364
European Union (28),,2001,8.710781
European Union (28),,2002,8.655711
European Union (28),,2003,8.820231
European Union (28),,2004,8.813793
European Union (28),,2005,8.7345705
European Union (28),,2006,8.716839
European Union (28),,2007,8.591642
European Union (28),,2008,8.356647
European Union (28),,2009,7.635964
European Union (28),,2010,7.8474574
European Union (28),,2011,7.543728
European Union (28),,2012,7.416763
European Union (28),,2013,7.2199326
European Union (28),,2014,6.8612356
European Union (28),,2015,6.9206343
European Union (28),,2016,6.8768373
European Union (28),,2017,6.8860607
European Union (28),,2018,6.7131715
European Union (28),,2019,6.3914294
European Union (28),,2020,5.753996
European Union (28),,2021,6.1284246
Faroe Islands,FRO,1950,1.2721419
Faroe Islands,FRO,1951,1.2642409
Faroe Islands,FRO,1952,1.7192192
Faroe Islands,FRO,1953,2.629966
Faroe Islands,FRO,1954,2.3976815
Faroe Islands,FRO,1955,3.0770762
Faroe Islands,FRO,1956,3.5097954
Faroe Islands,FRO,1957,2.9074926
Faroe Islands,FRO,1958,3.528484
Faroe Islands,FRO,1959,2.9348524
Faroe Islands,FRO,1960,1.7152554
Faroe Islands,FRO,1961,3.283344
Faroe Islands,FRO,1962,3.3513792
Faroe Islands,FRO,1963,3.5182016
Faroe Islands,FRO,1964,3.3718731
Faroe Islands,FRO,1965,3.7274678
Faroe Islands,FRO,1966,3.7784472
Faroe Islands,FRO,1967,4.524185
Faroe Islands,FRO,1968,4.864836
Faroe Islands,FRO,1969,5.5866876
Faroe Islands,FRO,1970,6.672217
Faroe Islands,FRO,1971,6.689054
Faroe Islands,FRO,1972,5.962268
Faroe Islands,FRO,1973,6.3559933
Faroe Islands,FRO,1974,7.4714146
Faroe Islands,FRO,1975,8.561801
Faroe Islands,FRO,1976,8.02785
Faroe Islands,FRO,1977,9.799624
Faroe Islands,FRO,1978,9.510764
Faroe Islands,FRO,1979,11.285244
Faroe Islands,FRO,1980,9.780645
Faroe Islands,FRO,1981,10.075853
Faroe Islands,FRO,1982,10.364101
Faroe Islands,FRO,1983,10.90403
Faroe Islands,FRO,1984,11.033213
Faroe Islands,FRO,1985,11.329473
Faroe Islands,FRO,1986,10.664813
Faroe Islands,FRO,1987,10.715524
Faroe Islands,FRO,1988,11.229695
Faroe Islands,FRO,1989,12.184543
Faroe Islands,FRO,1990,14.808715
Faroe Islands,FRO,1991,14.003843
Faroe Islands,FRO,1992,14.087716
Faroe Islands,FRO,1993,12.912274
Faroe Islands,FRO,1994,13.026449
Faroe Islands,FRO,1995,13.040931
Faroe Islands,FRO,1996,13.606322
Faroe Islands,FRO,1997,13.250612
Faroe Islands,FRO,1998,13.875696
Faroe Islands,FRO,1999,13.933407
Faroe Islands,FRO,2000,15.078189
Faroe Islands,FRO,2001,16.47062
Faroe Islands,FRO,2002,15.489293
Faroe Islands,FRO,2003,15.454699
Faroe Islands,FRO,2004,15.569406
Faroe Islands,FRO,2005,14.939626
Faroe Islands,FRO,2006,14.022922
Faroe Islands,FRO,2007,14.237066
Faroe Islands,FRO,2008,13.010612
Faroe Islands,FRO,2009,11.872044
Faroe Islands,FRO,2010,13.012223
Faroe Islands,FRO,2011,11.731218
Faroe Islands,FRO,2012,12.185581
Faroe Islands,FRO,2013,13.387169
Faroe Islands,FRO,2014,12.315585
Faroe Islands,FRO,2015,12.45136
Faroe Islands,FRO,2016,12.725562
Faroe Islands,FRO,2017,14.070157
Faroe Islands,FRO,2018,14.23108
Faroe Islands,FRO,2019,14.313607
Faroe Islands,FRO,2020,13.199332
Faroe Islands,FRO,2021,13.197505
Fiji,FJI,1950,0.3921678
Fiji,FJI,1951,0.42161518
Fiji,FJI,1952,0.4942358
Fiji,FJI,1953,0.51704264
Fiji,FJI,1954,0.47134003
Fiji,FJI,1955,0.50103575
Fiji,FJI,1956,0.54838526
Fiji,FJI,1957,0.45136124
Fiji,FJI,1958,0.46640378
Fiji,FJI,1959,0.50819874
Fiji,FJI,1960,0.4832438
Fiji,FJI,1961,0.40657392
Fiji,FJI,1962,0.5396978
Fiji,FJI,1963,0.54786426
Fiji,FJI,1964,0.9333997
Fiji,FJI,1965,0.7340119
Fiji,FJI,1966,0.6680653
Fiji,FJI,1967,0.7181488
Fiji,FJI,1968,0.7816408
Fiji,FJI,1969,0.8359289
Fiji,FJI,1970,0.98560214
Fiji,FJI,1971,1.0209309
Fiji,FJI,1972,1.055898
Fiji,FJI,1973,1.1302844
Fiji,FJI,1974,1.1834431
Fiji,FJI,1975,1.0812134
Fiji,FJI,1976,0.8233657
Fiji,FJI,1977,1.2758669
Fiji,FJI,1978,1.1555694
Fiji,FJI,1979,1.3301021
Fiji,FJI,1980,1.2293282
Fiji,FJI,1981,1.6304992
Fiji,FJI,1982,1.2336135
Fiji,FJI,1983,1.0220993
Fiji,FJI,1984,0.8123217
Fiji,FJI,1985,0.7876533
Fiji,FJI,1986,0.8053262
Fiji,FJI,1987,0.62533784
Fiji,FJI,1988,0.71923655
Fiji,FJI,1989,0.8090999
Fiji,FJI,1990,1.0266299
Fiji,FJI,1991,0.8346079
Fiji,FJI,1992,0.9281308
Fiji,FJI,1993,0.9232624
Fiji,FJI,1994,0.91434866
Fiji,FJI,1995,0.929883
Fiji,FJI,1996,0.99485904
Fiji,FJI,1997,0.9499239
Fiji,FJI,1998,0.91318536
Fiji,FJI,1999,0.9186757
Fiji,FJI,2000,0.9787824
Fiji,FJI,2001,1.1932812
Fiji,FJI,2002,0.9829332
Fiji,FJI,2003,1.1525959
Fiji,FJI,2004,1.4923197
Fiji,FJI,2005,1.1725752
Fiji,FJI,2006,1.2986493
Fiji,FJI,2007,1.2176926
Fiji,FJI,2008,0.91934234
Fiji,FJI,2009,0.8170315
Fiji,FJI,2010,1.2060229
Fiji,FJI,2011,1.1173203
Fiji,FJI,2012,1.0617177
Fiji,FJI,2013,1.1351389
Fiji,FJI,2014,1.2885965
Fiji,FJI,2015,1.3542126
Fiji,FJI,2016,1.2806851
Fiji,FJI,2017,1.4233043
Fiji,FJI,2018,1.4750098
Fiji,FJI,2019,1.4798502
Fiji,FJI,2020,1.5544984
Fiji,FJI,2021,1.5902857
Finland,FIN,1860,0.021156946
Finland,FIN,1861,0.042181488
Finland,FIN,1862,0.042096555
Finland,FIN,1863,0.044161808
Finland,FIN,1864,0.027313774
Finland,FIN,1865,0.035686027
Finland,FIN,1866,0.039848678
Finland,FIN,1867,0.03562215
Finland,FIN,1868,0.050245065
Finland,FIN,1869,0.03962551
Finland,FIN,1870,0.051787194
Finland,FIN,1871,0.06359633
Finland,FIN,1872,0.050645508
Finland,FIN,1873,0.047875397
Finland,FIN,1874,0.06678518
Finland,FIN,1875,0.044486605
Finland,FIN,1876,0.04951933
Finland,FIN,1877,0.058138426
Finland,FIN,1878,0.06463531
Finland,FIN,1879,0.038195748
Finland,FIN,1880,0.048377797
Finland,FIN,1881,0.047667645
Finland,FIN,1882,0.057417113
Finland,FIN,1883,0.054882444
Finland,FIN,1884,0.06593318
Finland,FIN,1885,0.09998772
Finland,FIN,1886,0.057493582
Finland,FIN,1887,0.0566729
Finland,FIN,1888,0.05267168
Finland,FIN,1889,0.069270976
Finland,FIN,1890,0.08856937
Finland,FIN,1891,0.092074916
Finland,FIN,1892,0.08037396
Finland,FIN,1893,0.0794749
Finland,FIN,1894,0.088965185
Finland,FIN,1895,0.093834735
Finland,FIN,1896,0.11743116
Finland,FIN,1897,0.2021306
Finland,FIN,1898,0.1885295
Finland,FIN,1899,0.2817973
Finland,FIN,1900,0.2274547
Finland,FIN,1901,0.15781765
Finland,FIN,1902,0.14804232
Finland,FIN,1903,0.18822764
Finland,FIN,1904,0.1916522
Finland,FIN,1905,0.21079838
Finland,FIN,1906,0.21910514
Finland,FIN,1907,0.31243137
Finland,FIN,1908,0.49075708
Finland,FIN,1909,0.44310105
Finland,FIN,1910,0.36394188
Finland,FIN,1911,0.4469152
Finland,FIN,1912,0.50046897
Finland,FIN,1913,0.5572663
Finland,FIN,1914,0.22921847
Finland,FIN,1915,0.03512162
Finland,FIN,1916,0.05894642
Finland,FIN,1917,0.03943303
Finland,FIN,1918,0.023738442
Finland,FIN,1919,0.0765875
Finland,FIN,1920,0.08767508
Finland,FIN,1921,0.08925359
Finland,FIN,1922,0.22284798
Finland,FIN,1923,0.4584993
Finland,FIN,1924,0.5363735
Finland,FIN,1925,0.52119946
Finland,FIN,1926,0.4819482
Finland,FIN,1927,0.8517659
Finland,FIN,1928,0.9256961
Finland,FIN,1929,0.9828837
Finland,FIN,1930,0.7700526
Finland,FIN,1931,0.8685915
Finland,FIN,1932,0.86526555
Finland,FIN,1933,0.9165417
Finland,FIN,1934,1.1159648
Finland,FIN,1935,0.98591286
Finland,FIN,1936,1.3819674
Finland,FIN,1937,1.8747703
Finland,FIN,1938,1.5638816
Finland,FIN,1939,1.3278352
Finland,FIN,1940,0.6262735
Finland,FIN,1941,0.87141585
Finland,FIN,1942,0.74856985
Finland,FIN,1943,1.0426828
Finland,FIN,1944,0.7144878
Finland,FIN,1945,0.16645867
Finland,FIN,1946,0.8465546
Finland,FIN,1947,1.3947167
Finland,FIN,1948,2.1469412
Finland,FIN,1949,1.2415742
Finland,FIN,1950,1.6327558
Finland,FIN,1951,1.9708079
Finland,FIN,1952,2.1157029
Finland,FIN,1953,1.8276467
Finland,FIN,1954,2.185657
Finland,FIN,1955,2.5795584
Finland,FIN,1956,2.8414545
Finland,FIN,1957,2.8306196
Finland,FIN,1958,2.4326906
Finland,FIN,1959,3.084187
Finland,FIN,1960,3.4054918
Finland,FIN,1961,3.3445232
Finland,FIN,1962,3.7376711
Finland,FIN,1963,4.273927
Finland,FIN,1964,5.017562
Finland,FIN,1965,5.542695
Finland,FIN,1966,6.4360948
Finland,FIN,1967,6.205139
Finland,FIN,1968,7.191661
Finland,FIN,1969,8.194972
Finland,FIN,1970,8.760226
Finland,FIN,1971,8.788585
Finland,FIN,1972,9.505961
Finland,FIN,1973,10.569736
Finland,FIN,1974,9.936586
Finland,FIN,1975,9.769035
Finland,FIN,1976,10.834455
Finland,FIN,1977,10.580239
Finland,FIN,1978,10.905018
Finland,FIN,1979,11.383408
Finland,FIN,1980,12.164499
Finland,FIN,1981,10.709312
Finland,FIN,1982,8.903609
Finland,FIN,1983,8.539046
Finland,FIN,1984,8.633616
Finland,FIN,1985,10.107561
Finland,FIN,1986,10.819944
Finland,FIN,1987,11.664912
Finland,FIN,1988,10.524092
Finland,FIN,1989,10.564632
Finland,FIN,1990,11.413568
Finland,FIN,1991,11.007249
Finland,FIN,1992,10.76235
Finland,FIN,1993,11.114606
Finland,FIN,1994,12.131823
Finland,FIN,1995,11.377481
Finland,FIN,1996,12.494946
Finland,FIN,1997,12.197832
Finland,FIN,1998,11.516622
Finland,FIN,1999,11.396166
Finland,FIN,2000,11.01384
Finland,FIN,2001,12.049663
Finland,FIN,2002,12.506464
Finland,FIN,2003,13.937167
Finland,FIN,2004,13.186156
Finland,FIN,2005,10.874295
Finland,FIN,2006,12.982806
Finland,FIN,2007,12.623123
Finland,FIN,2008,11.03276
Finland,FIN,2009,10.471442
Finland,FIN,2010,11.948055
Finland,FIN,2011,10.511387
Finland,FIN,2012,9.447167
Finland,FIN,2013,9.506335
Finland,FIN,2014,8.714893
Finland,FIN,2015,8.048078
Finland,FIN,2016,8.585987
Finland,FIN,2017,8.093067
Finland,FIN,2018,8.303282
Finland,FIN,2019,7.6757298
Finland,FIN,2020,6.7991943
Finland,FIN,2021,6.7923503
France,FRA,1802,0.076622
France,FRA,1804,0.07393558
France,FRA,1810,0.070469946
France,FRA,1811,0.067903295
France,FRA,1812,0.07308623
France,FRA,1813,0.06727743
France,FRA,1814,0.06846539
France,FRA,1815,0.076333165
France,FRA,1816,0.08116601
France,FRA,1817,0.086080305
France,FRA,1818,0.07678174
France,FRA,1819,0.082100935
France,FRA,1820,0.09271228
France,FRA,1821,0.095714025
France,FRA,1822,0.100134835
France,FRA,1823,0.09950061
France,FRA,1824,0.10972901
France,FRA,1825,0.122663274
France,FRA,1826,0.12594925
France,FRA,1827,0.18088658
France,FRA,1828,0.18988127
France,FRA,1829,0.18364692
France,FRA,1830,0.19692379
France,FRA,1831,0.1809741
France,FRA,1832,0.19870651
France,FRA,1833,0.21459202
France,FRA,1834,0.26293486
France,FRA,1835,0.2715916
France,FRA,1836,0.31054175
France,FRA,1837,0.3298498
France,FRA,1838,0.3432477
France,FRA,1839,0.33313882
France,FRA,1840,0.3381736
France,FRA,1841,0.39443934
France,FRA,1842,0.41288608
France,FRA,1843,0.411831
France,FRA,1844,0.43019587
France,FRA,1845,0.50076497
France,FRA,1846,0.5180938
France,FRA,1847,0.5803729
France,FRA,1848,0.4628796
France,FRA,1849,0.48037285
France,FRA,1850,0.5401483
France,FRA,1851,0.5501596
France,FRA,1852,0.59067684
France,FRA,1853,0.6923327
France,FRA,1854,0.79631627
France,FRA,1855,0.8994212
France,FRA,1856,0.9397137
France,FRA,1857,0.9551182
France,FRA,1858,0.9344241
France,FRA,1859,0.9428659
France,FRA,1860,1.0249465
France,FRA,1861,1.1057359
France,FRA,1862,1.1638623
France,FRA,1863,1.1783826
France,FRA,1864,1.2454354
France,FRA,1865,1.3076444
France,FRA,1866,1.4167037
France,FRA,1867,1.431795
France,FRA,1868,1.4608666
France,FRA,1869,1.4943383
France,FRA,1870,1.3234235
France,FRA,1871,1.3137927
France,FRA,1872,1.5900015
France,FRA,1873,1.71633
France,FRA,1874,1.6306893
France,FRA,1875,1.6966279
France,FRA,1876,1.6970373
France,FRA,1877,1.6577271
France,FRA,1878,1.6892104
France,FRA,1879,1.7456038
France,FRA,1880,1.9661164
France,FRA,1881,2.009875
France,FRA,1882,2.1170962
France,FRA,1883,2.215497
France,FRA,1884,2.1234424
France,FRA,1885,2.0371127
France,FRA,1886,2.016362
France,FRA,1887,2.119315
France,FRA,1888,2.2001383
France,FRA,1889,2.2501442
France,FRA,1890,2.474375
France,FRA,1891,2.474684
France,FRA,1892,2.4748344
France,FRA,1893,2.4268293
France,FRA,1894,2.564161
France,FRA,1895,2.583201
France,FRA,1896,2.6682394
France,FRA,1897,2.7900133
France,FRA,1898,2.8815835
France,FRA,1899,3.0096476
France,FRA,1900,3.2303777
France,FRA,1901,3.1198537
France,FRA,1902,2.9330056
France,FRA,1903,3.2201838
France,FRA,1904,3.1330132
France,FRA,1905,3.1646204
France,FRA,1906,3.3874516
France,FRA,1907,3.6069126
France,FRA,1908,3.630096
France,FRA,1909,3.7144277
France,FRA,1910,3.7331283
France,FRA,1911,3.900818
France,FRA,1912,3.9597802
France,FRA,1913,4.297789
France,FRA,1914,2.9899921
France,FRA,1915,2.6233315
France,FRA,1916,2.8037076
France,FRA,1917,3.1264672
France,FRA,1918,2.8037887
France,FRA,1919,3.0121102
France,FRA,1920,3.9392464
France,FRA,1921,3.5732992
France,FRA,1922,4.210048
France,FRA,1923,4.722255
France,FRA,1924,5.263511
France,FRA,1925,5.411551
France,FRA,1926,5.3742137
France,FRA,1927,5.3222127
France,FRA,1928,5.25259
France,FRA,1929,5.7868476
France,FRA,1930,5.850423
France,FRA,1931,5.345493
France,FRA,1932,4.712864
France,FRA,1933,4.907161
France,FRA,1934,4.962797
France,FRA,1935,4.8225775
France,FRA,1936,4.8966165
France,FRA,1937,5.389734
France,FRA,1938,5.0033183
France,FRA,1939,4.8274617
France,FRA,1940,3.4146125
France,FRA,1941,2.9683535
France,FRA,1942,3.0239975
France,FRA,1943,3.0806637
France,FRA,1944,1.9602842
France,FRA,1945,2.616853
France,FRA,1946,4.0204406
France,FRA,1947,4.4513903
France,FRA,1948,4.7462525
France,FRA,1949,5.5062785
France,FRA,1950,4.8378935
France,FRA,1951,5.424976
France,FRA,1952,5.3402734
France,FRA,1953,5.0075145
France,FRA,1954,5.241519
France,FRA,1955,5.487722
France,FRA,1956,6.114085
France,FRA,1957,6.266429
France,FRA,1958,5.95444
France,FRA,1959,5.8026276
France,FRA,1960,6.485838
France,FRA,1961,6.8419266
France,FRA,1962,7.1386313
France,FRA,1963,7.1737537
France,FRA,1964,7.7427926
France,FRA,1965,7.5463276
France,FRA,1966,7.813592
France,FRA,1967,8.228042
France,FRA,1968,8.424516
France,FRA,1969,8.852614
France,FRA,1970,9.113548
France,FRA,1971,9.680496
France,FRA,1972,9.997737
France,FRA,1973,10.3965025
France,FRA,1974,9.981798
France,FRA,1975,9.19354
France,FRA,1976,9.936065
France,FRA,1977,9.57947
France,FRA,1978,9.944517
France,FRA,1979,9.96027
France,FRA,1980,9.515466
France,FRA,1981,8.504249
France,FRA,1982,8.10823
France,FRA,1983,7.7540803
France,FRA,1984,7.511977
France,FRA,1985,7.3532205
France,FRA,1986,7.050416
France,FRA,1987,6.969122
France,FRA,1988,6.896099
France,FRA,1989,7.11552
France,FRA,1990,6.973989
France,FRA,1991,7.385745
France,FRA,1992,7.1512375
France,FRA,1993,6.802012
France,FRA,1994,6.6732216
France,FRA,1995,6.726915
France,FRA,1996,6.96548
France,FRA,1997,6.8110213
France,FRA,1998,7.121762
France,FRA,1999,7.063711
France,FRA,2000,6.934727
France,FRA,2001,6.974761
France,FRA,2002,6.8683066
France,FRA,2003,6.9068575
France,FRA,2004,6.883891
France,FRA,2005,6.877628
France,FRA,2006,6.6721606
France,FRA,2007,6.4677076
France,FRA,2008,6.3313546
France,FRA,2009,5.975608
France,FRA,2010,6.0316763
France,FRA,2011,5.6487603
France,FRA,2012,5.6588645
France,FRA,2013,5.662309
France,FRA,2014,5.1441264
France,FRA,2015,5.196383
France,FRA,2016,5.226494
France,FRA,2017,5.2609296
France,FRA,2018,5.0177007
France,FRA,2019,4.9128566
France,FRA,2020,4.342917
France,FRA,2021,4.7413116
French Guiana,GUF,1750,0
French Guiana,GUF,1760,0
French Guiana,GUF,1770,0
French Guiana,GUF,1780,0
French Guiana,GUF,1790,0
French Guiana,GUF,1800,0
French Guiana,GUF,1810,0
French Guiana,GUF,1820,0
French Guiana,GUF,1830,0
French Guiana,GUF,1840,0
French Guiana,GUF,1850,0
French Guiana,GUF,1860,0
French Guiana,GUF,1870,0
French Guiana,GUF,1880,0
French Guiana,GUF,1890,0
French Guiana,GUF,1900,0
French Guiana,GUF,1910,0
French Guiana,GUF,1920,0
French Guiana,GUF,1930,0
French Guiana,GUF,1940,0
French Guiana,GUF,1950,0.31289497
French Guiana,GUF,1951,0.46352366
French Guiana,GUF,1952,0.45750436
French Guiana,GUF,1953,0.45089835
French Guiana,GUF,1954,0.59137315
French Guiana,GUF,1955,0.5753091
French Guiana,GUF,1956,0.55351615
French Guiana,GUF,1957,0.53213274
French Guiana,GUF,1958,0.6389509
French Guiana,GUF,1959,0.73611253
French Guiana,GUF,1960,0.705905
French Guiana,GUF,1961,0.67638916
French Guiana,GUF,1962,0.6472545
French Guiana,GUF,1963,0.7218079
French Guiana,GUF,1964,0.78799933
French Guiana,GUF,1965,0.94040346
French Guiana,GUF,1966,1.0782813
French Guiana,GUF,1967,1.6375227
French Guiana,GUF,1968,1.9161437
French Guiana,GUF,1969,1.8631469
French Guiana,GUF,1970,2.2061846
French Guiana,GUF,1971,2.1438093
French Guiana,GUF,1972,2.082452
French Guiana,GUF,1973,2.3115807
French Guiana,GUF,1974,1.9595828
French Guiana,GUF,1975,2.1566818
French Guiana,GUF,1976,4.8472447
French Guiana,GUF,1977,5.761591
French Guiana,GUF,1978,5.3486447
French Guiana,GUF,1979,8.50169
French Guiana,GUF,1980,5.5906296
