"COUNTRY","Country","EMPSTAT","Employment status","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HUN","Hungary","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1662.07953762209,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1679.92496379564,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1683.08111201584,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1701.57517718733,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1693.0980612176,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1681.89803869983,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1681.23162415936,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1624.87101475857,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1654.62385949523,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1661.16539379725,,
"HUN","Hungary","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1766.3,,
"HUN","Hungary","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1753.7,,
"HUN","Hungary","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1738.3,,
"HUN","Hungary","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1733.6,,
"HUN","Hungary","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1748.5,,
"HUN","Hungary","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1745.9,,
"HUN","Hungary","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1760.2,,
"HUN","Hungary","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1747.4,,
"HUN","Hungary","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1729.9,,
"HUN","Hungary","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1722.2,,
"HUN","Hungary","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1657.1,,
"HUN","Hungary","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1687.7,,
"HUN","Hungary","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1699.6,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1548.21100917431,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1558.07268007787,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1541.72084130019,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1540.55279503106,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1529.55151515152,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1525.59341950646,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1532.99719887955,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1517.6886035313,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1507.39107883817,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1492.69890795632,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1462.00656096227,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1469.52586206897,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1459.66533466533,,
"ISL","Iceland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1527.85230769231,,
"ISL","Iceland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1537.6810712112,,
"ISL","Iceland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1523.06451612903,,
"ISL","Iceland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1524.13309982487,,
"ISL","Iceland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1513.4358974359,,
"ISL","Iceland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1511.40166204986,,
"ISL","Iceland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1519.99470058294,,
"ISL","Iceland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1507.07676664972,,
"ISL","Iceland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1496.45607107601,,
"ISL","Iceland","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1480.14822134387,,
"ISL","Iceland","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1446.23962655602,,
"ISL","Iceland","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1456.726342711,,
"ISL","Iceland","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1449.21941932413,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1600.8589353273,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1599.24290534595,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1602.68459814281,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1614.78218520073,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1625.16076712435,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1616.92499679274,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1643.27488330172,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1662.77197986215,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1681.22575996972,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1683.66902017952,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1600.16108504217,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1597.92042082639,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1623.59507492477,,
"IRL","Ireland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1665.65817876237,,
"IRL","Ireland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1668.30348265302,,
"IRL","Ireland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1662.83304969041,,
"IRL","Ireland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1677.32551222565,,
"IRL","Ireland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1688.63769129847,,
"IRL","Ireland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1681.97169010566,,
"IRL","Ireland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1704.36278332178,,
"IRL","Ireland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1727.1702769074,,
"IRL","Ireland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1741.78756985262,,
"IRL","Ireland","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1742.06256942273,,
"IRL","Ireland","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1619.56589293198,,
"IRL","Ireland","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1627.49082457235,,
"IRL","Ireland","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1657.46850323674,,
"ITA","Italy","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1776.77324596091,,
"ITA","Italy","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1772.55737493813,,
"ITA","Italy","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1733.64227320782,,
"ITA","Italy","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1719.09030026131,,
"ITA","Italy","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1716.34117903052,,
"ITA","Italy","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1717.46897969506,,
"ITA","Italy","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1721.6975133508,,
"ITA","Italy","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1719.15758026597,,
"ITA","Italy","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1719.3524178895,,
"ITA","Italy","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1710.18095271704,,
"ITA","Italy","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1543.11731400339,,
"ITA","Italy","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1658.26987951807,,
"ITA","Italy","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1694.452444434,,
"JPN","Japan","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1746.53420572632,,
"JPN","Japan","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1740.85263447083,,
"JPN","Japan","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1758.65540545653,,
"JPN","Japan","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1743.22028692842,,
"JPN","Japan","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1738.26461230708,,
"JPN","Japan","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1730.39782872402,,
"JPN","Japan","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1723.03189736846,,
"JPN","Japan","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1719.06714259686,,
"JPN","Japan","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1697.92146838243,,
"JPN","Japan","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1662.09046791152,,
"JPN","Japan","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1616.87648359503,,
"JPN","Japan","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1626.74469261899,,
"JPN","Japan","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1625.53632817043,,
"JPN","Japan","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1733,,
"JPN","Japan","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1728,,
"JPN","Japan","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1745,,
"JPN","Japan","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1734,,
"JPN","Japan","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1729,,
"JPN","Japan","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1719,,
"JPN","Japan","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1714,,
"JPN","Japan","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1709,,
"JPN","Japan","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1680,,
"JPN","Japan","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1644,,
"JPN","Japan","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1597.01083424708,,
"JPN","Japan","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1607.48297925873,,
"JPN","Japan","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1606.99536736683,,
"KOR","Korea","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2119.2,,
"KOR","Korea","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2097.6,,
"KOR","Korea","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2071.2,,
"KOR","Korea","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2047.2,,
"KOR","Korea","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2058,,
"KOR","Korea","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2032.8,,
"KOR","Korea","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1995.6,,
"KOR","Korea","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1966.8,,
"KOR","Korea","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1957.2,,
"KOR","Korea","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1927.2,,
"KOR","Korea","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1928,,
"KOR","Korea","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1904,,
"KOR","Korea","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2163,,
"KOR","Korea","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2136,,
"KOR","Korea","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2119,,
"KOR","Korea","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2106,,
"KOR","Korea","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2076,,
"KOR","Korea","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2083,,
"KOR","Korea","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2068,,
"KOR","Korea","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2018,,
"KOR","Korea","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1993,,
"KOR","Korea","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1967,,
"KOR","Korea","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1908,,
"KOR","Korea","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1910,,
"KOR","Korea","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1901,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1519.8214879172,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1519.52902121479,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1512.81423991901,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1503.71156178431,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1508.10155239327,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1516.32118430076,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1514.44933426484,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1506.16974046237,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1507.35466903396,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1502.10738375011,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1418.49550264073,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1477.09892782089,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1483.33924964291,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1521.02691802037,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1519.54397394137,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1513.69966117272,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1506.28991175967,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1512.06975096173,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1519.45148418588,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1517.96800153286,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1508.10185452989,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1498.61631961118,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1492.70621843155,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1408.22588854016,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1467.41066739708,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1473.25797266402,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2337,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2328.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2325.4,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2334.6,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2337.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2347.5,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2347.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2348.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,2346.6,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,2335.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,2326,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,2328.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,2335,,
"MEX","Mexico","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2243.8934431401,,
"MEX","Mexico","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2236.71808475033,,
"MEX","Mexico","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2226.19916317535,,
"MEX","Mexico","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2230.84401980823,,
"MEX","Mexico","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2229.06811912793,,
"MEX","Mexico","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2233.59529807769,,
"MEX","Mexico","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2237.93948981735,,
"MEX","Mexico","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2237.74120832075,,
"MEX","Mexico","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,2237.94537468542,,
"MEX","Mexico","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,2227.51690354607,,
"MEX","Mexico","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,2207.42616164256,,
"MEX","Mexico","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,2216.26473185489,,
"MEX","Mexico","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,2226.30044529097,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1357,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1358,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1348,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1353,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1362,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1356,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1366,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1364,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1364,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1368,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1335,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1364,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1361,,
"NLD","Netherlands","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1419.63344344458,,
"NLD","Netherlands","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1420.18023715415,,
"NLD","Netherlands","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1410.50978838972,,
"NLD","Netherlands","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1414.6989579755,,
"NLD","Netherlands","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1425.5953008596,,
"NLD","Netherlands","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1425.81357856494,,
"NLD","Netherlands","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1437.30940400313,,
"NLD","Netherlands","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1436.76564376979,,
"NLD","Netherlands","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1436.06016156463,,
"NLD","Netherlands","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1441.07544424816,,
"NLD","Netherlands","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1407.90304043465,,
"NLD","Netherlands","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1426.23639717184,,
"NLD","Netherlands","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1427.01567120047,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1741,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1735,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1723,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1750,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1756,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1750,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1742,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1754,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1760,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1776,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1774,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1727,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1747,,
"NZL","New Zealand","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1755,,
"NZL","New Zealand","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1746,,
"NZL","New Zealand","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1734,,
"NZL","New Zealand","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1756,,
"NZL","New Zealand","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1758,,
"NZL","New Zealand","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1753,,
"NZL","New Zealand","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1754,,
"NZL","New Zealand","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1756,,
"NZL","New Zealand","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1759,,
"NZL","New Zealand","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1783,,
"NZL","New Zealand","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1739,,
"NZL","New Zealand","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1730,,
"NZL","New Zealand","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1748,,
"NOR","Norway","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1429.85893416928,,
"NOR","Norway","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1434.53070683662,,
"NOR","Norway","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1431.49129447388,,
"NOR","Norway","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1421.03293413174,,
"NOR","Norway","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1423.7037037037,,
"NOR","Norway","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1426.56826568266,,
"NOR","Norway","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1429.88590357011,,
"NOR","Norway","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1419.21397379913,,
