raceId,year,round,circuitId,name,date,time,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time
147,2001,7,6,"Monaco Grand Prix","2001-05-27",\N,"http://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
148,2001,8,7,"Canadian Grand Prix","2001-06-10",\N,"http://en.wikipedia.org/wiki/2001_Canadian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
149,2001,9,20,"European Grand Prix","2001-06-24",\N,"http://en.wikipedia.org/wiki/2001_European_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
150,2001,10,8,"French Grand Prix","2001-07-01",\N,"http://en.wikipedia.org/wiki/2001_French_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
151,2001,11,9,"British Grand Prix","2001-07-15",\N,"http://en.wikipedia.org/wiki/2001_British_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
152,2001,12,10,"German Grand Prix","2001-07-29",\N,"http://en.wikipedia.org/wiki/2001_German_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
153,2001,13,11,"Hungarian Grand Prix","2001-08-19",\N,"http://en.wikipedia.org/wiki/2001_Hungarian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
154,2001,14,13,"Belgian Grand Prix","2001-09-02",\N,"http://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
155,2001,15,14,"Italian Grand Prix","2001-09-16",\N,"http://en.wikipedia.org/wiki/2001_Italian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
156,2001,16,19,"United States Grand Prix","2001-09-30",\N,"http://en.wikipedia.org/wiki/2001_United_States_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
157,2001,17,22,"Japanese Grand Prix","2001-10-14",\N,"http://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
158,2000,1,1,"Australian Grand Prix","2000-03-12",\N,"http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
159,2000,2,18,"Brazilian Grand Prix","2000-03-26",\N,"http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
160,2000,3,21,"San Marino Grand Prix","2000-04-09",\N,"http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
161,2000,4,9,"British Grand Prix","2000-04-23",\N,"http://en.wikipedia.org/wiki/2000_British_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
162,2000,5,4,"Spanish Grand Prix","2000-05-07",\N,"http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
163,2000,6,20,"European Grand Prix","2000-05-21",\N,"http://en.wikipedia.org/wiki/2000_European_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
164,2000,7,6,"Monaco Grand Prix","2000-06-04",\N,"http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
165,2000,8,7,"Canadian Grand Prix","2000-06-18",\N,"http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
166,2000,9,8,"French Grand Prix","2000-07-02",\N,"http://en.wikipedia.org/wiki/2000_French_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
167,2000,10,70,"Austrian Grand Prix","2000-07-16",\N,"http://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
168,2000,11,10,"German Grand Prix","2000-07-30",\N,"http://en.wikipedia.org/wiki/2000_German_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
169,2000,12,11,"Hungarian Grand Prix","2000-08-13",\N,"http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
170,2000,13,13,"Belgian Grand Prix","2000-08-27",\N,"http://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
171,2000,14,14,"Italian Grand Prix","2000-09-10",\N,"http://en.wikipedia.org/wiki/2000_Italian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
172,2000,15,19,"United States Grand Prix","2000-09-24",\N,"http://en.wikipedia.org/wiki/2000_United_States_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
173,2000,16,22,"Japanese Grand Prix","2000-10-08",\N,"http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
174,2000,17,2,"Malaysian Grand Prix","2000-10-22",\N,"http://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
175,1999,1,1,"Australian Grand Prix","1999-03-07",\N,"http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
176,1999,2,18,"Brazilian Grand Prix","1999-04-11",\N,"http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
177,1999,3,21,"San Marino Grand Prix","1999-05-02",\N,"http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
178,1999,4,6,"Monaco Grand Prix","1999-05-16",\N,"http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
179,1999,5,4,"Spanish Grand Prix","1999-05-30",\N,"http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
180,1999,6,7,"Canadian Grand Prix","1999-06-13",\N,"http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
181,1999,7,8,"French Grand Prix","1999-06-27",\N,"http://en.wikipedia.org/wiki/1999_French_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
182,1999,8,9,"British Grand Prix","1999-07-11",\N,"http://en.wikipedia.org/wiki/1999_British_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
183,1999,9,70,"Austrian Grand Prix","1999-07-25",\N,"http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
184,1999,10,10,"German Grand Prix","1999-08-01",\N,"http://en.wikipedia.org/wiki/1999_German_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
185,1999,11,11,"Hungarian Grand Prix","1999-08-15",\N,"http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
186,1999,12,13,"Belgian Grand Prix","1999-08-29",\N,"http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
187,1999,13,14,"Italian Grand Prix","1999-09-12",\N,"http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
188,1999,14,20,"European Grand Prix","1999-09-26",\N,"http://en.wikipedia.org/wiki/1999_European_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
189,1999,15,2,"Malaysian Grand Prix","1999-10-17",\N,"http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
190,1999,16,22,"Japanese Grand Prix","1999-10-31",\N,"http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
191,1998,1,1,"Australian Grand Prix","1998-03-08",\N,"http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
192,1998,2,18,"Brazilian Grand Prix","1998-03-29",\N,"http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
193,1998,3,25,"Argentine Grand Prix","1998-04-12",\N,"http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
194,1998,4,21,"San Marino Grand Prix","1998-04-26",\N,"http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
195,1998,5,4,"Spanish Grand Prix","1998-05-10",\N,"http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
196,1998,6,6,"Monaco Grand Prix","1998-05-24",\N,"http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
197,1998,7,7,"Canadian Grand Prix","1998-06-07",\N,"http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
198,1998,8,8,"French Grand Prix","1998-06-28",\N,"http://en.wikipedia.org/wiki/1998_French_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
199,1998,9,9,"British Grand Prix","1998-07-12",\N,"http://en.wikipedia.org/wiki/1998_British_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
200,1998,10,70,"Austrian Grand Prix","1998-07-26",\N,"http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
201,1998,11,10,"German Grand Prix","1998-08-02",\N,"http://en.wikipedia.org/wiki/1998_German_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
202,1998,12,11,"Hungarian Grand Prix","1998-08-16",\N,"http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
203,1998,13,13,"Belgian Grand Prix","1998-08-30",\N,"http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
204,1998,14,14,"Italian Grand Prix","1998-09-13",\N,"http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
205,1998,15,20,"Luxembourg Grand Prix","1998-09-27",\N,"http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
206,1998,16,22,"Japanese Grand Prix","1998-11-01",\N,"http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
207,1997,1,1,"Australian Grand Prix","1997-03-09",\N,"http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
208,1997,2,18,"Brazilian Grand Prix","1997-03-30",\N,"http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
209,1997,3,25,"Argentine Grand Prix","1997-04-13",\N,"http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
210,1997,4,21,"San Marino Grand Prix","1997-04-27",\N,"http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
211,1997,5,6,"Monaco Grand Prix","1997-05-11",\N,"http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
212,1997,6,4,"Spanish Grand Prix","1997-05-25",\N,"http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
213,1997,7,7,"Canadian Grand Prix","1997-06-15",\N,"http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
214,1997,8,8,"French Grand Prix","1997-06-29",\N,"http://en.wikipedia.org/wiki/1997_French_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
215,1997,9,9,"British Grand Prix","1997-07-13",\N,"http://en.wikipedia.org/wiki/1997_British_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
216,1997,10,10,"German Grand Prix","1997-07-27",\N,"http://en.wikipedia.org/wiki/1997_German_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
217,1997,11,11,"Hungarian Grand Prix","1997-08-10",\N,"http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
218,1997,12,13,"Belgian Grand Prix","1997-08-24",\N,"http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
219,1997,13,14,"Italian Grand Prix","1997-09-07",\N,"http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
220,1997,14,70,"Austrian Grand Prix","1997-09-21",\N,"http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
221,1997,15,20,"Luxembourg Grand Prix","1997-09-28",\N,"http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
222,1997,16,22,"Japanese Grand Prix","1997-10-12",\N,"http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
223,1997,17,26,"European Grand Prix","1997-10-26",\N,"http://en.wikipedia.org/wiki/1997_European_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
224,1996,1,1,"Australian Grand Prix","1996-03-10",\N,"http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
225,1996,2,18,"Brazilian Grand Prix","1996-03-31",\N,"http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
226,1996,3,25,"Argentine Grand Prix","1996-04-07",\N,"http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
227,1996,4,20,"European Grand Prix","1996-04-28",\N,"http://en.wikipedia.org/wiki/1996_European_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
228,1996,5,21,"San Marino Grand Prix","1996-05-05",\N,"http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
229,1996,6,6,"Monaco Grand Prix","1996-05-19",\N,"http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
230,1996,7,4,"Spanish Grand Prix","1996-06-02",\N,"http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
231,1996,8,7,"Canadian Grand Prix","1996-06-16",\N,"http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
232,1996,9,8,"French Grand Prix","1996-06-30",\N,"http://en.wikipedia.org/wiki/1996_French_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
233,1996,10,9,"British Grand Prix","1996-07-14",\N,"http://en.wikipedia.org/wiki/1996_British_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
234,1996,11,10,"German Grand Prix","1996-07-28",\N,"http://en.wikipedia.org/wiki/1996_German_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
235,1996,12,11,"Hungarian Grand Prix","1996-08-11",\N,"http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
236,1996,13,13,"Belgian Grand Prix","1996-08-25",\N,"http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
237,1996,14,14,"Italian Grand Prix","1996-09-08",\N,"http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
238,1996,15,27,"Portuguese Grand Prix","1996-09-22",\N,"http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
239,1996,16,22,"Japanese Grand Prix","1996-10-13",\N,"http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
240,1995,1,18,"Brazilian Grand Prix","1995-03-26",\N,"http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
241,1995,2,25,"Argentine Grand Prix","1995-04-09",\N,"http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
242,1995,3,21,"San Marino Grand Prix","1995-04-30",\N,"http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
243,1995,4,4,"Spanish Grand Prix","1995-05-14",\N,"http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
244,1995,5,6,"Monaco Grand Prix","1995-05-28",\N,"http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
245,1995,6,7,"Canadian Grand Prix","1995-06-11",\N,"http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
246,1995,7,8,"French Grand Prix","1995-07-02",\N,"http://en.wikipedia.org/wiki/1995_French_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
247,1995,8,9,"British Grand Prix","1995-07-16",\N,"http://en.wikipedia.org/wiki/1995_British_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
248,1995,9,10,"German Grand Prix","1995-07-30",\N,"http://en.wikipedia.org/wiki/1995_German_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
249,1995,10,11,"Hungarian Grand Prix","1995-08-13",\N,"http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
250,1995,11,13,"Belgian Grand Prix","1995-08-27",\N,"http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
251,1995,12,14,"Italian Grand Prix","1995-09-10",\N,"http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
252,1995,13,27,"Portuguese Grand Prix","1995-09-24",\N,"http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
253,1995,14,20,"European Grand Prix","1995-10-01",\N,"http://en.wikipedia.org/wiki/1995_European_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
254,1995,15,28,"Pacific Grand Prix","1995-10-22",\N,"http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
255,1995,16,22,"Japanese Grand Prix","1995-10-29",\N,"http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
256,1995,17,29,"Australian Grand Prix","1995-11-12",\N,"http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
257,1994,1,18,"Brazilian Grand Prix","1994-03-27",\N,"http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
258,1994,2,28,"Pacific Grand Prix","1994-04-17",\N,"http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
259,1994,3,21,"San Marino Grand Prix","1994-05-01",\N,"http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
260,1994,4,6,"Monaco Grand Prix","1994-05-15",\N,"http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
261,1994,5,4,"Spanish Grand Prix","1994-05-29",\N,"http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
262,1994,6,7,"Canadian Grand Prix","1994-06-12",\N,"http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
263,1994,7,8,"French Grand Prix","1994-07-03",\N,"http://en.wikipedia.org/wiki/1994_French_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
264,1994,8,9,"British Grand Prix","1994-07-10",\N,"http://en.wikipedia.org/wiki/1994_British_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
265,1994,9,10,"German Grand Prix","1994-07-31",\N,"http://en.wikipedia.org/wiki/1994_German_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
266,1994,10,11,"Hungarian Grand Prix","1994-08-14",\N,"http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
267,1994,11,13,"Belgian Grand Prix","1994-08-28",\N,"http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
268,1994,12,14,"Italian Grand Prix","1994-09-11",\N,"http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
269,1994,13,27,"Portuguese Grand Prix","1994-09-25",\N,"http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
270,1994,14,26,"European Grand Prix","1994-10-16",\N,"http://en.wikipedia.org/wiki/1994_European_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
271,1994,15,22,"Japanese Grand Prix","1994-11-06",\N,"http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
272,1994,16,29,"Australian Grand Prix","1994-11-13",\N,"http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
273,1993,1,30,"South African Grand Prix","1993-03-14",\N,"http://en.wikipedia.org/wiki/1993_South_African_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
274,1993,2,18,"Brazilian Grand Prix","1993-03-28",\N,"http://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
275,1993,3,31,"European Grand Prix","1993-04-11",\N,"http://en.wikipedia.org/wiki/1993_European_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
276,1993,4,21,"San Marino Grand Prix","1993-04-25",\N,"http://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
277,1993,5,4,"Spanish Grand Prix","1993-05-09",\N,"http://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
278,1993,6,6,"Monaco Grand Prix","1993-05-23",\N,"http://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
279,1993,7,7,"Canadian Grand Prix","1993-06-13",\N,"http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
280,1993,8,8,"French Grand Prix","1993-07-04",\N,"http://en.wikipedia.org/wiki/1993_French_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
281,1993,9,9,"British Grand Prix","1993-07-11",\N,"http://en.wikipedia.org/wiki/1993_British_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
282,1993,10,10,"German Grand Prix","1993-07-25",\N,"http://en.wikipedia.org/wiki/1993_German_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
283,1993,11,11,"Hungarian Grand Prix","1993-08-15",\N,"http://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
284,1993,12,13,"Belgian Grand Prix","1993-08-29",\N,"http://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
285,1993,13,14,"Italian Grand Prix","1993-09-12",\N,"http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
286,1993,14,27,"Portuguese Grand Prix","1993-09-26",\N,"http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
287,1993,15,22,"Japanese Grand Prix","1993-10-24",\N,"http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
288,1993,16,29,"Australian Grand Prix","1993-11-07",\N,"http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
289,1992,1,30,"South African Grand Prix","1992-03-01",\N,"http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
290,1992,2,32,"Mexican Grand Prix","1992-03-22",\N,"http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
291,1992,3,18,"Brazilian Grand Prix","1992-04-05",\N,"http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
292,1992,4,4,"Spanish Grand Prix","1992-05-03",\N,"http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
293,1992,5,21,"San Marino Grand Prix","1992-05-17",\N,"http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
294,1992,6,6,"Monaco Grand Prix","1992-05-31",\N,"http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
295,1992,7,7,"Canadian Grand Prix","1992-06-14",\N,"http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
296,1992,8,8,"French Grand Prix","1992-07-05",\N,"http://en.wikipedia.org/wiki/1992_French_Grand_Prix",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
