ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,Date
2023-03-27T08:49:25Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,177025,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",A Pack of Hounds,Ramin Djawadi,House of the Dragon: Season 1 (Soundtrack from the HBO® Series),spotify:track:2D0qmYMSPoNYcWoWZK2MtJ,,,,trackdone,trackdone,True,False,False,0,False,2023-03-27
2023-03-27T08:52:34Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,188831,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),spotify:track:39shmbIHICJ2Wxnk1fPSdz,,,,trackdone,trackdone,True,False,False,0,False,2023-03-27
2023-03-27T08:54:20Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,104989,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Main Title (from “Game of Thrones”),Ramin Djawadi,House of the Dragon: Season 1 (Soundtrack from the HBO® Series),spotify:track:3Y4egKQO2gOYob1oDITCzV,,,,trackdone,trackdone,True,False,False,0,False,2023-03-27
2023-03-27T08:58:16Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,234469,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Got My Mind Set On You,George Harrison,Cloud Nine,spotify:track:1ukHtC2BBs51jmSGaxoEeL,,,,trackdone,trackdone,True,False,False,0,False,2023-03-27
2023-03-27T09:02:04Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,228001,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Dear Prudence,Siouxsie and the Banshees,Hyaena,spotify:track:34tFidHrETMAjsiK87WVVW,,,,trackdone,trackdone,True,False,False,0,False,2023-03-27
2023-03-27T09:04:39Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,154434,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Idea 1,Gibran Alcocer,Idea 1,spotify:track:3kJACFlgn1rg0I0l4XmzLI,,,,trackdone,trackdone,True,False,False,0,False,2023-03-27
2023-03-27T09:07:06Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,145713,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Break on Through (To the Other Side),The Doors,The Doors,spotify:track:6ToM0uwxtPKo9CMpbPGYvM,,,,trackdone,trackdone,True,False,False,0,False,2023-03-27
2023-03-27T09:11:36Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,269679,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",House of the Rising Sun,The Animals,The Singles Plus,spotify:track:4mn2kNTqiGLwaUR8JdhJ1l,,,,trackdone,trackdone,True,False,False,0,False,2023-03-27
2023-03-27T09:14:04Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,147157,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",The Heirs of the Dragon,Ramin Djawadi,House of the Dragon: Season 1 (Soundtrack from the HBO® Series),spotify:track:75EiP8M4Egeqndtv08lD66,,,,trackdone,trackdone,True,False,False,0,False,2023-03-27
2023-03-27T09:16:47Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,162211,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",California Dreamin' - Single Version,The Mamas & The Papas,If You Can Believe Your Eyes & Ears,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,,,,trackdone,trackdone,True,False,False,0,False,2023-03-27
2023-03-27T09:20:41Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,232597,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Suicide Blonde,INXS,X,spotify:track:3dISHe66tFlOKqmom5Qr2n,,,,trackdone,trackdone,True,False,False,0,False,2023-03-27
2023-03-27T09:24:50Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,248821,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Disappear,INXS,X,spotify:track:2wg6RV3N9GoUMURfhxMJ3P,,,,trackdone,trackdone,True,False,False,0,False,2023-03-27
2023-03-27T09:24:57Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,5671,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,spotify:track:2RlgNHKcydI9sayD2Df2xp,,,,trackdone,endplay,True,True,False,0,False,2023-03-27
2023-03-27T09:27:24Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,147148,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",The Heirs of the Dragon,Ramin Djawadi,House of the Dragon: Season 1 (Soundtrack from the HBO® Series),spotify:track:75EiP8M4Egeqndtv08lD66,,,,playbtn,trackdone,False,False,False,0,False,2023-03-27
2023-03-27T09:27:36Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,9876,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Heart of Courage,Thomas Bergersen,Invincible,spotify:track:4JtvyWkWQTPVcroZf8JJkp,,,,trackdone,fwdbtn,False,True,False,0,False,2023-03-27
2023-03-27T09:27:39Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,2577,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Concerning Hobbits,Howard Shore,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),spotify:track:644es5aYPJghtZLjM1rmSP,,,,fwdbtn,fwdbtn,False,True,False,0,False,2023-03-27
2023-03-27T09:29:24Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,104986,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Main Titles,Ramin Djawadi,Game of Thrones: Season 5 (Music from the HBO Series),spotify:track:7MS3TwjalTx6Gw8SNQ9m5B,,,,fwdbtn,trackdone,False,False,False,0,False,2023-03-27
2023-03-27T09:29:37Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,12133,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",He's a Pirate,Klaus Badelt,Pirates of the Caribbean: The Curse of the Black Pearl,spotify:track:08QaHlMPWuO5PUxjl61bXn,,,,trackdone,fwdbtn,False,True,False,0,False,2023-03-27
2023-03-27T09:39:27Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,588929,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Light of the Seven,Ramin Djawadi,Game of Thrones (Music from the HBO® Series - Season 6),spotify:track:6iLzFJhs4ATwJn7P1utZIJ,,,,fwdbtn,trackdone,False,False,False,0,False,2023-03-27
2023-03-27T09:39:33Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,4963,PL,193.91.12.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",The Departure,Max Richter,The Leftovers: Season 1 (Music from the HBO Series),spotify:track:3KG9I4JXpDwNQOsotE3uLh,,,,trackdone,logout,False,False,False,0,False,2023-03-27
2023-03-27T17:43:47Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,18281,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",The Departure,Max Richter,The Leftovers: Season 1 (Music from the HBO Series),spotify:track:3KG9I4JXpDwNQOsotE3uLh,,,,remote,endplay,False,True,False,0,False,2023-03-27
2023-03-27T17:44:36Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,48914,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Super Freak,Rick James,Street Songs,spotify:track:2dCmGcEOQrMQhMMS8Vj7Ca,,,,playbtn,endplay,False,True,False,0,False,2023-03-27
2023-03-27T17:50:07Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,329805,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Fuel to Fire,Agnes Obel,Aventine,spotify:track:3fHDbOrSf2IQhLeKaShLS4,,,,playbtn,trackdone,False,False,False,0,False,2023-03-27
2023-03-27T17:50:15Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,7052,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Shallow Water,Yehezkel Raz,Vol. 1 - Underwater Fantasies,spotify:track:5tbQs3shiSsnFNCiBRHqBu,,,,trackdone,endplay,False,True,False,0,False,2023-03-27
2023-03-27T17:54:04Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,228379,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Riverside,Agnes Obel,Philharmonics,spotify:track:7iHl6LcHD94l5VpmfrBUmG,,,,playbtn,trackdone,False,False,False,0,False,2023-03-27
2023-03-27T17:54:11Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,6793,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Falling, Catching",Agnes Obel,Philharmonics,spotify:track:0vRi3keQBMlYNwU66GCeU4,,,,trackdone,endplay,False,True,False,0,False,2023-03-27
2023-03-27T17:54:13Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,747,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",The Curse,Agnes Obel,Aventine,spotify:track:7hiY7fVxa0LEUeUP4F4ReR,,,,playbtn,endplay,False,True,False,0,False,2023-03-27
2023-03-27T17:59:46Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,333544,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",The Curse,Agnes Obel,Aventine,spotify:track:7hiY7fVxa0LEUeUP4F4ReR,,,,playbtn,logout,False,False,False,0,False,2023-03-27
2023-03-30T06:17:07Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,79386,PL,31.61.247.249,unknown,By My Side,INXS,X,spotify:track:1vmOWok3n7VAWh08KpEB4y,,,,appload,trackdone,True,False,False,1680156940,False,2023-03-30
2023-03-30T06:21:52Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,183173,PL,31.61.247.249,unknown,Stairway to Heaven - Remaster,Led Zeppelin,Led Zeppelin IV,spotify:track:5CQ30WqJwcep0pYcV4AMNc,,,,trackdone,unexpected-exit-while-paused,True,False,False,1680157027,False,2023-03-30
2023-03-30T06:30:17Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,299656,PL,31.61.247.249,unknown,Stairway to Heaven - Remaster,Led Zeppelin,Led Zeppelin IV,spotify:track:5CQ30WqJwcep0pYcV4AMNc,,,,appload,trackdone,True,False,False,1680157342,False,2023-03-30
2023-03-30T06:32:27Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,99772,PL,31.61.247.249,unknown,Rhaenyra's Welcome,Ramin Djawadi,House of the Dragon: Season 1 (Soundtrack from the HBO® Series),spotify:track:7c26XfyVKLyrcU1KV7KS86,,,,trackdone,trackdone,True,False,False,1680157848,False,2023-03-30
2023-03-30T06:35:03Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,153111,PL,31.61.247.249,unknown,Fuel to Fire,Agnes Obel,Aventine,spotify:track:3fHDbOrSf2IQhLeKaShLS4,,,,trackdone,logout,True,False,False,1680157948,False,2023-03-30
2023-03-30T22:14:00Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,38312,PL,31.61.248.188,unknown,Fuel to Fire,Agnes Obel,Aventine,spotify:track:3fHDbOrSf2IQhLeKaShLS4,,,,appload,logout,True,False,False,1680214351,False,2023-03-30
2023-03-31T21:40:05Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,3089,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Layla,Derek & The Dominos,Layla And Other Assorted Love Songs,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,,,,remote,fwdbtn,False,True,False,0,False,2023-03-31
2023-03-31T21:40:20Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,14111,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Baba O'Riley,The Who,Who's Next,spotify:track:3qiyyUfYe7CRYLucrPmulD,,,,fwdbtn,endplay,False,True,False,0,False,2023-03-31
2023-03-31T21:43:18Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,177081,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",'74-'75,The Connells,Ring,spotify:track:2MAVcVr2oylw2OZ3hojWYj,,,,playbtn,endplay,False,True,False,0,False,2023-03-31
2023-03-31T21:48:05Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,284429,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Tear You Apart,She Wants Revenge,She Wants Revenge,spotify:track:3urJUvRhgMrwydaTQFVEg9,,,,playbtn,trackdone,False,False,False,0,False,2023-03-31
2023-03-31T21:50:54Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,167652,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Always Then,The KVB,Always Then,spotify:track:4ti3jFBiVjPE4t9WOzKkHW,,,,trackdone,fwdbtn,False,True,False,0,False,2023-03-31
2023-03-31T21:51:16Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,19537,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Harsh Realm,Widowspeak,Widowspeak,spotify:track:4K5K9cyYtRhCoU8VT3EHG7,,,,fwdbtn,endplay,False,True,False,0,False,2023-03-31
2023-03-31T21:53:51Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,154109,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Don't Stop - 2004 Remaster,Fleetwood Mac,Rumours,spotify:track:4bEb3KE4mSKlTFjtWJQBqO,,,,playbtn,fwdbtn,False,True,False,0,False,2023-03-31
2023-03-31T21:53:55Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,2262,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Stairway to Heaven - Remaster,Led Zeppelin,Led Zeppelin IV,spotify:track:5CQ30WqJwcep0pYcV4AMNc,,,,fwdbtn,fwdbtn,False,True,False,0,False,2023-03-31
2023-03-31T21:58:00Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,243666,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Roadhouse Blues,The Doors,Morrison Hotel,spotify:track:1Q5kgpp4pmyGqPwNBzkSrw,,,,fwdbtn,trackdone,False,False,False,0,False,2023-03-31
2023-03-31T22:00:39Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,156567,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Give A Little Bit,Supertramp,Even In The Quietest Moments,spotify:track:6XUHsYE38CEbYunT983O9G,,,,trackdone,fwdbtn,False,True,False,0,False,2023-03-31
2023-03-31T22:00:45Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,4803,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Wild World,Yusuf / Cat Stevens,Tea For The Tillerman,spotify:track:7mjSHL2Eb0kAwiKbvNNyD9,,,,fwdbtn,fwdbtn,False,True,False,0,False,2023-03-31
2023-03-31T22:05:21Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,274711,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Rebel Rebel - 2016 Remaster,David Bowie,Diamond Dogs,spotify:track:2EC9IJj7g0mN1Q5VrZkiYY,,,,fwdbtn,trackdone,False,False,False,0,False,2023-03-31
2023-03-31T22:05:28Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,5391,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Layla,Derek & The Dominos,Layla And Other Assorted Love Songs,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,,,,trackdone,fwdbtn,False,True,False,0,False,2023-03-31
2023-03-31T22:40:26Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,21518,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Roxanne,The Police,Outlandos D'Amour,spotify:track:3EYOJ48Et32uATr9ZmLnAo,,,,fwdbtn,fwdbtn,False,True,False,0,False,2023-03-31
2023-03-31T22:40:49Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,2254,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",You Really Got Me,The Kinks,Kinks,spotify:track:29SyMC0plk6qw8NMF7lfRL,,,,remote,endplay,False,True,False,0,False,2023-03-31
2023-03-31T22:44:19Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,210145,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Born To Be Wild,Steppenwolf,Steppenwolf,spotify:track:63OFKbMaZSDZ4wtesuuq6f,,,,clickrow,trackdone,False,False,False,0,False,2023-03-31
2023-03-31T22:46:50Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,149918,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",White Rabbit,Jefferson Airplane,Surrealistic Pillow,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,,,,trackdone,trackdone,False,False,False,0,False,2023-03-31
2023-03-31T22:46:54Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,3633,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",People Are Strange,The Doors,Strange Days,spotify:track:1Jmqubf9kGkWeYQXQKImL5,,,,trackdone,endplay,False,True,False,0,False,2023-03-31
2023-03-31T22:47:11Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,15419,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Pinball Wizard,The Who,Tommy,spotify:track:6LbbHFEajG9e4m0G3L47c4,,,,clickrow,endplay,False,True,False,0,False,2023-03-31
2023-03-31T22:47:25Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,12683,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Sweet Caroline,Neil Diamond,Sweet Caroline,spotify:track:62AuGbAkt8Ox2IrFFb8GKV,,,,clickrow,endplay,False,True,False,0,False,2023-03-31
2023-03-31T22:47:32Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,6508,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Route 66,The Rolling Stones,The Rolling Stones,spotify:track:1FRP8d6l2jm3DS5f78ZrhK,,,,clickrow,endplay,False,True,False,0,False,2023-03-31
2023-03-31T22:49:32Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,118056,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",The Letter,The Box Tops,The Letter/Neon Rainbow,spotify:track:6RJK553YhstRzyKA4mug09,,,,clickrow,trackdone,False,False,False,0,False,2023-03-31
2023-03-31T22:49:43Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,10176,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Dream A Little Dream Of Me,The Mamas & The Papas,The Papas & The Mamas,spotify:track:27hhIs2fp6w06N5zx4Eaa5,,,,trackdone,endplay,False,True,False,0,False,2023-03-31
2023-03-31T22:49:49Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,5845,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Eve Of Destruction,Barry McGuire,Eve Of Destruction,spotify:track:1Zi2ezNOqt9y9irC11xYpN,,,,clickrow,endplay,False,True,False,0,False,2023-03-31
2023-03-31T22:49:58Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,7216,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Hurricane,Bob Dylan,Desire,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,,,,clickrow,endplay,False,True,False,0,False,2023-03-31
2023-03-31T22:50:09Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,9929,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",On the Road Again,Canned Heat,Canned Heat,spotify:track:1GwdWdvSumgsgKorY9qA2g,,,,clickrow,endplay,False,True,False,0,False,2023-03-31
2023-03-31T22:53:08Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,178757,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Oh, Pretty Woman",Roy Orbison,"Oh, Pretty Woman",spotify:track:48i055G1OT5KxGGftwFxWy,,,,clickrow,trackdone,False,False,False,0,False,2023-03-31
2023-03-31T22:53:33Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,24444,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Wouldn't It Be Nice,The Beach Boys,Pet Sounds,spotify:track:2Gy7qnDwt8Z3MNxqat4CsK,,,,trackdone,endplay,False,True,False,0,False,2023-03-31
2023-03-31T22:58:14Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,278848,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",'74-'75,The Connells,Ring,spotify:track:2MAVcVr2oylw2OZ3hojWYj,,,,playbtn,trackdone,False,False,False,0,False,2023-03-31
2023-03-31T23:00:54Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,159246,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Breakfast In America - 2010 Remastered,Supertramp,Breakfast In America,spotify:track:4a5pNRjwmzYQuEY1E7O6pj,,,,trackdone,trackdone,False,False,False,0,False,2023-03-31
2023-03-31T23:04:00Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,184178,PL,194.29.137.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",This Is The Life,Amy Macdonald,This Is The Life,spotify:track:2T3jgoAMbBXiMMD8pSc6QL,,,,trackdone,trackdone,False,False,False,0,False,2023-03-31
