Month,Year,Hour,Minute,Day,WeekDay,Type
Aug,2023,10,34,2,Wednesday,Video
Aug,2023,9,33,2,Wednesday,Video
Aug,2023,9,19,2,Wednesday,Video
Aug,2023,11,53,1,Tuesday,Video
Aug,2023,11,52,1,Tuesday,Video
Aug,2023,11,46,1,Tuesday,Video
Aug,2023,11,44,1,Tuesday,Video
Aug,2023,11,38,1,Tuesday,Video
Jul,2023,17,49,31,Monday,Video
Jul,2023,17,48,31,Monday,Video
Jul,2023,17,46,31,Monday,Video
Jul,2023,17,20,31,Monday,Video
Jul,2023,17,5,31,Monday,Video
Jul,2023,10,24,31,Monday,Video
Jul,2023,22,2,30,Sunday,Video
Jul,2023,21,35,30,Sunday,Video
Jul,2023,20,32,29,Saturday,Video
Jul,2023,20,6,29,Saturday,Video
Jul,2023,20,4,29,Saturday,Video
Jul,2023,19,43,29,Saturday,Video
Jul,2023,19,43,29,Saturday,Video
Jul,2023,19,43,29,Saturday,Video
Jul,2023,18,59,29,Saturday,Video
Jul,2023,18,37,29,Saturday,Video
Jul,2023,18,11,29,Saturday,Video
Jul,2023,17,52,29,Saturday,Video
Jul,2023,17,38,29,Saturday,Video
Jul,2023,17,37,29,Saturday,Video
Jul,2023,23,59,29,Saturday,Video
Jul,2023,23,46,29,Saturday,Video
Jul,2023,23,39,29,Saturday,Video
Jul,2023,23,38,29,Saturday,Video
Jul,2023,8,36,29,Saturday,Video
Jul,2023,8,21,29,Saturday,Video
Jul,2023,8,14,29,Saturday,Video
Jul,2023,8,6,29,Saturday,Video
Jul,2023,8,3,29,Saturday,Video
Jul,2023,8,3,29,Saturday,Video
Jul,2023,20,26,28,Friday,Video
Jul,2023,20,2,28,Friday,Video
Jul,2023,20,0,28,Friday,Video
Jul,2023,18,40,28,Friday,Video
Jul,2023,18,36,28,Friday,Video
Jul,2023,18,33,28,Friday,Video
Jul,2023,18,30,28,Friday,Video
Jul,2023,18,29,28,Friday,Video
Jul,2023,18,19,28,Friday,Video
Jul,2023,18,9,28,Friday,Video
Jul,2023,18,7,28,Friday,Video
Jul,2023,18,6,28,Friday,Video
Jul,2023,16,59,28,Friday,Video
Jul,2023,16,57,28,Friday,Video
Jul,2023,16,56,28,Friday,Video
Jul,2023,16,53,28,Friday,Video
Jul,2023,16,28,28,Friday,Video
Jul,2023,16,1,28,Friday,Video
Jul,2023,15,55,28,Friday,Video
Jul,2023,15,23,28,Friday,Video
Jul,2023,13,18,28,Friday,Video
Jul,2023,11,11,28,Friday,Video
Jul,2023,23,2,18,Tuesday,Video
Jul,2023,23,2,18,Tuesday,Video
Jul,2023,22,53,18,Tuesday,Video
Jul,2023,22,23,18,Tuesday,Video
Jul,2023,23,16,11,Tuesday,Video
Jul,2023,22,57,8,Saturday,Video
Jul,2023,22,56,8,Saturday,Video
Jul,2023,22,24,8,Saturday,Video
Jul,2023,8,13,8,Saturday,Video
Jul,2023,20,4,7,Friday,Video
Jul,2023,19,56,7,Friday,Video
Jul,2023,19,44,7,Friday,Video
Jul,2023,19,34,7,Friday,Video
Jul,2023,19,33,7,Friday,Video
Jul,2023,19,33,7,Friday,Video
Jul,2023,19,32,7,Friday,Video
Jul,2023,19,32,7,Friday,Video
Jul,2023,18,56,7,Friday,Video
Jul,2023,18,34,7,Friday,Video
Jul,2023,18,28,7,Friday,Video
Jul,2023,18,22,7,Friday,Video
Jul,2023,18,19,7,Friday,Video
Jul,2023,18,18,7,Friday,Video
Jul,2023,18,12,7,Friday,Video
Jul,2023,18,8,7,Friday,Video
Jul,2023,18,7,7,Friday,Video
Jul,2023,9,0,7,Friday,Video
Jul,2023,8,18,7,Friday,Video
Jul,2023,8,16,7,Friday,Video
Jul,2023,8,14,7,Friday,Video
Jul,2023,20,38,6,Thursday,Video
Jul,2023,20,32,6,Thursday,Video
Jul,2023,20,27,6,Thursday,Video
Jul,2023,19,45,6,Thursday,Video
Jul,2023,19,4,6,Thursday,Video
Jul,2023,11,55,6,Thursday,Video
Jul,2023,11,33,6,Thursday,Video
Jul,2023,11,33,6,Thursday,Video
Jul,2023,8,1,5,Wednesday,Video
Jul,2023,7,50,5,Wednesday,Video
Jul,2023,23,45,2,Sunday,Video
Jul,2023,10,14,2,Sunday,Video
Jul,2023,8,4,1,Saturday,Video
Jul,2023,7,58,1,Saturday,Video
Jul,2023,7,56,1,Saturday,Video
Oct,2023,6,10,24,Tuesday,Video
Sep,2023,23,48,26,Tuesday,Video
Sep,2023,19,38,25,Monday,Video
Sep,2023,19,23,25,Monday,Video
Sep,2023,19,12,25,Monday,Video
Sep,2023,19,1,25,Monday,Video
Sep,2023,19,1,25,Monday,Video
Sep,2023,18,22,25,Monday,Video
Sep,2023,18,5,25,Monday,Video
Sep,2023,15,16,25,Monday,Video
Sep,2023,15,15,25,Monday,Video
Sep,2023,15,15,25,Monday,Video
Sep,2023,14,35,25,Monday,Video
Sep,2023,14,7,25,Monday,Video
Sep,2023,23,27,25,Monday,Video
Sep,2023,23,16,25,Monday,Video
Sep,2023,20,29,24,Sunday,Video
Sep,2023,20,16,24,Sunday,Video
Sep,2023,19,11,24,Sunday,Video
Sep,2023,15,5,24,Sunday,Video
Sep,2023,14,9,24,Sunday,Video
Sep,2023,14,9,24,Sunday,Video
Sep,2023,20,7,23,Saturday,Video
Sep,2023,18,36,23,Saturday,Video
Sep,2023,16,56,23,Saturday,Video
Sep,2023,16,45,23,Saturday,Video
Sep,2023,16,44,23,Saturday,Video
Sep,2023,16,34,23,Saturday,Video
Sep,2023,16,24,23,Saturday,Video
Sep,2023,16,14,23,Saturday,Video
Sep,2023,16,8,23,Saturday,Video
Sep,2023,15,46,23,Saturday,Video
Sep,2023,14,1,22,Friday,Video
Sep,2023,14,1,22,Friday,Video
Sep,2023,9,12,22,Friday,Video
Sep,2023,8,54,22,Friday,Video
Sep,2023,14,24,21,Thursday,Video
Sep,2023,23,40,21,Thursday,Video
Sep,2023,23,29,21,Thursday,Video
Sep,2023,23,29,21,Thursday,Video
Sep,2023,23,28,21,Thursday,Video
Sep,2023,19,2,20,Wednesday,Video
Sep,2023,17,42,20,Wednesday,Video
Sep,2023,15,56,20,Wednesday,Video
Aug,2023,8,28,30,Wednesday,Video
Aug,2023,8,21,30,Wednesday,Video
Aug,2023,8,17,30,Wednesday,Video
Aug,2023,16,28,29,Tuesday,Video
Aug,2023,16,28,29,Tuesday,Video
Aug,2023,16,18,29,Tuesday,Video
Aug,2023,15,5,29,Tuesday,Video
Aug,2023,14,51,29,Tuesday,Video
